X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,continentOcean,country,locality,preparationType,occurrenceRemarks,barcode,imagecode,year,month,day,stateProvince,county,decimalLongitude,decimalLatitude,identifiedBy,minimumElevationInMeters,maximumElevationInMeters,class,relatedCatalogItem,infraspecificEpithet,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,dayIdentified,coordinatePrecision,geoFlag,individualCount,fieldNumber,sex,NM_MUNICIP,CD_GEOCMU
-46.6300010681152,-23.5400009155273,"35",2020-07-06 21:42:14-03,UFPB,JPB,"24293",PreservedSpecimen,Plantae,Angiosperma,Dicotyledon,Asteraceae,Eupatorium,lanigerum,Eupatorium lanigerum,Hook & Arn.,NA,"Hoehne, W",JPB24293,Southern America,Brasil,Departamento Bo,NA,NA,NA,NA,"1946","03","27",São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,SÃO PAULO,"3550308"
-47.2900009155273,-23.2600002288818,"66",2015-09-04 05:49:35-03,MNHN,RECOLNAT_MNHN_P,P02405804,PreservedSpecimen,NA,NA,NA,Asteraceae,Eupatorium,vernoniopsis,Eupatorium vernoniopsis,Sch.Bip. ex Baker,NA,Riedel,NA,NA,Brasil,"Ytú. Itu, São Paulo, Sudeste, Brasil, América do Sul",hb,. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02405804' target='other'> <mi>dwc_moreinfo</mi></a>,P02405804,P02405804_01,"1834","2","1",São Paulo,Itu,-47.2900009155273,-23.2600002288818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22309",auto,NA,"1513",NA,ITU,"3523909"
-47.2900009155273,-23.2600002288818,"67",2015-09-04 05:49:35-03,MNHN,RECOLNAT_MNHN_P,P02405790,PreservedSpecimen,NA,NA,NA,Asteraceae,Eupatorium,vernoniopsis,Eupatorium vernoniopsis,Sch.Bip. ex Baker,NA,Riedel,NA,NA,Brasil,"Ytú. Itu, São Paulo, Sudeste, Brasil, América do Sul",hb,. . 1270 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02405790' target='other'> <mi>dwc_moreinfo</mi></a>,P02405790,P02405790_01,"1834","2","1",São Paulo,Itu,-47.2900009155273,-23.2600002288818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22309",auto,NA,"2098",NA,ITU,"3523909"
-46.6300010681152,-23.5400009155273,"160",2019-11-21 10:00:41-03,IBt,SP,"118984",S,Plantae,NA,NA,Asteraceae,Gyptis,lanigera,Gyptis lanigera,(Hook. & Arn.) R.M.King & H.Rob.,NA,"Semir, J","2323",NA,Brasil,Butantã,NA,NA,NA,NA,"1968","03",NA,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,"Simão Bianchini, R; Silva, AL",NA,NA,NA,NA,NA,"2010","02",NA,NA,"11","53584",auto,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"161",2019-11-21 10:00:42-03,IBt,SP,"275",S,Plantae,NA,NA,Asteraceae,Gyptis,lanigera,Gyptis lanigera,(Hook. & Arn.) R.M.King & H.Rob.,NA,"Hoehne, FC",s.n.,NA,Brasil,Butantã,NA,NA,NA,NA,"1917","07","18",São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,"Simão Bianchini, R; Silva, AL",NA,NA,NA,NA,NA,"2010","02",NA,NA,"11","53584",auto,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"162",2019-11-21 10:00:42-03,IBt,SP,"8241",S,Plantae,NA,NA,Asteraceae,Gyptis,lanigera,Gyptis lanigera,(Hook. & Arn.) R.M.King & H.Rob.,NA,"Brade, AC","7122",NA,Brasil,Ipiranga,NA,NA,NA,NA,"1914","04","10",São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,"Simão Bianchini, R; Silva, AL",NA,NA,NA,NA,NA,"2010","02",NA,NA,"11","53584",auto,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"163",2019-11-21 10:00:41-03,IBt,SP,"16260",S,Plantae,NA,NA,Asteraceae,Gyptis,lanigera,Gyptis lanigera,(Hook. & Arn.) R.M.King & H.Rob.,NA,"Luederwaldt, H",s.n.,NA,Brasil,Ipiranga,NA,NA,NA,NA,"1912","04",NA,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,"Simão Bianchini, R; Silva, AL",NA,NA,NA,NA,NA,"2010","02",NA,NA,"11","53584",auto,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"164",2019-11-21 10:00:42-03,IBt,SP,"81429",S,Plantae,NA,NA,Asteraceae,Gyptis,lanigera,Gyptis lanigera,(Hook. & Arn.) R.M.King & H.Rob.,NA,"Handro, O",105A,NA,Brasil,Jabaquara,NA,NA,NA,NA,"1949","03","28",São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,"Simão Bianchini, R; Silva, AL",NA,NA,NA,NA,NA,"2010","02",NA,NA,"11","53584",auto,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"165",2019-11-21 10:00:42-03,IBt,SP,"54757",S,Plantae,NA,NA,Asteraceae,Gyptis,lanigera,Gyptis lanigera,(Hook. & Arn.) R.M.King & H.Rob.,NA,"Handro, O","110",NA,Brasil,Jabaquara,NA,NA,NA,NA,"1949","04","16",São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,"Simão Bianchini, R; Silva, AL",NA,NA,NA,NA,NA,"2010","02",NA,NA,"11","53584",auto,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"166",2019-11-28 09:18:16-03,IBt,SP,"54588",S,Plantae,NA,NA,Asteraceae,Gyptis,lanigera,Gyptis lanigera,(Hook. & Arn.) R.M.King & H.Rob.,NA,"Handro, O","79",NA,Brasil,Jabaquara.,NA,NA,NA,NA,"1949","02","01",São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,"Christ, AL",NA,NA,NA,NA,NA,"2019","06",NA,NA,NA,"53584",auto,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"167",2019-11-21 10:00:42-03,IBt,SP,"6206",S,Plantae,NA,NA,Asteraceae,Gyptis,lanigera,Gyptis lanigera,(Hook. & Arn.) R.M.King & H.Rob.,NA,"Brade, AC","5832",NA,Brasil,Jaraguá,NA,NA,NA,NA,"1913","03","30",São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,"Simão Bianchini, R; Silva, AL",NA,NA,NA,NA,NA,"2010","02",NA,NA,"11","53584",auto,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"168",2019-11-21 10:00:42-03,IBt,SP,"98591",S,Plantae,NA,NA,Asteraceae,Gyptis,lanigera,Gyptis lanigera,(Hook. & Arn.) R.M.King & H.Rob.,NA,"Coleman, JR","261",NA,Brasil,Parque do Estado,NA,NA,NA,NA,"1965","03","23",São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,"Simão Bianchini, R; Silva, AL",NA,NA,NA,NA,NA,"2010","02",NA,NA,"11","53584",auto,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"169",2019-11-21 10:00:41-03,IBt,SP,"16285",S,Plantae,NA,NA,Asteraceae,Gyptis,lanigera,Gyptis lanigera,(Hook. & Arn.) R.M.King & H.Rob.,NA,"Usteri, A","258",NA,Brasil,"Vila Leopoldina&nf;Ex herv. Esc. Politécnica de São Paulo, n° 258",NA,NA,NA,NA,"1906","04","22",São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,"Simão Bianchini, R; Silva, AL",NA,NA,NA,NA,NA,"2010","02",NA,NA,"11","53584",auto,NA,NA,NA,SÃO PAULO,"3550308"
