X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,continentOcean,country,preparationType,occurrenceRemarks,barcode,imagecode,recordNumber,stateProvince,county,locality,decimalLongitude,decimalLatitude,year,month,day,typeStatus,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,class,relatedCatalogItem,minimumElevationInMeters,maximumElevationInMeters,fieldNumber,individualCount,NM_MUNICIP,CD_GEOCMU
-45.8400001525879,-23.5300006866455,"56",2020-12-21 16:28:49-03,MBM,MBM,"175954",PreservedSpecimen,Plantae,NA,NA,Flacourtiaceae,Xylosma,glaberrima,Xylosma glaberrima,Sleumer,"Anunciação, E.A.","Handro, O.",Southern America,Brazil,NA,NA,MBM175954,MBM175954,"867",São Paulo,Salesópolis,Boracéia,-45.8400001525879,-23.5300006866455,"1959","06","10",NA,NA,NA,NA,"18032",auto,NA,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-46.6300010681152,-23.5400009155273,"57",2020-12-21 16:28:49-03,MBM,MBM,"235516",PreservedSpecimen,Plantae,NA,NA,Flacourtiaceae,Xylosma,glaberrima,Xylosma glaberrima,Sleumer,"Pastore, J.A.","Cunha, M.A.",Southern America,Brazil,NA,NA,MBM235516,MBM235516,s.n.,São Paulo,São Paulo,Bairro de Vila Amália,-46.6300010681152,-23.5400009155273,"1947","10","06",NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.7725,-23.663056,"99",2019-11-13 11:31:20-03,USP,SPF,"121052",PreservedSpecimen,Plantae,NA,NA,Salicaceae,Xylosma,glaberrima,Xylosma glaberrima,Sleumer,"Garcia, RJF","Garcia, RJF",NA,Brasil,NA,NA,SPF00121052,NA,"421",São Paulo,São Paulo,Parque Santo Dias,-46.7725,-23.663056,"1993","09","29",NA,"1995",NA,NA,NA,NA,"-46.7725","-23.663056",NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.7725,-23.663056,"100",2019-11-13 11:31:20-03,USP,SPF,"121053",PreservedSpecimen,Plantae,NA,NA,Salicaceae,Xylosma,glaberrima,Xylosma glaberrima,Sleumer,"Garcia, RJF","Garcia, RJF",NA,Brasil,NA,NA,SPF00121053,NA,"432",São Paulo,São Paulo,Parque Santo Dias,-46.7725,-23.663056,"1993","11","10",NA,"1995",NA,NA,NA,NA,"-46.7725","-23.663056",NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-45.8400001525879,-23.5300006866455,"103",2019-11-13 11:31:20-03,USP,SPF,"105270",PreservedSpecimen,Plantae,NA,NA,Salicaceae,Xylosma,glaberrima,Xylosma glaberrima,Sleumer,"Anunciação, EA","Handro, O",NA,Brasil,NA,NA,SPF00105270,NA,"867",São Paulo,Salesópolis,NA,-45.8400001525879,-23.5300006866455,"1959","06","10",NA,NA,NA,NA,"18032",auto,NA,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-46.6300010681152,-23.5400009155273,"104",2021-03-12 16:33:20-03,USP,SPF,"69050",PreservedSpecimen,Plantae,NA,NA,Salicaceae,Xylosma,glaberrima,Xylosma glaberrima,Sleumer,NA,"Handro, O",NA,Brasil,NA,Árvore. Flores com tepalas externamente avermelhadas. Macho.,SPF00069050,SPF00069050,s.n.,São Paulo,São Paulo,"Jardim Botânico de São Paulo, nativa no Jardim Botânico.",-46.6300010681152,-23.5400009155273,"1935","06","16",isotype,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-45.8400001525879,-23.5300006866455,"107",2021-03-04 11:17:24-03,UEFS,HUEFS,"31416",PreservedSpecimen,Plantae,Angiospermae,Malpighiales,Salicaceae,Xylosma,glaberrima,Xylosma glaberrima,Sleumer,NA,"Handro, O.",NA,Brasil,NA,NA,HUEFS0031416,HUEFS0031416,"867",São Paulo,Salesópolis,Boraceia,-45.8400001525879,-23.5300006866455,"1959","06","10",NA,NA,NA,NA,"18032",auto,NA,NA,Rosanae,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-46.8800010681152,-23.1800003051758,"108",2019-10-07 09:32:48-03,UEFS,HUEFS,"44396",PreservedSpecimen,Plantae,Angiospermae,Malpighiales,Salicaceae,Xylosma,glaberrima,Xylosma glaberrima,Sleumer,F.A.A.Nepomuceno,"Hoehne, W.",NA,Brasil,NA,NA,HUEFS0044396,NA,SPF13238,São Paulo,Jundiaí,"Próximo a Jundiaí, Sítio do Sr. José Vallim.",-46.8800010681152,-23.1800003051758,"1951","08","05",NA,"2017","08",NA,"17840",auto,NA,NA,Rosanae,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-45.8464,-23.5322,"116",2019-01-25 15:46:48-02,IAC,IAC,"34701",S,Plantae,NA,NA,Salicaceae-3.Salicoideae,Xylosma,glaberrima,Xylosma glaberrima,Sleumer,R.B. Torres,O. Handro,NA,Brasil,NA,NA,NA,NA,"867",São Paulo,Salesópolis,Boracéia,-45.8464,-23.5322,"1959","06","10",NA,"2004","09","10",NA,NA,"-45.8464","-23.5322",NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-46.6361,-23.5475,"122",2019-01-25 15:37:07-02,IAC,IAC,"38901",S,Plantae,NA,NA,Salicaceae-3.Salicoideae,Xylosma,glaberrima,Xylosma glaberrima,Sleumer,R.J.F. Garcia,R.J.F. Garcia,NA,Brasil,NA,"Arvore comLinquen, bromelias e trepadeiras, ramos pedentes peciolos vermelhos",NA,NA,"421",São Paulo,São Paulo,"Parque Santo Dias, Trilha das Quadras",-46.6361,-23.5475,"1993","09","29",NA,"1995","09","29",NA,NA,"-46.6361","-23.5475",NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6361,-23.5475,"129",2019-01-25 15:46:48-02,IAC,IAC,"46316",S,Plantae,NA,NA,Salicaceae-3.Salicoideae,Xylosma,glaberrima,Xylosma glaberrima,Sleumer,J.A. Pastore,B.J. Pickel,NA,Brasil,NA,NA,NA,NA,s/nº,São Paulo,São Paulo,Horto Florestal,-46.6361,-23.5475,"1945","05","29",NA,"1994","07","29",NA,NA,"-46.6361","-23.5475",NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-45.8400001525879,-23.5300006866455,"133",2020-07-23 12:08:26-03,CEPLAC,CEPEC,"66015",PreservedSpecimen,Plantae,NA,NA,Flacourtiaceae,Xylosma,glaberrima,Xylosma glaberrima,NA,E. A. Anunciação,O. Handro,NA,Brasil,NA,NA,NA,NA,"867",São Paulo,SALESÓPOLIS,Boraceia.,-45.8400001525879,-23.5300006866455,"1959","06","10",NA,NA,NA,NA,"18032",auto,NA,NA,NA,30/12/1959,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-45.8400001525879,-23.5300006866455,"136",2019-05-06 12:02:22-03,UFU,HUFU,"15361",S,Plantae,NA,NA,Salicaceae,Xylosma,glaberrima,Xylosma glaberrima,Sleumer,"Anunciação, E.A.","Handro, O.",NA,Brasil,NA,"Árvore com flores masculinas verde-amareladas.; Mata.",HUFU00024666,HUFU00024666,"867",São Paulo,Salesópolis,Boraceia,-45.8400001525879,-23.5300006866455,"1959","06","10",NA,NA,NA,NA,"18032",auto,NA,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-47.9199981689453,-24.3799991607666,"138",2020-08-20 14:57:30-03,UFSC,FLOR,"43220",PreservedSpecimen,Plantae,NA,Malpighiales,Salicaceae,Xylosma,glaberrima,Xylosma glaberrima,Sleumer,NA,"Zipparro, V.B.",NA,Brasil,NA,"árvore, Fruto Imaturo, verde a verde-amarelados; maduros são vermelhos a vinho, 9m altura",FLOR0043220,NA,"1807",São Paulo,Sete Barras,"Parque Intervales-Base Saibadela, trilha do Quilombo, prá cima do Ponto 23.",-47.9199981689453,-24.3799991607666,"1999","10","17",NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.633611,-23.420556,"140",2021-03-04 15:46:15-03,IF,SPSF,"40071",PreservedSpecimen,Plantae,Magnoliophyta,Salicales,Salicaceae,Xylosma,glaberrima,Xylosma glaberrima,Sleumer,G.A.D.C. Franco,M. Delbel & R.T. Polisel & R.L.R.Santos,América do Sul,Brasil,NA,"COLETA: árvore, 7m alt., espinhos no tronco; GEOGRAFIA: Plano de Manejo da Cantareira - Núcleo Águas Claras&nf;Subosque de reflorestamento de araucárias&nf;Marcelo Delbel;",NA,NA,"10",SP,Mairiporã,"P.E.Cantareira, regiao de Aguas Claras",-46.633611,-23.420556,"2008","06","04",NA,"2008","07","10",NA,NA,NA,NA,Magnoliopsida,NA,NA,"1077",NA,NA,MAIRIPORÃ,"3528502"
-46.6300010681152,-23.5400009155273,"142",2021-03-04 15:46:15-03,IF,SPSF,"01858",PreservedSpecimen,Plantae,Magnoliophyta,Salicales,Salicaceae,Xylosma,glaberrima,Xylosma glaberrima,NA,R.B.Torres,A. Rodrigues,América do Sul,Brasil,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,SP,São Paulo,Horto Florestal,-46.6300010681152,-23.5400009155273,"1943","09","15",NA,"2004","10","31","53584",auto,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"148",2021-03-04 15:46:15-03,IF,SPSF,"02153",PreservedSpecimen,Plantae,Magnoliophyta,Salicales,Salicaceae,Xylosma,glaberrima,Xylosma glaberrima,Sleumer,R.B.Torres,D.Bento Pickel,América do Sul,Brasil,NA,"COLETA: XLS: SPSFAntigo&nf;Na mata;",NA,NA,NA,SP,São Paulo,Horto Florestal,-46.6300010681152,-23.5400009155273,"1945","05","29",NA,"2004","09","30","53584",auto,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"149",2021-03-04 15:46:15-03,IF,SPSF,"06186",PreservedSpecimen,Plantae,Magnoliophyta,Salicales,Salicaceae,Xylosma,glaberrima,Xylosma glaberrima,NA,R.B.Torres,M.A. Cunha,América do Sul,Brasil,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,SP,São Paulo,Vila Amália,-46.6300010681152,-23.5400009155273,"1947","10","06",NA,"2004","10","31","53584",auto,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.4199981689453,-23.8899993896484,"153",2021-03-23 11:32:07-03,MCN-FZBRS,HAS,"80839",PreservedSpecimen,Plantae,Magnoliophyta,NA,Salicaceae,Xylosma,glaberrima,Xylosma glaberrima,Sleumer,Sleumer,"Loefgren, A.",NA,Brasil,NA,Herbário Joáo Mattos,HAS0080839,NA,s.n,São Paulo,Cubatão,NA,-46.4199981689453,-23.8899993896484,"1885","08",NA,NA,"1952",NA,NA,"15123",auto,NA,NA,NA,NA,NA,NA,NA,NA,CUBATÃO,"3513504"
-45.8400001525879,-23.5300006866455,"154",2020-12-21 09:54:36-03,MCN-FZBRS,HAS,"42794",PreservedSpecimen,Plantae,Magnoliophyta,NA,Salicaceae,Xylosma,glaberrima,Xylosma glaberrima,Sleumer,"Anunciação, E.A.","Handro, O.",NA,Brasil,NA,Árvore pequena da mata. Flores masculinas verde-amareladas. SP,HAS0042794,NA,"867",São Paulo,Salesópolis,Boracéia,-45.8400001525879,-23.5300006866455,"1959","06",NA,NA,NA,NA,NA,"18032",auto,NA,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-46.810001373291,-23.8299999237061,"161",2020-10-08 08:53:41-03,IBt,SP,"337114",S,Plantae,NA,NA,Salicaceae,Xylosma,glaberrima,Xylosma glaberrima,Sleumer,NA,"Simão Bianchini, R",NA,Brasil,NA,NA,NA,NA,"831",São Paulo,Embu-Guaçu,NA,-46.810001373291,-23.8299999237061,"1995","10","26",NA,NA,NA,NA,"15311",auto,NA,NA,NA,NA,NA,NA,NA,NA,EMBU-GUAÇU,"3515103"
-46.7799987792969,-24.1800003051758,"168",2019-11-21 10:18:52-03,IBt,SP,"14149",S,Plantae,NA,NA,Salicaceae,Xylosma,glaberrima,Xylosma glaberrima,Sleumer,"Sleumer, H","Loefgren, A",NA,Brasil,NA,NA,SP006093,SP006093,CGG1679,São Paulo,Itanhaém,NA,-46.7799987792969,-24.1800003051758,"1891","12","06",NA,"1977","01",NA,"26998",auto,NA,NA,NA,NA,NA,NA,NA,NA,ITANHAÉM,"3522109"
-46.1883010864258,-23.5228004455566,"171",2020-11-05 09:52:42-03,IBt,SP,"357426",S,Plantae,NA,NA,Salicaceae,Xylosma,glaberrima,Xylosma glaberrima,Sleumer,NA,"Nicolau, SA",NA,Brasil,NA,NA,NA,NA,"3038",São Paulo,Mogi das Cruzes,NA,-46.1883010864258,-23.5228004455566,"2001","05","23",NA,NA,NA,NA,"28666",auto,NA,NA,NA,NA,NA,NA,NA,NA,MOGI DAS CRUZES,"3530607"
-46.6300010681152,-23.5400009155273,"175",2021-02-18 08:31:31-03,IBt,SP,"3394",S,Plantae,NA,NA,Salicaceae,Xylosma,glaberrima,Xylosma glaberrima,Sleumer,NA,"Gehrt, A",NA,Brasil,NA,NA,NA,NA,s.n.,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,"1919","07","19",NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"176",2021-02-18 08:31:31-03,IBt,SP,"245",S,Plantae,NA,NA,Salicaceae,Xylosma,glaberrima,Xylosma glaberrima,Sleumer,NA,"Hoehne, FC",NA,Brasil,NA,NA,NA,NA,s.n.,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,"1917","06","22",NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"177",2021-02-18 08:31:31-03,IBt,SP,"795",S,Plantae,NA,NA,Salicaceae,Xylosma,glaberrima,Xylosma glaberrima,Sleumer,NA,"Hoehne, FC",NA,Brasil,NA,NA,NA,NA,s.n.,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,"1917","10",NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"178",2019-11-21 10:18:52-03,IBt,SP,"14140",S,Plantae,NA,NA,Salicaceae,Xylosma,glaberrima,Xylosma glaberrima,Sleumer,"Sleumer, H","Hammar, A",NA,Brasil,NA,NA,SP006094,SP006094,CGG5745,São Paulo,São Paulo,Horto Botânico,-46.6300010681152,-23.5400009155273,"1898","06","15",NA,"1977","01",NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"179",2019-11-21 10:18:52-03,IBt,SP,"33522",S,Plantae,NA,NA,Salicaceae,Xylosma,glaberrima,Xylosma glaberrima,Sleumer,"Sleumer, HO","Handro, O",NA,Brasil,NA,NA,SP000739,SP000739,s.n.,São Paulo,São Paulo,Jardim Botânico,-46.6300010681152,-23.5400009155273,"1935","06","16",Holotype,"1952",NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"180",2021-01-07 09:34:37-03,IBt,SP,"454726",S,Plantae,NA,NA,Salicaceae,Xylosma,glaberrima,Xylosma glaberrima,Sleumer,NA,"Kondrat, H",NA,Brasil,NA,NA,NA,NA,"93",São Paulo,São Paulo,Parque Estadual das Fontes do Ipiranga,-46.6300010681152,-23.5400009155273,"2013","01","21",NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"181",2019-11-21 10:18:52-03,IBt,SP,"490517",S,Plantae,NA,NA,Salicaceae,Xylosma,glaberrima,Xylosma glaberrima,Sleumer,"Aragaki, S; Petri, L","Petri, L; Pou, HV",NA,Brasil,NA,NA,NA,NA,"242",São Paulo,São Paulo,Parque Estadual das Fontes do Ipiranga,-46.6300010681152,-23.5400009155273,"2016","03","31",NA,"2016","12","19","53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.9199981689453,-24.3799991607666,"182",2020-10-22 10:13:53-03,IBt,SP,"344421",S,Plantae,NA,NA,Salicaceae,Xylosma,glaberrima,Xylosma glaberrima,Sleumer,NA,"Zipparro, VB",NA,Brasil,NA,NA,NA,NA,"1807",São Paulo,Sete Barras,Parque Intervales,-47.9199981689453,-24.3799991607666,"1999","10","17",NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
