X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,coordinatePrecision,geoFlag,typeStatus,continentOcean,preparationType,previousCatalogNumber,phylum,order,infraspecificEpithet,class,relatedCatalogItem,relationshipType,fieldNumber,individualCount,eventTime,sex,NM_MUNICIP,CD_GEOCMU
-46.618358,-23.646109,"59",2021-03-15 16:37:00-03,NY,NYBG,"539420",PreservedSpecimen,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,(Rich.) Nees,J. B. Baitello,NA,NA,NA,F. C. Hoehne,"28132","1931","08","10",Brazil,São Paulo,Sao Paulo,Jardim Botanico,-46.618358,-23.646109,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118798' target='other'> <mi>dwc_moreinfo</mi></a>,NY00539420,NY00539420_01,NA,NA,NA,South America,sheet,NA,Magnoliophyta,Laurales,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"171",2020-01-20 14:40:31-03,UPM,MACK,"2831",PreservedSpecimen,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,(Rich.) Nees.,J. B. Baitello,"2007",NA,NA,R. Costa,"169","2007","08","31",Brasil,SP,São Paulo,Parque Tizo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.6800003051758,-23.3500003814697,"325",2020-11-04 11:12:04-03,ESALQ,ESA,"73098",PreservedSpecimen,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,(Rich.) Nees,"Moraes, P.L.R.",NA,NA,NA,"Moraes, P.L.R.","2487.0","2001","09","24",Brasil,São Paulo,Iperó,NA,-47.6800003051758,-23.3500003814697,NA,NA,NA,NA,NA,ESA073098,ESA073098,"17831",auto,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,IPERÓ,"3521002"
-47.1300010681152,-23.5200004577637,"328",2020-11-04 11:12:04-03,ESALQ,ESA,"26907",PreservedSpecimen,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,(Rich.) Nees,"Baitello, J.B.",NA,NA,NA,"Cardoso-Leite, E. ; Oliveira, A.","279.0","1993","12","02",Brasil,São Paulo,São Roque,NA,-47.1300010681152,-23.5200004577637,NA,NA,NA,NA,NA,ESA026907,NA,"15567",auto,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO ROQUE,"3550605"
-45.42,-23.37,"332",2020-11-04 11:12:04-03,ESALQ,ESA,"83722",PreservedSpecimen,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,NA,"Assis, L.C.S","2006",NA,NA,"Souza, V.C.; Lorenzi, H.; Bernacci, L.C.; Peixoto, M.","29000.0","2003","02","13",Brasil,São Paulo,Moji das Cruzes,"Parque Estadual da Serra do Mar, Núcleo Caraguatatuba. Local alagável. 1100 m.s.m.",-45.42,-23.37,"-45.42","-23.37",NA,NA,"Árvore, ca. 8 m alt.; flores creme.",ESA083722,ESA083722,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NATIVIDADE DA SERRA,"3532306"
-46.5499992370605,-23.1100006103516,"336",2020-11-04 11:12:04-03,ESALQ,ESA,"13050",PreservedSpecimen,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,(Rich.) Nees,"Baitello, J.B.",NA,NA,NA,"Meira Neto, J.A.A. et al.",NA,"1988","11","24",Brasil,São Paulo,Atibaia,NA,-46.5499992370605,-23.1100006103516,NA,NA,NA,NA,NA,ESA013050,NA,"21675",auto,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,ATIBAIA,"3504107"
-46.2700004577637,-22.9300003051758,"354",2020-11-04 11:12:04-03,ESALQ,ESA,"17832",PreservedSpecimen,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,(Rich.) Nees,"Baitello, J.B.",NA,NA,NA,"Tamashiro, J.Y. et al.","477.0","1994","08","16",Brasil,São Paulo,Joanópolis,NA,-46.2700004577637,-22.9300003051758,NA,NA,NA,NA,NA,ESA017832,NA,"22329",auto,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,JOANÓPOLIS,"3525508"
-46.6300010681152,-23.5400009155273,"356",2020-11-04 11:12:04-03,ESALQ,ESA,"83589",PreservedSpecimen,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,(Rich.) Nees,"Baitello, J.B.",NA,NA,NA,"Silva, E.L.","48.0","1989","09","16",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,ESA083589,NA,"53584",auto,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.1300010681152,-23.5200004577637,"357",2020-11-04 11:12:04-03,ESALQ,ESA,"26908",PreservedSpecimen,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,(Rich.) Nees,"Baitello, J.B.",NA,NA,NA,"Cardoso-Leite, E. ; Oliveira, A.","378.0","1994","08","18",Brasil,São Paulo,São Roque,NA,-47.1300010681152,-23.5200004577637,NA,NA,NA,NA,NA,ESA026908,NA,"15567",auto,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO ROQUE,"3550605"
-46.6300010681152,-23.5400009155273,"372",2020-11-04 11:12:04-03,ESALQ,ESA,"119319",PreservedSpecimen,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,NA,"Alves, F.M.","2012","06","22","Colletta, G.D.","677.0","2012","06","18",Brasil,São Paulo,São Paulo,"Estrada da Cumbica n° 500, mata ao lado do ct do São Paulo",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"Árvore, 8m, placa 5390",ESA119319,NA,"53584",auto,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
