X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,continentOcean,country,barcode,imagecode,identifiedBy,yearIdentified,monthIdentified,dayIdentified,year,month,day,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,coordinatePrecision,geoFlag,fieldNumber,preparationType,class,order,individualCount,typeStatus,NM_MUNICIP,CD_GEOCMU
-46.6300010681152,-23.5400009155273,"18",2019-11-21 10:01:49-03,IBt,SP,"20657",S,Plantae,NA,Begoniaceae,Begonia,paulensis,Begonia paulensis,A.DC.,"Hoehne, FC",s.n.,NA,Brasil,NA,NA,"Irmscher, E","1951","11","08","1932","02","26",São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.4500007629395,-23.5,"19",2019-11-21 10:01:49-03,IBt,SP,"8769",S,Plantae,NA,Begoniaceae,Begonia,paulensis,Begonia paulensis,A.DC.,"Loefgren, A",CGG2515,NA,Brasil,SP022639,SP022639,"Irmscher, E","1950",NA,NA,"1894","03","15",São Paulo,Sorocaba,Cultivada,-47.4500007629395,-23.5,NA,NA,NA,NA,NA,"17154",auto,NA,NA,NA,NA,NA,NA,SOROCABA,"3552205"
