X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,occurrenceRemarks,recordNumber,minimumElevationInMeters,maximumElevationInMeters,continentOcean,preparationType,previousCatalogNumber,phylum,order,coordinatePrecision,geoFlag,infraspecificEpithet,typeStatus,class,relatedCatalogItem,individualCount,fieldNumber,sex,NM_MUNICIP,CD_GEOCMU
-45.96,-23.3,"18",2021-03-15 16:37:00-03,NY,NYBG,"887168",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,C. D. Rennó,NA,NA,NA,D. S. Silva,"1986","09","19",Brazil,São Paulo,Jacareí,Mata da Escola Técnica Agrícola Cônego José Bento,-45.96,-23.3,NA,NA,NY00887168,NY00887168_01,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1085310' target='other'> <mi>dwc_moreinfo</mi></a>,"34",NA,NA,South America,sheet,NA,Magnoliophyta,Gentianales,NA,NA,NA,NA,NA,NA,NA,NA,NA,JACAREÍ,"3524402"
-46.618358,-23.646109,"23",2021-03-15 16:37:00-03,NY,NYBG,"813715",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,J. D. Dwyer,NA,NA,NA,G. Davidse,"1976","02","21",Brazil,São Paulo,Sao Paulo,Grounds of the Instituto Botânico,-46.618358,-23.646109,NA,NA,NY00813715,NY00813715_01,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=806845' target='other'> <mi>dwc_moreinfo</mi></a>,"10423","860","860",South America,sheet,NA,Magnoliophyta,Gentianales,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-45.259167,-23.416667,"103",2021-02-08 11:10:01-03,UNESP-IBB,BOTU,"24423",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,"Jung-Mendaçolli, S.L.",NA,NA,NA,"Pilla, M.A.C.","2005","07","08",Brasil,São Paulo,Natividade da Serra,NA,-45.259167,-23.416667,45°15'33w,23°25's,BOTU024423,NA,"Arbórea, flores brancas, frutos vermelhos, folhas opostas cruzadas.",macp 189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NATIVIDADE DA SERRA,"3532306"
-46.6300010681152,-23.5400009155273,"148",2020-01-20 14:40:50-03,UPM,MACK,"2672",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,A. R. Balbin,"2015","05","15","A. R. Balbin; R. Araujo","2015","05","15",Brasil,SP,São Paulo,"UPM, Campus Higienópolis.",-46.6300010681152,-23.5400009155273,S,W,NA,NA,Bosque da arquitetura,"34",NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"149",2020-01-20 14:40:50-03,UPM,MACK,"2713",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,A.R. Balbin,"2015","09","16",A. R. Balbin,"2015","09","16",Brasil,SP,São Paulo,"UPM, Campus Higienópolis.",-46.6300010681152,-23.5400009155273,S,W,NA,NA,Frente ao prédio 13,"90",NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.8800010681152,-23.1800003051758,"214",2020-11-04 11:18:16-03,ESALQ,ESA,"121720",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,NA,"Souza, V.C.","2011","05","06","Souza, V.C.","2011","06","01",Brasil,São Paulo,Jundiaí,Beira da Rodovia dos Bandeirantes. Floresta estacional decidual bastante degradada. Projeto TAV. Levantamento Florístico 1.,-46.8800010681152,-23.1800003051758,NA,NA,ESA121720,NA,"Arbusto, ca. 2,5 m alt.ç frutos vermelhos. Interior da mata.","34165.0",NA,NA,NA,NA,NA,Magnoliophyta,NA,"17840",auto,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.6300010681152,-23.5400009155273,"283",2019-11-21 14:44:25-03,UFJF,CESJ,"627",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,NA,NA,NA,NA,L. Krieger,NA,NA,NA,Brasil,São Paulo,São Paulo,Santo Amaro,-46.6300010681152,-23.5400009155273,NA,NA,CESJ000627,NA,Árvore pequena. Fl. brancas frutos vermelhos ao amarelado. Estimulante.,CESJ627,NA,NA,América do Sul,NA,NA,Angiosperma,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.535186,-23.368519,"294",2020-02-10 17:56:48-03,UNICAMP,UEC,"168778",S,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,"Melis, J van","2008","09",NA,"Sims; Melis, J van","2008","08",NA,Brazil,São Paulo,Campinas,Mata Ribeirão Cachoeira.,-47.535186,-23.368519,"-47.535186","-23.368519",UEC007861,UEC007861,NA,"1211","650","760",NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PORTO FELIZ,"3540606"
-47.550233,-23.3923,"298",2021-03-01 16:39:10-03,UNICAMP,UEC,"170505",S,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,"Garcia, LC",NA,NA,NA,"Garcia, LC","2008","05","13",Brazil,São Paulo,Campinas,"Souzas Condomínio Colinas do Atibaia, Mata Ribeirão Cachoeira.",-47.550233,-23.3923,"-47.550233","-23.3923",UEC010223,UEC010223,"Arbusto de 2,1 m, frutos vermelhos.; Mata Atlântica. Floresta Estacional Semidecídua.","163","711","711",NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SOROCABA,"3552205"
-46.6166667,-23.6333333,"537",2015-05-21 11:14:00-03,MO,MOBOT,"1791488",PreservedSpecimen,Plantae,Rubiaceae,Coffea,arabica,Coffea arabica,L.,J. Dwyer,NA,NA,NA,Gerrit Davidse,"1976","2","21",Brazil,São Paulo,São Paulo,Grounds of the Instituto Botânico.,-46.6166667,-23.6333333,NA,NA,NA,NA,NA,Davidse 10423,"860.00000000",NA,South America,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1101",NA,SÃO PAULO,"3550308"
