X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,minimumElevationInMeters,maximumElevationInMeters,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,fieldNumber,typeStatus,class,individualCount,sex,NM_MUNICIP,CD_GEOCMU
-46.3,-23.75,"2",2021-03-15 16:37:00-03,NY,NYBG,"454397",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Monimiaceae,Mollinedia,pachysandra,Mollinedia pachysandra,Perkins,B. Maguire,"44554","1959","12","06",South America,Brazil,São Paulo,Sao Paulo,Biological station (Sao Paulo) at Paranapiacaba,-46.3,-23.75,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=651603' target='other'> <mi>dwc_moreinfo</mi></a>,NY00454397,NY00454397_01,R. E. Schönfelder,"792","853",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOGI DAS CRUZES,"3530607"
-46.3,-23.75,"3",2021-03-15 16:37:00-03,NY,NYBG,"454395",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Monimiaceae,Mollinedia,pachysandra,Mollinedia pachysandra,Perkins,B. Maguire,"44554","1959","12","06",South America,Brazil,São Paulo,Sao Paulo,Biological station (Sao Paulo) at Paranapiacaba,-46.3,-23.75,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=651602' target='other'> <mi>dwc_moreinfo</mi></a>,NY00454395,NY00454395_01,R. E. Schönfelder,"792","853",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOGI DAS CRUZES,"3530607"
-45.945278,-23.330333,"10",2021-03-01 16:35:45-03,UNICAMP,UEC,"160411",S,Plantae,Magnoliopsida,NA,Monimiaceae,Mollinedia,pachysandra,Mollinedia pachysandra,Perkins,"Marchiori, NM; Toledo, W; Munhoz, I; Cano, GB; Santos, FC","470","2011","03","13",NA,Brazil,São Paulo,São Luiz do Paraitinga,Parque Estadual da Serra do Mar,-45.945278,-23.330333,NA,"Material vegetativo. Cerca de 11 m de altura e 5 indivíduos distribuídos em 1 ha.; Floresta Ombrófila Densa Montana.",UEC009949,UEC009949,"Lirio, EJ","999","999","-45.945278","-23.330333","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,JACAREÍ,"3524402"
-45.8400001525879,-23.5300006866455,"11",2021-03-01 16:35:45-03,UNICAMP,UEC,"85410",S,Plantae,Magnoliopsida,NA,Monimiaceae,Mollinedia,pachysandra,Mollinedia pachysandra,Perkins,"Shirasuna, RT; Rossi, L; Simão-Bianchini, R; Kiyama, CY","9","1994","09","03",NA,Brazil,São Paulo,Salesópolis,Estação Biológica de Boracéia,-45.8400001525879,-23.5300006866455,NA,Árvore de 5m alt. Botões verdes.,NA,NA,Peixoto,NA,NA,NA,NA,"1998",NA,NA,"18032",auto,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-45.866667,-23.633333,"40",2019-11-21 10:10:53-03,IBt,SP,"193346",S,Plantae,NA,NA,Monimiaceae,Mollinedia,pachysandra,Mollinedia pachysandra,Perkins,"Custodio Filho, A","1518","1983","09","16",NA,Brasil,São Paulo,Biritiba-Mirim,Estação Biológica de Boracéia,-45.866667,-23.633333,NA,NA,SP048143,SP048143,"Lírio, EJ","890","950","-45.866667","-23.633333","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-45.8400001525879,-23.5300006866455,"42",2019-11-21 10:10:53-03,IBt,SP,"298998",S,Plantae,NA,NA,Monimiaceae,Mollinedia,pachysandra,Mollinedia pachysandra,Perkins,"Shirasuna, RT; et al.","9","1994","09","03",NA,Brasil,São Paulo,Salesópolis,"Estação Biológica de Boracéia, Mata próxima à barragem do rio Claro",-45.8400001525879,-23.5300006866455,NA,NA,SP048144,SP048144,"Peixoto, AL",NA,NA,NA,NA,"2003",NA,NA,"18032",auto,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
