X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,continentOcean,country,stateProvince,county,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,year,month,day,locality,minimumElevationInMeters,maximumElevationInMeters,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,class,typeStatus,eventTime,fieldNumber,individualCount,relatedCatalogItem,infraspecificEpithet,NM_MUNICIP,CD_GEOCMU
-46.6300010681152,-23.5400009155273,"35",2019-10-09 11:09:29-03,UFBA,ALCB,"04447",PreservedSpecimen,Plantae,Dicotyledon,NA,Aristolochiaceae,Aristolochia,cymbifera,Aristolochia cymbifera,M.L. Guedes,"Hoehne, W","Hoehne, W","15",Southern America,Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,Cultivada. Escandente.,ALCB002193,ALCB002193 ALCB002193_1,"1942","01","10",Horto Fac. Farmácia,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"36",2019-10-09 11:09:29-03,UFBA,ALCB,"04447",PreservedSpecimen,Plantae,Dicotyledon,NA,Aristolochiaceae,Aristolochia,cymbifera,Aristolochia cymbifera,M.L. Guedes,"Hoehne, W","Hoehne, W","15",Southern America,Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,Cultivada. Escandente.,ALCB002193,ALCB002193 ALCB002193_1,"1942","01","10",Horto Fac. Farmácia,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-45.8800010681152,-23.3899993896484,"52",2020-11-04 11:00:42-03,ESALQ,ESA,"48326",PreservedSpecimen,Plantae,Magnoliophyta,NA,Aristolochiaceae,Aristolochia,cymbifera,Aristolochia cymbifera,Mart. & Zucc.,"Capellari Jr., L.","Scavone, O.","15268.0",NA,Brasil,São Paulo,Santa Branca,-45.8800010681152,-23.3899993896484,NA,NA,ESA048326,ESA048326,"1954","02","25",NA,NA,NA,NA,NA,NA,NA,NA,"14390",auto,NA,NA,NA,NA,NA,NA,NA,SANTA BRANCA,"3546009"
-45.8800010681152,-23.3899993896484,"66",2020-11-04 11:00:42-03,ESALQ,ESA,"48326",PreservedSpecimen,Plantae,Magnoliophyta,NA,Aristolochiaceae,Aristolochia,cymbifera,Aristolochia cymbifera,Mart. & Zucc.,"Capellari Jr., L.","Scavone, O.","15268.0",NA,Brasil,São Paulo,Santa Branca,-45.8800010681152,-23.3899993896484,NA,NA,ESA048326,ESA048326,"1954","02","25",NA,NA,NA,NA,NA,NA,NA,NA,"14390",auto,NA,NA,NA,NA,NA,NA,NA,SANTA BRANCA,"3546009"
-46.1883010864258,-23.5228004455566,"108",2021-03-01 16:22:38-03,UNICAMP,UEC,"135627",S,Plantae,Magnoliopsida,NA,Aristolochiaceae,Aristolochia,cymbifera,Aristolochia cymbifera,Mart. & Zucc.,"Peixoto, M","Silva, KL",s.n.,NA,Brazil,São Paulo,Mogi das Cruzes,-46.1883010864258,-23.5228004455566,NA,Cultivada.,UEC036712,UEC036712,"2004","11","03",NA,NA,NA,NA,NA,NA,NA,NA,"28666",auto,NA,NA,NA,NA,NA,NA,NA,MOGI DAS CRUZES,"3530607"
-46.1883010864258,-23.5228004455566,"117",2021-03-01 16:22:38-03,UNICAMP,UEC,"135627",S,Plantae,Magnoliopsida,NA,Aristolochiaceae,Aristolochia,cymbifera,Aristolochia cymbifera,Mart. & Zucc.,"Peixoto, M","Silva, KL",s.n.,NA,Brazil,São Paulo,Mogi das Cruzes,-46.1883010864258,-23.5228004455566,NA,Cultivada.,UEC036712,UEC036712,"2004","11","03",NA,NA,NA,NA,NA,NA,NA,NA,"28666",auto,NA,NA,NA,NA,NA,NA,NA,MOGI DAS CRUZES,"3530607"
-46.730972,-23.565611,"159",2021-04-05 11:05:53-03,UNESP-IBB,BOTUW,"2388",PreservedSpecimen,Plantae,NA,NA,Aristolochiaceae,Aristolochia,cymbifera,Aristolochia cymbifera,Mart. & Zucc.,NA,"Figueiredo, C.F.","110",NA,Brasil,São Paulo,São Paulo,-46.730972,-23.565611,NA,NA,BOTUW002388,NA,"2010","09","19","Jardim Depto. Botânica - IBUSP, Universidade de São Paulo","780","780","46°43'51,50 W","23°33'56,20 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.731481,-23.565731,"160",2021-04-05 11:05:53-03,UNESP-IBB,BOTUW,"2389",PreservedSpecimen,Plantae,NA,NA,Aristolochiaceae,Aristolochia,cymbifera,Aristolochia cymbifera,Mart. & Zucc.,NA,"Figueiredo, C.F.","111",NA,Brasil,São Paulo,São Paulo,-46.731481,-23.565731,NA,NA,BOTUW002389,NA,"2010","09","19","Reserva da Cidade Universidade Armando Sales de Oliveira (CUASO), Universidade de São Paulo","766","766","46°43'53,33 W","23°33'56,63 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.730972,-23.565611,"161",2021-04-05 11:05:53-03,UNESP-IBB,BOTUW,"2388",PreservedSpecimen,Plantae,NA,NA,Aristolochiaceae,Aristolochia,cymbifera,Aristolochia cymbifera,Mart. & Zucc.,NA,"Figueiredo, C.F.","110",NA,Brasil,São Paulo,São Paulo,-46.730972,-23.565611,NA,NA,BOTUW002388,NA,"2010","09","19","Jardim Depto. Botânica - IBUSP, Universidade de São Paulo","780","780","46°43'51,50 W","23°33'56,20 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.731481,-23.565731,"162",2021-04-05 11:05:53-03,UNESP-IBB,BOTUW,"2389",PreservedSpecimen,Plantae,NA,NA,Aristolochiaceae,Aristolochia,cymbifera,Aristolochia cymbifera,Mart. & Zucc.,NA,"Figueiredo, C.F.","111",NA,Brasil,São Paulo,São Paulo,-46.731481,-23.565731,NA,NA,BOTUW002389,NA,"2010","09","19","Reserva da Cidade Universidade Armando Sales de Oliveira (CUASO), Universidade de São Paulo","766","766","46°43'53,33 W","23°33'56,63 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-45.8800010681152,-23.3899993896484,"168",2020-12-21 16:13:36-03,MBM,MBM,"85539",PreservedSpecimen,Plantae,NA,NA,Aristolochiaceae,Aristolochia,cymbifera,Aristolochia cymbifera,Mart. & Zucc.,"Hoehne, W.","Scaveone, O.",s.n.,Southern America,Brazil,São Paulo,Santa Branca,-45.8800010681152,-23.3899993896484,NA,NA,MBM085539,MBM085539,"1954","02","25",Santa Branca,NA,NA,NA,NA,NA,NA,NA,"14390",auto,NA,NA,NA,NA,NA,NA,NA,SANTA BRANCA,"3546009"
-46.6300010681152,-23.5400009155273,"169",2020-12-21 16:13:36-03,MBM,MBM,"85540",PreservedSpecimen,Plantae,NA,NA,Aristolochiaceae,Aristolochia,cymbifera,Aristolochia cymbifera,Mart. & Zucc.,"Hoehne, W.","Hoehne, W.",s.n.,Southern America,Brazil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,MBM085540,MBM085540,"1942","01","10",Horto da Faculdade de São Paulo,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-45.8800010681152,-23.3899993896484,"175",2020-12-21 16:13:36-03,MBM,MBM,"85539",PreservedSpecimen,Plantae,NA,NA,Aristolochiaceae,Aristolochia,cymbifera,Aristolochia cymbifera,Mart. & Zucc.,"Hoehne, W.","Scaveone, O.",s.n.,Southern America,Brazil,São Paulo,Santa Branca,-45.8800010681152,-23.3899993896484,NA,NA,MBM085539,MBM085539,"1954","02","25",Santa Branca,NA,NA,NA,NA,NA,NA,NA,"14390",auto,NA,NA,NA,NA,NA,NA,NA,SANTA BRANCA,"3546009"
-46.6300010681152,-23.5400009155273,"176",2020-12-21 16:13:36-03,MBM,MBM,"85540",PreservedSpecimen,Plantae,NA,NA,Aristolochiaceae,Aristolochia,cymbifera,Aristolochia cymbifera,Mart. & Zucc.,"Hoehne, W.","Hoehne, W.",s.n.,Southern America,Brazil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,MBM085540,MBM085540,"1942","01","10",Horto da Faculdade de São Paulo,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.2200012207031,-23.6499996185303,"315",2019-11-13 11:15:53-03,USP,SPF,"176766",PreservedSpecimen,Plantae,NA,NA,Aristolochiaceae,Aristolochia,cymbifera,Aristolochia cymbifera,Mart. & Zucc.,"Scavone, O","Camargo, MTLA",s.n.,NA,Brasil,São Paulo,Ibiúna,-47.2200012207031,-23.6499996185303,NA,NA,SPF00176766,SPF00176766,"1973","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,"43112",auto,NA,NA,NA,NA,NA,NA,NA,IBIÚNA,"3519709"
-47.2200012207031,-23.6499996185303,"316",2019-11-13 11:15:53-03,USP,SPF,"39917",PreservedSpecimen,Plantae,NA,NA,Aristolochiaceae,Aristolochia,cymbifera,Aristolochia cymbifera,Mart. & Zucc.,"Amorozo, MCM","Camargo, MTLA",s.n.,NA,Brasil,São Paulo,Ibiúna,-47.2200012207031,-23.6499996185303,NA,NA,SPF00039917,SPF00039917 SPF00039917_1,"1984","08",NA,NA,NA,NA,NA,NA,"1984","08",NA,"43112",auto,NA,NA,NA,NA,NA,NA,NA,IBIÚNA,"3519709"
-45.8800010681152,-23.3899993896484,"317",2019-11-13 11:15:53-03,USP,SPF,"15268",PreservedSpecimen,Plantae,NA,NA,Aristolochiaceae,Aristolochia,cymbifera,Aristolochia cymbifera,Mart. & Zucc.,"Hoehne, W","Scavone, O",s.n.,NA,Brasil,São Paulo,Santa Branca,-45.8800010681152,-23.3899993896484,NA,NA,SPF00015268,SPF00015268,"1954","02","25",NA,NA,NA,NA,NA,NA,NA,NA,"14390",auto,NA,NA,NA,NA,NA,NA,NA,SANTA BRANCA,"3546009"
-46.6300010681152,-23.5400009155273,"318",2021-03-15 18:25:15-03,USP,SPF,"10909",PreservedSpecimen,Plantae,NA,NA,Aristolochiaceae,Aristolochia,cymbifera,Aristolochia cymbifera,Mart. & Zucc.,"Hoehne, W","Hoehne, W",s.n.,NA,Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,Cultivado. Escandente. Flores alvo-amareladas com pintsa escuras.,SPF00010909,SPF00010909 SPF00010909_1,"1942","01","10",Horto Fac. Farmácia São Paulo,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.2200012207031,-23.6499996185303,"329",2019-11-13 11:15:53-03,USP,SPF,"176766",PreservedSpecimen,Plantae,NA,NA,Aristolochiaceae,Aristolochia,cymbifera,Aristolochia cymbifera,Mart. & Zucc.,"Scavone, O","Camargo, MTLA",s.n.,NA,Brasil,São Paulo,Ibiúna,-47.2200012207031,-23.6499996185303,NA,NA,SPF00176766,SPF00176766,"1973","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,"43112",auto,NA,NA,NA,NA,NA,NA,NA,IBIÚNA,"3519709"
-47.2200012207031,-23.6499996185303,"330",2019-11-13 11:15:53-03,USP,SPF,"39917",PreservedSpecimen,Plantae,NA,NA,Aristolochiaceae,Aristolochia,cymbifera,Aristolochia cymbifera,Mart. & Zucc.,"Amorozo, MCM","Camargo, MTLA",s.n.,NA,Brasil,São Paulo,Ibiúna,-47.2200012207031,-23.6499996185303,NA,NA,SPF00039917,SPF00039917 SPF00039917_1,"1984","08",NA,NA,NA,NA,NA,NA,"1984","08",NA,"43112",auto,NA,NA,NA,NA,NA,NA,NA,IBIÚNA,"3519709"
-45.8800010681152,-23.3899993896484,"331",2019-11-13 11:15:53-03,USP,SPF,"15268",PreservedSpecimen,Plantae,NA,NA,Aristolochiaceae,Aristolochia,cymbifera,Aristolochia cymbifera,Mart. & Zucc.,"Hoehne, W","Scavone, O",s.n.,NA,Brasil,São Paulo,Santa Branca,-45.8800010681152,-23.3899993896484,NA,NA,SPF00015268,SPF00015268,"1954","02","25",NA,NA,NA,NA,NA,NA,NA,NA,"14390",auto,NA,NA,NA,NA,NA,NA,NA,SANTA BRANCA,"3546009"
