X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,class,fieldNumber,individualCount,typeStatus,NM_MUNICIP,CD_GEOCMU
-46.6300010681152,-23.5400009155273,"177",2019-11-21 10:01:23-03,IBt,SP,"41832",S,Plantae,NA,NA,Asteraceae,Stenachaenium,megapotamicum,Stenachaenium megapotamicum,Baker,"Handro, O","12","1948","11","26",NA,Brasil,São Paulo,São Paulo,Jabaquara,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,SP033076,SP033076,"Robinson, H",NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"178",2019-11-21 10:01:23-03,IBt,SP,"17078",S,Plantae,NA,NA,Asteraceae,Stenachaenium,megapotamicum,Stenachaenium megapotamicum,Baker,"Usteri, A",s.n.,"1905","11","24",NA,Brasil,São Paulo,São Paulo,Vila Mariana,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,SP033004,SP033004,"Monge, M","2016","07",NA,NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
