X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,identifiedBy,recordedBy,recordNumber,continentOcean,country,locality,preparationType,occurrenceRemarks,barcode,imagecode,scientificNameAuthorship,year,month,day,stateProvince,county,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,class,dayIdentified,typeStatus,fieldNumber,individualCount,relatedCatalogItem,sex,NM_MUNICIP,CD_GEOCMU
-46.618358,-23.646109,"2",2021-03-15 16:37:00-03,NY,NYBG,"791242",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Dasyphyllum,synacanthum,Dasyphyllum synacanthum,NA,F. C. Hoehne,s.n.,South America,Brazil,"Jardim Botanico, S. Paulo",sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278178' target='other'> <mi>dwc_moreinfo</mi></a>,NY00791242,NY00791242_01,(Baker) Cabrera,"1934","08","02",São Paulo,Sao Paulo,-46.618358,-23.646109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.698324,-23.591462,"4",2021-03-15 16:37:00-03,NY,NYBG,"791243",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Dasyphyllum,synacanthum,Dasyphyllum synacanthum,T. S. Rodrigues,W. Hoehne,s.n.,South America,Brazil,Cidade Jardim,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278175' target='other'> <mi>dwc_moreinfo</mi></a>,NY00791243,NY00791243_01,(Baker) Cabrera,"1941","08",NA,São Paulo,Sao Paulo,-46.698324,-23.591462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.618358,-23.646109,"7",2021-03-15 16:37:00-03,NY,NYBG,"791241",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Dasyphyllum,synacanthum,Dasyphyllum synacanthum,NA,F. C. Hoehne,s.n.,South America,Brazil,"Jardim Botanico, S. Paulo",sheet,Planta vivam n° 449 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278177' target='other'> <mi>dwc_moreinfo</mi></a>,NY00791241,NY00791241_01,(Baker) Cabrera,"1934","08","02",São Paulo,Sao Paulo,-46.618358,-23.646109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"13",2020-11-04 11:01:28-03,ESALQ,ESA,"37000",PreservedSpecimen,Plantae,Magnoliophyta,NA,Asteraceae,Dasyphyllum,synacanthum,Dasyphyllum synacanthum,"Monge, M.","Hoehne, W.",NA,NA,Brasil,NA,NA,NA,ESA037000,ESA037000,(Baker) Cabrera,"1941","08","01",São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"30",2020-12-21 16:15:43-03,MBM,MBM,"201159",PreservedSpecimen,Plantae,NA,NA,Asteraceae,Dasyphyllum,synacanthum,Dasyphyllum synacanthum,"Rodriques, T.S.","Hoehne, W.",s.n.,Southern America,Brazil,Cidade Jardim,NA,NA,MBM201159,MBM201159,(Baker) Cabrera,"1941","07",NA,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"53",2019-05-23 11:07:48-03,UFLA,ESAL,"186",S,Plantae,NA,NA,Asteraceae,Dasyphyllum,synacanthum,Dasyphyllum synacanthum,F. C. Hochne,"Hoehne, FC","31.958",NA,Brasil,Parque do Estado de São Paulo,NA,"; ; ;",NA,NA,(Baker) Cabrera,NA,NA,NA,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"65",2019-10-07 09:11:22-03,UEFS,HUEFS,"25544",PreservedSpecimen,Plantae,Angiospermae,Asterales,Asteraceae,Dasyphyllum,lanceolatum,Dasyphyllum lanceolatum,M.M.Saavedra,"Hoehne, W.",NA,NA,Brasil,Cidade Jardim.,NA,NA,HUEFS0025544,HUEFS0025544,(Less.) Cabrera,"1941","08",NA,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,"2011","06",NA,NA,"53584",auto,Asteranae,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.524444,-23.358056,"79",2021-03-04 15:42:32-03,IF,SPSF,"38822",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Dasyphyllum,synacanthum,Dasyphyllum synacanthum,F. A. R. D. P. Arzolla,F. A. R. D. P. Arzolla & C. de Moura & F.E.S.P.Vilela,"1120",América do Sul,Brasil,Parque Estadual da Cantareira,NA,"COLETA: Arbusto escadente, com frutos.; GEOGRAFIA: Crista da Serra da Pirucaia, Hortolândia, Floresta Omblófila Densa, de porte baixo, sobre quartzito.;",NA,NA,(Baker) Cabrera,"2007","09","20",SP,Mairiporã,-46.524444,-23.358056,"1120","1120","2007","09",NA,NA,NA,NA,Magnoliopsida,"25",NA,NA,NA,NA,NA,GUARULHOS,"3518800"
-46.522222,-23.355833,"80",2021-03-04 15:42:32-03,IF,SPSF,"40961",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Dasyphyllum,synacanthum,Dasyphyllum synacanthum,F. A. R. D. P. Arzolla,F. A. R. D. P. Arzolla & J.A.Pastore & A.A.de Paula,"1332",América do Sul,Brasil,"Parque Estadual da Cantareira, Hortolândia",NA,"COLETA: Arbusto escandente, frutos secos amarronzados.;",NA,NA,(Baker) Cabrera,"2008","11","06",SP,Mairiporã,-46.522222,-23.355833,"1160","1160","2008","11",NA,NA,NA,NA,Magnoliopsida,"09",NA,NA,NA,NA,NA,MAIRIPORÃ,"3528502"
-46.6300010681152,-23.5400009155273,"92",2019-11-21 10:00:28-03,IBt,SP,"2348",S,Plantae,NA,NA,Asteraceae,Dasyphyllum,lanceolatum,Dasyphyllum lanceolatum,"Monge, M","Hoehne, FC",s.n.,NA,Brasil,Butantã,NA,NA,NA,NA,(Less.) Cabrera,"1918","07","31",São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,"2010","12",NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
