X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,phylum,order,continentOcean,preparationType,class,individualCount,fieldNumber,relatedCatalogItem,NM_MUNICIP,CD_GEOCMU
-47.204722,-24.110555,"13",2020-11-04 11:14:35-03,ESALQ,ESA,"128284",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,pruinosa,Eugenia pruinosa,NA,"Ivanauskas, N.M.","Virillo, C.B.","150.0","2013","04","01",Brasil,São Paulo,Tapiraí,"Reserva Particular da Votorantim (CBA). UHE - Trilha da Chaminé, Floresta Ombrófila Densa na beira do ribeirão do veado",-47.204722,-24.110555,"-47.204722","-24.110555","269","269",NA,ESA128284,NA,"2013",NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,PEDRO DE TOLEDO,"3537206"
-47.9199981689453,-24.3799991607666,"16",2020-11-04 11:14:35-03,ESALQ,ESA,"52019",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,pruinosa,Eugenia pruinosa,D. Legrand,NA,"Lima, R.A.F.","450.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho,-47.9199981689453,-24.3799991607666,NA,NA,"400","400",NA,ESA052019,ESA052019,NA,NA,NA,"34059",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"17",2020-11-04 11:14:35-03,ESALQ,ESA,"109753",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,pruinosa,Eugenia pruinosa,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29327.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,ESA109753,ESA109753,NA,NA,NA,"34059",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"19",2020-11-04 11:14:35-03,ESALQ,ESA,"99561",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,pruinosa,Eugenia pruinosa,NA,"Ivanauskas, N.M.","Ivanauskas, N.M.","5010.0","2004","01","15",Brasil,São Paulo,Sete Barras,NA,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,ESA099561,ESA099561,NA,NA,NA,"34059",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"20",2020-11-04 11:14:35-03,ESALQ,ESA,"109754",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,pruinosa,Eugenia pruinosa,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29328.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,ESA109754,ESA109754,NA,NA,NA,"34059",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"21",2020-11-04 11:14:35-03,ESALQ,ESA,"109752",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,pruinosa,Eugenia pruinosa,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29326.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,ESA109752,ESA109752,NA,NA,NA,"34059",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-45.183333,-23.4,"25",2021-03-01 16:36:19-03,UNICAMP,UEC,"200685",S,Plantae,Myrtaceae,Eugenia,pruinosa,Eugenia pruinosa,D.Legrand,"Meireles, LD","Pereira, LS; Belinello, R; Gomes, JAMA",N1180,"2007","12",NA,Brazil,São Paulo,São Luiz do Paraitinga,Parque Estadual da Serra do Mar,-45.183333,-23.4,"-45.183333","-23.4","990","1045","Parcela N - Projeto Biota-FAPESP. Árvore com 12 metros de altura. Frequência da espécie na parcela: n=2; Mata Atlântica",UEC158074,UEC158074,"2010",NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NATIVIDADE DA SERRA,"3532306"
-46.6300010681152,-23.5400009155273,"52",2019-11-13 11:26:48-03,USP,SPF,"81224",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,pruinosa,Eugenia pruinosa,D.Legrand,"Mattos, J","Kuhlmann, M","2804","1952","01","09",Brasil,São Paulo,São Paulo,Jardim Botânico de São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,SPF00081224,NA,"1976",NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.004408,-23.755951,"57",2019-01-25 15:35:34-02,IAC,IAC,"42830",S,Plantae,Myrtaceae-2.Myrtoideae,Eugenia,pruinosa,Eugenia pruinosa,D.Legrand,E.L.M. Catharino,E.L.M. Catharino,s/nº,NA,NA,NA,Brasil,São Paulo,Cotia,"Morro Grande, Reserva, área Quilombo, indivíduo QUI 15.2",-47.004408,-23.755951,"-47.004408","-23.755951",NA,NA,glauca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COTIA,"3513009"
-47.004408,-23.755951,"58",2019-01-25 15:35:34-02,IAC,IAC,"42842",S,Plantae,Myrtaceae-2.Myrtoideae,Eugenia,pruinosa,Eugenia pruinosa,D.Legrand,E.L.M. Catharino,E.L.M. Catharino,s/nº,NA,NA,NA,Brasil,São Paulo,Cotia,"Morro Grande, Reserva, área Quilombo, indivíduo QUI 91.1",-47.004408,-23.755951,"-47.004408","-23.755951",NA,NA,glauca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COTIA,"3513009"
