X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,county,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,minimumElevationInMeters,maximumElevationInMeters,typeStatus,verbatimLongitude,verbatimLatitude,class,individualCount,NM_MUNICIP,CD_GEOCMU
-46.5499992370605,-23.1100006103516,"11",2021-03-01 16:27:17-03,UNICAMP,UEC,"54999",S,Plantae,Magnoliopsida,NA,Cactaceae,Rhipsalis,dissimilis,Rhipsalis dissimilis,(G.Lindb.) K.Schum.,"Tamashiro, JY; Meira Neto, JAA; Bernacci, LC","21267","1987","09","14",NA,Brazil,São Paulo,Fazenda Grota Funda.,NA,"Sobre árvore de 10 metros, flores cor de creme.",UEC090994,UEC090994,"Taylor, NP",Atibaia,-46.5499992370605,-23.1100006103516,"21675",auto,"1993","12","06",NA,NA,NA,NA,NA,NA,NA,ATIBAIA,"3504107"
-46.5499992370605,-23.1100006103516,"12",2021-03-01 16:27:17-03,UNICAMP,UEC,"116152",S,Plantae,Magnoliopsida,NA,Cactaceae,Rhipsalis,dissimilis,Rhipsalis dissimilis,(G.Lindb.) K.Schum.,"Aona, LYS; Faria, AD; Singer, R","780","2000","10","22",NA,Brazil,São Paulo,"Grota Funda, afloramento dentro de mata.",NA,"Até 1m, sobre rochas, frutos róseo a vináceo, 3-4mm, achatado.",UEC090993,UEC090993,"Taylor, NP; Zappi, DC",Atibaia,-46.5499992370605,-23.1100006103516,"21675",auto,"2004","08",NA,"900","950",NA,NA,NA,NA,NA,ATIBAIA,"3504107"
