X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,coordinatePrecision,occurrenceRemarks,barcode,imagecode,geoFlag,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,class,order,monthIdentified,continentOcean,NM_MUNICIP,CD_GEOCMU
-46.8400001525879,-23.7099990844727,"14",2019-11-21 10:13:20-03,IBt,SP,"50640",S,Plantae,NA,Orchidaceae,Gomesa,majevskyae,Gomesa majevskyae,(Toscano & V.P.Castro) M.W.Chase & N.H.Williams,"Meneguzzo, TEC","2017","Handro, O","461","1955","04","12",Brasil,São Paulo,Itapecerica da Serra,Margem do rio Embu-Guaçu,-46.8400001525879,-23.7099990844727,"12011",Epífita. Pseudobulbos bi-trifoliados no ápice,SP002297,SP002297,auto,NA,NA,NA,NA,NA,NA,"01",NA,ITAPECERICA DA SERRA,"3522208"
-45.8400001525879,-23.5300006866455,"15",2019-11-21 10:13:20-03,IBt,SP,"58650",S,Plantae,NA,Orchidaceae,Gomesa,majevskyae,Gomesa majevskyae,(Toscano & V.P.Castro) M.W.Chase & N.H.Williams,"Meneguzzo, TEC","2017","Kuhlmann, M","4356","1958","03","18",Brasil,São Paulo,Salesópolis,"Boracéia, próximo do Rio Guaratuba",-45.8400001525879,-23.5300006866455,"18032",NA,SP033142,SP033142,auto,NA,NA,NA,NA,NA,NA,"01",NA,SALESÓPOLIS,"3545001"
