X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,dayIdentified,typeStatus,continentOcean,preparationType,previousCatalogNumber,phylum,order,infraspecificEpithet,coordinatePrecision,geoFlag,class,relatedCatalogItem,relationshipType,individualCount,eventTime,fieldNumber,sex,NM_MUNICIP,CD_GEOCMU
-46.621883,-23.654505,"84",2021-03-15 16:37:00-03,NY,NYBG,"1522783",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,guianensis,Myrcia guianensis,(Aubl.) DC.,M. L. Kawasaki,O. Handro,s.n.,"1950","09",NA,Brazil,São Paulo,NA,"Capital, Sao Paulo. Nativa no Parque do Estado e Jardim Botanico",-46.621883,-23.654505,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1777394' target='other'> <mi>dwc_moreinfo</mi></a>,NY01522783,NY01522783_01,NA,NA,NA,NA,NA,NA,South America,sheet,NA,Magnoliophyta,Myrtales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.8197,-23.64,"246",2021-03-15 16:37:00-03,NY,NYBG,"1522786",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,guianensis,Myrcia guianensis,(Aubl.) DC.,M. L. Kawasaki,T. Yano,"9","1977","10","30",Brazil,São Paulo,Sarapuí,NA,-47.8197,-23.64,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1777397' target='other'> <mi>dwc_moreinfo</mi></a>,NY01522786,NY01522786_01,NA,NA,NA,NA,NA,NA,South America,sheet,NA,Magnoliophyta,Myrtales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SARAPUÍ,"3551108"
-45.88,-23.1703,"283",2021-03-15 16:37:00-03,NY,NYBG,"616155",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,guianensis,Myrcia guianensis,(Aubl.) DC.,B. K. Holst,I. Mimura,"78","1961","11","14",Brazil,São Paulo,Sao José dos Campos,"Uma área disjuntiva de cerrado, de várias centenas de km2, rodeada antigamente por mata. Parte superior da encosta leste do vale do Córrego da Ressaca, 6-6.5 km ao SW (ao longo da Rodovia Pres. Dutra) da saída para Sao José dos Campos, 100-500 m. ao lado SE da rodovia",-45.88,-23.1703,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=98253' target='other'> <mi>dwc_moreinfo</mi></a>,NY00616155,NY00616155_01,"600","600",NA,NA,NA,NA,South America,sheet,NA,Magnoliophyta,Myrtales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-46.6300010681152,-23.5400009155273,"1208",2020-11-04 10:56:24-03,ESALQ,ESA,"136073",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,guianensis,Myrcia guianensis,(Aubl.) DC.,O.T. Aguiar,S. Honda,"15.0","2006","11","21",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,ESA136073,NA,NA,NA,"1905","07","02",NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1216",2020-11-04 11:14:50-03,ESALQ,ESA,"75257",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,guianensis,Myrcia guianensis,(Aubl.) DC.,"Sobral, M.","Meireles, L.D.; Gonçalves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","73.0","2001","04","11",Brasil,São Paulo,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Campo. 23o59'S, 46o44'W. Ca. 800 m.s.m. Floresta ribeirinha altomontana com campo adjacente.",-46.6300010681152,-23.5400009155273,NA,NA,"Arbusto, frutos verdes. Campo.",ESA075257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-45.96,-23.3,"1383",2015-07-02 14:03:18-03,JBP,HPL,"8381",S,Plantae,Myrtaceae,Myrcia,guianensis,Myrcia guianensis,(Aubl.) DC.,M. Sobral,R. Tsuji,"1418","2006","10","05",Brasil,SP,Jacareí,"Coletado nas proximidades do município de Jacareí. na área da VCP, em área de mata atlântica.",-45.96,-23.3,NA,NA,NA,NA,NA,NA,NA,"2012","02","27",NA,NA,NA,NA,NA,NA,NA,"19066",auto,NA,NA,NA,NA,NA,NA,NA,JACAREÍ,"3524402"
-45.8800010681152,-23.1700000762939,"1573",2020-12-20 21:18:38-03,UFV,VIC,"11145",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,obtecta,Myrcia obtecta,(O.Berg) & Kiaersk.,NA,"Silva, A.F.; Capellari, J.r.","1515","1986","11","20",Brasil,São Paulo,São José dos Campos,Flora da Reserva Florestal da Boa Vista,-45.8800010681152,-23.1700000762939,NA,NA,"Árvore de até 6 m, botões florais brancos casca pêssgo, lenho creme, súber floculado e escamoso",VIC011145,VIC011145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39297",auto,NA,NA,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-46.727778,-23.896111,"2072",2021-03-01 16:36:36-03,UNICAMP,UEC,"072857",S,Plantae,Myrtaceae,Myrcia,guianensis,Myrcia guianensis,(Aubl.) A.DC.,"Sobral, M","Godoy, SAP; Pereira, DL; Hoch, AM","383","1995","02","14",Brazil,São Paulo,Parelheiros,"Sítio à esquerda na Estrada Engº Marsilac, sentido Engº Marsilac. Interior da mata, à esquerda da casa do sítio, após atravessar o córrego.",-46.727778,-23.896111,"-46.727778","-23.896111","Árvore ca. 10m de altura. DAP 0,13m, frutos vermelhos",UEC020452,UEC020452,NA,NA,"2003",NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.733333,-23.983333,"2079",2021-03-01 16:36:36-03,UNICAMP,UEC,"121480",S,Plantae,Myrtaceae,Myrcia,guianensis,Myrcia guianensis,(Aubl.) A.DC.,"Lima, DF","Meireles, LD; Gonçalves, APS; Soares Júnior, FJ; Meneghetti, GIP; et al.","73","2001","04","11",Brazil,São Paulo,São Paulo,Parque Estadual da Serra do Mar. Núcleo Curucutu. Trilha do Campo.,-46.733333,-23.983333,"-46.733333","-23.983333","Arbusto, frutos verdes.; Floresta Ribeirinha altomomtana com campo adjacente.",UEC118137,UEC118137,"800","800","2016",NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.524167,-23.357222,"2095",2021-03-01 16:36:39-03,UNICAMP,UEC,"150864",S,Plantae,Myrtaceae,Myrcia,guianensis,Myrcia guianensis,(Aubl.) A.DC.,"Aguiar, OT","Arzolla, FARDP; Vilela, FESP; Paula, GCR","1220","2007","11","09",Brazil,São Paulo,Mairiporã,"Parque Estadual da Cantareira, região da Hortolândia",-46.524167,-23.357222,"-46.524167","-23.357222","Arvoreta, 2m, frutos imaturos arroxeados.; Floresta Ombrófila Densa Montana",UEC020457,UEC020457,"1161","1161","2008","11","03",NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MAIRIPORÃ,"3528502"
