X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,stateProvince,county,decimalLongitude,decimalLatitude,imagecode,locality,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,identifiedBy,typeStatus,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,class,dayIdentified,individualCount,fieldNumber,relatedCatalogItem,sex,NM_MUNICIP,CD_GEOCMU
-45.9599990844727,-23.2999992370605,"103",2021-03-01 16:25:48-03,UNICAMP,UEC,"45490",S,Plantae,Asteraceae,Vernonia,elegans,Vernonia elegans,"Rocha, YV","17783","1986","02","02",NA,Brazil,NA,NA,"Planta com aproximadamente 0,70-0,80m de altura, flores abertas cor maravilhas.",UEC138082,Magnoliopsida,NA,Gardner,São Paulo,Jacareí,-45.9599990844727,-23.2999992370605,UEC138082,A beira da estrada.,NA,NA,"19066",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JACAREÍ,"3524402"
-47.4500007629395,-23.5,"105",2021-03-01 16:25:48-03,UNICAMP,UEC,"66483",S,Plantae,Asteraceae,Vernonia,elegans,Vernonia elegans,"Leitão Filho, HF","816","1969","05","30",NA,Brazil,NA,NA,"Pequeno arbusto, até 70cm; flores purpureas.Floresce em Março-Maio.; Nativa em cerrado.",UEC138084,Magnoliopsida,NA,Gardner,São Paulo,Sorocaba,-47.4500007629395,-23.5,UEC138084,NA,NA,NA,"17154",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SOROCABA,"3552205"
-47.4500007629395,-23.5,"106",2021-03-01 16:25:48-03,UNICAMP,UEC,"119387",S,Plantae,Asteraceae,Vernonia,elegans,Vernonia elegans,"Leitão Filho, HF","816","1969","05","30",NA,Brazil,NA,NA,"Pequeno arbusto, até 70cm; flores purpureas.Floresce em Março-Maio.; Nativa em cerrado.",UEC138094,Magnoliopsida,NA,Gardner,São Paulo,Sorocaba,-47.4500007629395,-23.5,UEC138094,NA,NA,NA,"17154",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SOROCABA,"3552205"
-47.4581,-23.5017,"261",2019-01-25 15:34:02-02,IAC,IAC,"20705",S,Plantae,Asteraceae,Vernonia,elegans,Vernonia elegans,H.F. Leitão Filho,"816","1969","04","20",NA,Brasil,NA,NA,NA,NA,NA,NA,Gardner,São Paulo,Sorocaba,-47.4581,-23.5017,NA,NA,NA,NA,NA,NA,H.F. Leitão Filho,NA,"-47.4581","-23.5017","1969","05",NA,"30",NA,NA,NA,NA,SOROCABA,"3552205"
-47.2900009155273,-23.2600002288818,"375",2019-11-21 10:00:52-03,IBt,SP,"16096",S,Plantae,Asteraceae,Lessingianthus,elegans,Lessingianthus elegans,"Russel, A",CGG4029,"1898","05",NA,NA,Brasil,NA,NA,nº 366 do coletor,SP023748,NA,NA,(Gardner) H.Rob.,São Paulo,Itú,-47.2900009155273,-23.2600002288818,SP023748,NA,NA,NA,"22309",auto,"Mamede, MCH",NA,NA,NA,"2012","05",NA,NA,NA,NA,NA,NA,ITU,"3523909"
-46.6300010681152,-23.5400009155273,"377",2019-11-21 10:00:52-03,IBt,SP,"97336",S,Plantae,Asteraceae,Lessingianthus,elegans,Lessingianthus elegans,"Coleman, JR","292","1966","02","17",NA,Brasil,NA,NA,NA,NA,NA,NA,(Gardner) H.Rob.,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,Parque do Estado,NA,NA,"53584",auto,"Simão Bianchini, R",NA,NA,NA,"2016","01",NA,"06",NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.4500007629395,-23.5,"378",2019-11-21 10:00:52-03,IBt,SP,"268905",S,Plantae,Asteraceae,Lessingianthus,elegans,Lessingianthus elegans,"Leitão Filho, HF","816","1969","04","20",NA,Brasil,NA,NA,NA,NA,NA,NA,(Gardner) H.Rob.,São Paulo,Sorocaba,-47.4500007629395,-23.5,NA,NA,NA,NA,"17154",auto,"Simão Bianchini, R",NA,NA,NA,"2016","01",NA,"06",NA,NA,NA,NA,SOROCABA,"3552205"
