X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,locality,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,identifiedBy,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,recordNumber,continentOcean,preparationType,previousCatalogNumber,phylum,order,class,infraspecificEpithet,relatedCatalogItem,individualCount,fieldNumber,typeStatus,sex,NM_MUNICIP,CD_GEOCMU
-46.621883,-23.654505,"77",2021-03-15 16:37:00-03,NY,NYBG,"783632",PreservedSpecimen,Plantae,Poaceae,Setaria,parviflora,Setaria parviflora,(Poir.) Kerguélen,T. S. d. Silva,"1975","11","05",Brazil,São Paulo,Sao Paulo,-46.621883,-23.654505,NA,NA,NY00783632,NY00783632_01,"Sao Paulo, Sao Paulo, Parque Estadual das Fontes do Ipiranga",NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=186910' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,NA,NA,NA,"215",South America,sheet,NA,Magnoliophyta,Poales,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.63,-23.43,"157",2016-11-01 14:40:00-02,NY,NYBG,"782155",PreservedSpecimen,Plantae,Poaceae,Setaria,parviflora,Setaria parviflora,NA,B. V. Skvortzov,"1963","12","04",Brazil,São Paulo,Sao Paulo,-46.63,-23.43,NA,NA,NY00782155,NY00782155_01,"Parque do Estado (on old maps Parque de Agua Funda), grounds of the Instituto de Botânica. Ca. 10 km. south and 0.8-1.0 km. east of center of Sao Paulo (Praça da Sé)","760","820",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=186922' target='other'> <mi>dwc_moreinfo</mi></a>,J. F. Pensiero,NA,NA,NA,NA,NA,"183",South America,sheet,NA,Magnoliophyta,Poales,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.63,-23.5403,"176",2021-03-15 16:37:00-03,NY,NYBG,"783630",PreservedSpecimen,Plantae,Poaceae,Setaria,parviflora,Setaria parviflora,(Poir.) Kerguélen,G. Eiten,"1959","12","14",Brazil,São Paulo,Sao Paulo,-46.63,-23.5403,NA,NA,NY00783630,NY00783630_01,"Sao Paulo: Bairro of Vila Maria: marshes on north side of Rio Tietê, about 7 km. ENE of center of city",NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=186899' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,NA,NA,NA,"1579",South America,sheet,NA,Magnoliophyta,Poales,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.63,-23.5403,"179",2021-03-15 16:37:00-03,NY,NYBG,"782150",PreservedSpecimen,Plantae,Poaceae,Setaria,parviflora,Setaria parviflora,(Poir.) Kerguélen,G. Eiten,"1959","12","14",Brazil,São Paulo,Sao Paulo,-46.63,-23.5403,NA,NA,NY00782150,NY00782150_01,"Sao Paulo: Bairro of Vila Maria: marshes on north side of Rio Tietê, about 7 km. ENE of center of city",NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=186938' target='other'> <mi>dwc_moreinfo</mi></a>,J. F. Pensiero,NA,NA,NA,NA,NA,"1589",South America,sheet,NA,Magnoliophyta,Poales,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.701828,-23.345083,"312",2019-12-12 15:31:49-03,UFABC,HUFABC,"001902",PreservedSpecimen,Plantae,Poaceae,Setaria,parviflora,Setaria parviflora,(Poir.) Kerguélen,Keller V.C.,"2017","02","02",Brasil,São Paulo,Franco da Rocha,-46.701828,-23.345083,"-46.701828","-23.345083",HUFABC001902,NA,"Parque Estadual do Juquery, Próximo à torre de observação do setor B",NA,NA,Erva,R. Rodrigues,"2018","06","28",NA,NA,"26",NA,NA,NA,Angiospermas,NA,NA,NA,NA,NA,NA,NA,NA,FRANCO DA ROCHA,"3516408"
-46.6300010681152,-23.5400009155273,"510",2020-11-04 12:15:56-03,ESALQ,ESA,"116097",PreservedSpecimen,Plantae,Poaceae,Setaria,parviflora,Setaria parviflora,NA,"Rodrigues, M.E.F.","2008","12","01",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,ESA116097,ESA116097,NA,NA,NA,NA,"Rodrigues, M.E.F.",NA,NA,NA,"53584",auto,"506.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.6300010681152,-24.3199996948242,"523",2020-11-04 12:18:52-03,ESALQ,ESA,"26226",PreservedSpecimen,Plantae,Poaceae,Setaria,parviflora,Setaria parviflora,(Poir) Kerguélen,"Barreto, K.D.; Fernandes, G.D.; Fernandes, R.D.","1994","12","01",Brasil,São Paulo,Juquiá,-47.6300010681152,-24.3199996948242,NA,NA,ESA026226,ESA026226,Fazenda Santa Leonora. Mata Atlântica.,NA,NA,"Erva, 30 cm alt.; espiguetas verdes. Borda de mata.",referido em Longhi-Wagner (2001),NA,NA,NA,"32505",auto,"3327.0",NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,JUQUIÁ,"3526100"
-46.6300010681152,-23.5400009155273,"532",2020-11-04 12:15:56-03,ESALQ,ESA,"116098",PreservedSpecimen,Plantae,Poaceae,Setaria,parviflora,Setaria parviflora,NA,"Rodrigues, M.E.F.","2007","12","01",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,ESA116098,ESA116098,NA,NA,NA,NA,"Rodrigues, M.E.F.",NA,NA,NA,"53584",auto,"326.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"533",2020-11-04 12:18:52-03,ESALQ,ESA,"108765",PreservedSpecimen,Plantae,Poaceae,Setaria,parviflora,Setaria parviflora,NA,"Rodrigues, M.E.F.","2008","12","04",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,ESA108765,NA,NA,NA,NA,NA,"Rodrigues, M.E.F.","2006",NA,NA,"53584",auto,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"534",2020-11-04 12:18:52-03,ESALQ,ESA,"108785",PreservedSpecimen,Plantae,Poaceae,Setaria,parviflora,Setaria parviflora,NA,"Rodrigues, M.E.F.","2008","12","04",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,ESA108785,ESA108785,NA,NA,NA,NA,"Rodrigues, M.E.F.",NA,NA,NA,"53584",auto,"501.0",NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
