X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,county,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,fieldNumber,individualCount,class,typeStatus,NM_MUNICIP,CD_GEOCMU
-47.9199981689453,-24.3799991607666,"23",2020-11-04 11:18:47-03,ESALQ,ESA,"79668",PreservedSpecimen,Plantae,Magnoliophyta,NA,Rubiaceae,Psychotria,forsteronioides,Psychotria forsteronioides,Mull. Arg.,"Jung-Mendaçolli, S.L.","Savassi, A.P.; Silva, F.D.; Campos, L.M.; Duarte, A.R.; Arango, B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","270.0","2002","04","21",NA,Brasil,São Paulo,"Parque Estadual de Carlos Botelho, Núcleo Sete Barras. Estrada Estadual São Miguel Arcanjo - Sete Barras (SP139, Km69). Floresta Ombrófila Densa Montana ao longo e no entorno do Rio Bonito.",-47.9199981689453,-24.3799991607666,NA,NA,NA,Arbusto,ESA079668,ESA079668,NA,NA,NA,Sete Barras,"-47,994,167","-24,141,389","34059",auto,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.449694,-24.077444,"27",2020-11-04 11:18:47-03,ESALQ,ESA,"128644",PreservedSpecimen,Plantae,Magnoliophyta,NA,Rubiaceae,Psychotria,forsteronioides,Psychotria forsteronioides,NA,"Ferreira, M.P.","Virillo, C.B.","67.0","2013","03","27",NA,Brasil,São Paulo,Reserva Particulrar da Votorantim (CBA). Trilha dezembro entre a UHE Alecrim e UHE Porto raso. Floresta ombrófila densa na margem do rio dezembro,-47.449694,-24.077444,"403","403",NA,arbusto,ESA128644,NA,"2013",NA,NA,Tapiraí,"-47.449694","-24.077444",NA,NA,NA,NA,NA,NA,MIRACATU,"3529906"
-46.6300010681152,-23.5400009155273,"45",2019-11-21 14:44:37-03,UFJF,CESJ,"800",PreservedSpecimen,Plantae,Angiosperma,NA,Rubiaceae,Psychotria,forsteronioides,Psychotria forsteronioides,Müll.Arg.,O. Handro,L. Krieger,CESJ800,"1944","01",NA,América do Sul,Brasil,São Paulo,Santo Amaro,-46.6300010681152,-23.5400009155273,NA,NA,NA,"Arbustinho da mata, flores branco esverdeadas",CESJ000800,NA,NA,NA,NA,São Paulo,NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.760261,-24.137344,"53",2021-03-01 16:39:56-03,UNICAMP,UEC,"179799",S,Plantae,Magnoliopsida,NA,Rubiaceae,Psychotria,forsteronioides,Psychotria forsteronioides,Müll.Arg.,"Ferreira, MP","Virillo, CB; et al.","67","2013","03","27",NA,Brazil,São Paulo,"reserva particular de votorantim, trilha dezembro entre a UHE alecrim e UHE porto raso",-47.760261,-24.137344,NA,NA,NA,"arbusto; floresta ombrófila densa na margem do rio dezembro",UEC115556,UEC115556,"2013",NA,NA,Tapirai,"-47.760261","-24.137344",NA,NA,NA,NA,NA,NA,JUQUIÁ,"3526100"
-46.730278,-23.818611,"57",2021-03-01 16:39:56-03,UNICAMP,UEC,"75983",S,Plantae,Magnoliopsida,NA,Rubiaceae,Psychotria,forsteronioides,Psychotria forsteronioides,Müll.Arg.,"Taylor, CM","Godoy, SAP; Palaria, C; Agostinho, V","505","1995","04","20",NA,Brazil,São Paulo,centro paulus,-46.730278,-23.818611,NA,NA,NA,"arbusto 1,8 m, frutos imaturos verdes",UEC115572,UEC115572,"1998",NA,NA,Parelheiros,"-46.730278","-23.818611",NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.466667,-23.583333,"59",2021-03-01 16:39:56-03,UNICAMP,UEC,"85244",S,Plantae,Magnoliopsida,NA,Rubiaceae,Psychotria,forsteronioides,Psychotria forsteronioides,Müll.Arg.,"Taylor, CM","Garcia, RJF; et al.","451","1994","05","24",NA,Brazil,São Paulo,parque ecológico da APA do carmo,-46.466667,-23.583333,"850","850",NA,"arbusto escandente, frutos verdes",UEC115568,UEC115568,"1998",NA,NA,São Paulo,"-46.466667","-23.583333",NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.5499992370605,-23.1100006103516,"63",2021-03-01 16:39:56-03,UNICAMP,UEC,"58741",S,Plantae,Magnoliopsida,NA,Rubiaceae,Psychotria,forsteronioides,Psychotria forsteronioides,Müll.Arg.,"Taylor, CM","Bernacci, LC; Grombone-Guaratini, MT; Meira Neto, JAA","21426","1988","01","25",NA,Brazil,São Paulo,fazenda grota funda,-46.5499992370605,-23.1100006103516,NA,NA,NA,"arbusto 1,8 metros, flores creme a ferrugineas, interior de mata",UEC115558,UEC115558,"1998",NA,NA,Atibaia,NA,NA,"21675",auto,NA,NA,NA,NA,ATIBAIA,"3504107"
-46.5499992370605,-23.1100006103516,"64",2021-03-01 16:39:56-03,UNICAMP,UEC,"54848",S,Plantae,Magnoliopsida,NA,Rubiaceae,Psychotria,forsteronioides,Psychotria forsteronioides,Müll.Arg.,"Taylor, CM","Bernacci, LC; et al.","21086","1987","05","04",NA,Brazil,São Paulo,fazenda grota funda,-46.5499992370605,-23.1100006103516,NA,NA,NA,"arbusto 1,2 m, frutos imaturos verdes",UEC115560,UEC115560,"1998",NA,NA,Atibaia,NA,NA,"21675",auto,NA,NA,NA,NA,ATIBAIA,"3504107"
-47.2200012207031,-23.6499996185303,"67",2021-03-01 16:39:56-03,UNICAMP,UEC,"74647",S,Plantae,Magnoliopsida,NA,Rubiaceae,Psychotria,forsteronioides,Psychotria forsteronioides,Müll.Arg.,"Taylor, CM","Pastore, JA; Baitello, JB","613","1995","07","21",NA,Brazil,São Paulo,"parque estadual de jurupara, estrada da fazenda tucano, sobre barranco",-47.2200012207031,-23.6499996185303,NA,NA,NA,"escandente, frutos imaturos verdes",UEC115574,UEC115574,"1998",NA,NA,Ibiuna,NA,NA,"43112",auto,NA,NA,NA,NA,IBIÚNA,"3519709"
-46.8800010681152,-23.1800003051758,"70",2021-03-01 16:39:56-03,UNICAMP,UEC,"40682",S,Plantae,Magnoliopsida,NA,Rubiaceae,Psychotria,forsteronioides,Psychotria forsteronioides,Müll.Arg.,"Taylor, CM","Trigo, JR","16920","1985","02","05",NA,Brazil,São Paulo,serra do japi,-46.8800010681152,-23.1800003051758,NA,NA,NA,"arbusto 2m, flores brancas",UEC115564,UEC115564,"1998",NA,NA,Jundiaí,NA,NA,"17840",auto,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.5800018310547,-23.3099994659424,"71",2021-03-01 16:39:56-03,UNICAMP,UEC,"138792",S,Plantae,Magnoliopsida,NA,Rubiaceae,Psychotria,forsteronioides,Psychotria forsteronioides,Müll.Arg.,"Gobitta, MC","Gobitta, MC; et al.","03","2005","02","03",NA,Brazil,São Paulo,"parque estadual dacantareira, núcleo águas claras",-46.5800018310547,-23.3099994659424,NA,NA,NA,"arbusto 2m, flores odoríferas, cor creme; floresta ombrófila densa montana",UEC115576,UEC115576,"2005","04","05",Mairiporã,NA,NA,"15840",auto,NA,NA,NA,NA,MAIRIPORÃ,"3528502"
-46.5800018310547,-23.3099994659424,"72",2021-03-01 16:39:56-03,UNICAMP,UEC,"130158",S,Plantae,Magnoliopsida,NA,Rubiaceae,Psychotria,forsteronioides,Psychotria forsteronioides,Müll.Arg.,"Jung-Mendaçolli, SL","Arzolla, FARDP","240","2001","01","08",NA,Brazil,São Paulo,"parque estadual dacantareira, núcleo águas claras",-46.5800018310547,-23.3099994659424,NA,NA,NA,"arbusto 2m, flores brancas",UEC115577,UEC115577,"2001","02","05",Mairiporã,NA,NA,"15840",auto,NA,NA,NA,NA,MAIRIPORÃ,"3528502"
-46.6300010681152,-23.5400009155273,"73",2021-03-01 16:39:56-03,UNICAMP,UEC,"82168",S,Plantae,Magnoliopsida,NA,Rubiaceae,Psychotria,forsteronioides,Psychotria forsteronioides,Müll.Arg.,"Taylor, CM","Garcia, RJF; Neves, LE; Dias, DL","757","1996","01","19",NA,Brazil,São Paulo,"distrito de marsilac, sitio na entrada do distrito, mata",-46.6300010681152,-23.5400009155273,NA,NA,NA,"arbusto 1m, flores brancas",UEC115571,UEC115571,"1998",NA,NA,São Paulo,NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"74",2021-03-01 16:39:56-03,UNICAMP,UEC,"87633",S,Plantae,Magnoliopsida,NA,Rubiaceae,Psychotria,forsteronioides,Psychotria forsteronioides,Müll.Arg.,"Taylor, CM","Silva, JS","267","1974","04","09",NA,Brazil,São Paulo,nativa no jardim botânico e parque do estado,-46.6300010681152,-23.5400009155273,NA,NA,NA,"arbusto 1,5 m, flores amarelas e frutos verdes",UEC115580,UEC115580,"1998",NA,NA,São Paulo,NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"75",2021-03-01 16:39:56-03,UNICAMP,UEC,"74356",S,Plantae,Magnoliopsida,NA,Rubiaceae,Psychotria,forsteronioides,Psychotria forsteronioides,Müll.Arg.,"Taylor, CM","Baitello, JB; et al.","761","1995","05","08",NA,Brazil,São Paulo,"nucleo engordador, trilha da cachoeira",-46.6300010681152,-23.5400009155273,NA,NA,NA,"subarbusto 1,5m, frutos verdes, em barranco umido",UEC115575,UEC115575,"1998",NA,NA,São Paulo,NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"76",2021-03-01 16:39:56-03,UNICAMP,UEC,"87608",S,Plantae,Magnoliopsida,NA,Rubiaceae,Psychotria,forsteronioides,Psychotria forsteronioides,Müll.Arg.,"Taylor, CM","Hoehne, W","6164","1967","02","01",NA,Brazil,São Paulo,parque do estado,-46.6300010681152,-23.5400009155273,NA,NA,NA,"arbusto ereto, ramificado de 1,2 m, flores amarelas, muito odoriferas. beira de mata",UEC115579,UEC115579,"1998",NA,NA,São Paulo,NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"77",2021-03-01 16:39:56-03,UNICAMP,UEC,"74354",S,Plantae,Magnoliopsida,NA,Rubiaceae,Psychotria,forsteronioides,Psychotria forsteronioides,Müll.Arg.,"Taylor, CM","Franco, GADC; et al.","1342","1995","05","08",NA,Brazil,São Paulo,"P.E da cantareira, núcleo engordador, trilha da cachoeira",-46.6300010681152,-23.5400009155273,NA,NA,NA,"arbusto 2m, frutos verdes, em barranco umido",UEC115565,UEC115565,"1998",NA,NA,São Paulo,NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
