X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,dayIdentified,coordinatePrecision,geoFlag,class,relatedCatalogItem,fieldNumber,individualCount,typeStatus,NM_MUNICIP,CD_GEOCMU
-46.702004,-23.702324,"3",2021-03-15 16:37:00-03,NY,NYBG,"720642",PreservedSpecimen,Plantae,Magnoliophyta,Lamiales,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,(Lam.) DC.,NA,W. Hoehne,"2320","1946","11","13",South America,Brazil,São Paulo,São Paulo,Proximo a Interlagos.,-46.702004,-23.702324,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2519287' target='other'> <mi>dwc_moreinfo</mi></a>,NY00720642,NY00720642_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.033333,-24.366667,"18",2021-02-08 11:07:42-03,UNESP-IBB,BOTU,"7542",PreservedSpecimen,Plantae,NA,NA,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,(Lam.) DC.,"Paschoal, M.E.S.","Castellani, M.R.","50","1979","11","02",NA,Brasil,São Paulo,Peruibe,Praia do Guarau,-47.033333,-24.366667,NA,"Árvore com 7 m de altura, possuindo flores brancas com o tubo da corola amarela internamente",BOTU007542,NA,NA,NA,"2007","11",47°02'w,24°22's,NA,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-47.033333,-24.366667,"19",2021-02-08 11:07:42-03,UNESP-IBB,BOTU,"7544",PreservedSpecimen,Plantae,NA,NA,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,(Lam.) DC.,"Assis, M.A.","Oliveira, J.A.","50","1979","11","02",NA,Brasil,São Paulo,Peruibe,Praia do Guarau,-47.033333,-24.366667,NA,"Árvore com 7 m de altura, possuindo flores brancas com o tubo da corola amarela internamente",BOTU007544,NA,NA,NA,"1997","04",47°02'w,24°22's,NA,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-47.033333,-24.366667,"20",2021-02-08 11:07:42-03,UNESP-IBB,BOTU,"7547",PreservedSpecimen,Plantae,NA,NA,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,(Lam.) DC.,"Paschoal, M.E.S.","Ferreira Neto, J.P.","50","1979","11","02",NA,Brasil,São Paulo,Peruibe,Praia do Guarau,-47.033333,-24.366667,NA,"Árvore com 7 m de altura, possuindo flores brancas com o tubo da corola amarela internamente",BOTU007547,NA,NA,NA,"2007","11",47°02'w,24°22's,NA,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-47.033333,-24.366667,"21",2021-02-08 11:07:42-03,UNESP-IBB,BOTU,"7543",PreservedSpecimen,Plantae,NA,NA,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,(Lam.) DC.,"Assis, M.A.","Souza, M.M.S.","2","1979","11","02",NA,Brasil,São Paulo,Peruibe,Praia do Guarau,-47.033333,-24.366667,NA,"Árvore com 7 m de altura, possuindo flores brancas com o tubo da corola amarela internamente",BOTU007543,NA,NA,NA,"1997","04",47°02'w,24°22's,NA,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-47.033333,-24.366667,"22",2021-02-08 11:07:42-03,UNESP-IBB,BOTU,"7545",PreservedSpecimen,Plantae,NA,NA,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,(Lam.) DC.,"Assis, M.A.","Kanthack, R.A.D.","50","1979","11","02",NA,Brasil,São Paulo,Peruibe,Praia do Guarau,-47.033333,-24.366667,NA,"Árvore com 7 m de altura, possuindo flores brancas com o tubo da corola amarela internamente",BOTU007545,NA,NA,NA,"1997","04",47°02'w,24°22's,NA,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-47.033333,-24.366667,"23",2021-02-08 11:07:42-03,UNESP-IBB,BOTU,"7546",PreservedSpecimen,Plantae,NA,NA,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,(Lam.) DC.,"Assis, M.A.","Marques, L.A.","50","1979","11","02",NA,Brasil,São Paulo,Peruibe,Praia do Guarau,-47.033333,-24.366667,NA,"Árvore com 7 m de altura, possuindo flores brancas com o tubo da corola amarela internamente",BOTU007546,NA,NA,NA,"1997","04",47°02'w,24°22's,NA,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-46.9900016784668,-24.3199996948242,"34",2020-01-20 14:40:22-03,UPM,MACK,"806",PreservedSpecimen,Plantae,NA,NA,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,(Lam.) DC.,NA,"Camila; Eduardo; Rodrigo",s/n,"2010","07","12",NA,Brasil,SP,Peruíbe,Restinga alta.,-46.9900016784668,-24.3199996948242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21922",auto,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-46.9900016784668,-24.3199996948242,"35",2020-01-20 14:40:22-03,UPM,MACK,"807",PreservedSpecimen,Plantae,NA,NA,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,(Lam.) DC.,NA,"Camila; Eduardo; Rodrigo",s/n,"2010","07","25",NA,Brasil,SP,Peruíbe,Restinga alta.,-46.9900016784668,-24.3199996948242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21922",auto,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-46.7799987792969,-24.1800003051758,"61",2020-11-04 11:03:28-03,ESALQ,ESA,"75408",PreservedSpecimen,Plantae,Magnoliophyta,NA,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,DC.,NA,"Romão, G.O.; Nave, A.G.; Pereira, M.; Zevallos, P.; Garcia, R.; Rodrigues, R.R.","729.0","2001","04","19",NA,Brasil,São Paulo,Itanhaém,NA,-46.7799987792969,-24.1800003051758,NA,NA,ESA075408,ESA075408,NA,NA,NA,NA,NA,NA,NA,"26998",auto,NA,NA,NA,NA,NA,ITANHAÉM,"3522109"
