X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,typeStatus,continentOcean,preparationType,previousCatalogNumber,phylum,order,infraspecificEpithet,coordinatePrecision,geoFlag,class,relatedCatalogItem,individualCount,fieldNumber,sex,NM_MUNICIP,CD_GEOCMU
-45.34,-23.44,"440",2020-11-04 11:14:33-03,ESALQ,ESA,"68267",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,"Kawasaki, M.L.",NA,NA,NA,"Oliveira, A.A.; Gandolfi, S.; Batista, F.R.Q.; Micheletto, F.; Liesenfeld, M.V.A.; San Martin-Gajardo, I.; Peroni, N.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","3607.0","2000","04","19",Brasil,São Paulo,São Sebastião,"Parque Estadual da Serra do Mar. Trilha entre a Estrada Intermediária e a cabeceira do Ribeirão de Itu, Sítio Dito Cachimbo. Floresta Ombrófila Densa de Planalto, com perturbação. Interior de floresta",-45.34,-23.44,"-45.34","-23.44","600","600","Árvore, 9 m alt.; flores brancas; frutos verde imaturos.",ESA068267,ESA068267,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NATIVIDADE DA SERRA,"3532306"
-47.5200004577637,-23.2099990844727,"499",2020-11-04 11:14:33-03,ESALQ,ESA,"63971",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,NA,NA,NA,NA,NA,"Bufo, L.V.B. ; Sabadim, P.C.","109.0",NA,NA,NA,Brasil,São Paulo,Porto Feliz,NA,-47.5200004577637,-23.2099990844727,NA,NA,NA,NA,NA,ESA063971,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,"19715",auto,NA,NA,NA,NA,NA,PORTO FELIZ,"3540606"
-45.8800010681152,-23.1700000762939,"501",2020-11-04 11:14:33-03,ESALQ,ESA,"92273",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,DC,"Assis, M.A.",NA,NA,NA,"Assis, M.A. ; Monteiro, R.","1656.0","2002","12","01",Brasil,São Paulo,São José dos Campos,NA,-45.8800010681152,-23.1700000762939,NA,NA,NA,NA,NA,ESA092273,ESA092273,NA,NA,NA,NA,Magnoliophyta,NA,NA,"39297",auto,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-47.9199981689453,-24.3799991607666,"503",2020-11-04 11:14:33-03,ESALQ,ESA,"31947",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,"Kawasaki, M.L.",NA,NA,NA,"Rodrigues, R.R. et al.",NA,"1995","02","13",Brasil,São Paulo,Sete Barras,NA,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,ESA031947,ESA031947,NA,NA,NA,NA,Magnoliophyta,NA,NA,"34059",auto,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.3899993896484,-23.9599990844727,"551",2020-11-04 11:14:33-03,ESALQ,ESA,"97433",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,"Aguiar, O.T.",NA,NA,NA,"Pastore, J.A. ; Moura, C.","1275.0","2003","10","31",Brasil,São Paulo,São Vicente,NA,-46.3899993896484,-23.9599990844727,NA,NA,NA,NA,NA,ESA097433,ESA097433,NA,NA,NA,NA,Magnoliophyta,NA,NA,"25482",auto,NA,NA,NA,NA,NA,SÃO VICENTE,"3551009"
-47.204722,-24.110555,"555",2020-11-04 11:14:42-03,ESALQ,ESA,"128435",PreservedSpecimen,Plantae,Myrtaceae,Marlierea,silvatica,Marlierea silvatica,NA,"Meireles, L.","2013",NA,NA,"Virillo, C.B.","152.0","2013","04","01",Brasil,São Paulo,Tapiraí,"Reserva Particular da Votorantim (CBA). UHE - Trilha da Chaminé, Floresta Ombrófila Densa na beira do ribeirão do veado",-47.204722,-24.110555,"-47.204722","-24.110555","269","269",NA,ESA128435,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO DE TOLEDO,"3537206"
-46.5499992370605,-23.1100006103516,"686",2020-12-20 21:18:36-03,UFV,VIC,"11943",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,NA,NA,NA,NA,"Neto, M.J.A.A.; et al.",s.n.,"1987","11","16",Brasil,São Paulo,Atibaia,Fazenda Grota Funda,-46.5499992370605,-23.1100006103516,NA,NA,NA,NA,"Árvore com 3 metros , frutos de vermelhos a negros , próximo a um lajeado de granito.",VIC011943,NA,NA,NA,NA,NA,NA,NA,NA,"21675",auto,NA,NA,NA,NA,NA,ATIBAIA,"3504107"
-45.9667,-23.3167,"792",2018-03-08 09:13:18-03,ASU,ASU-PLANTS,ASU0034312,PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,"M.L. Kawasaki, 1996.",NA,NA,NA,"Dulcinea S. Silva; C.A. Almeida, S.J.S. Ramos","13","1985","10","18",Brazil,Sao Paulo,Jacarei,Mata da Escola Tecnica Agricola 'Conego Jose Bento',-45.9667,-23.3167,NA,NA,NA,NA,"coor from www.fallingrain.com/world; Arvore ca. 5m; flores esbranquicadas.",NA,NA,NA,NA,NA,NA,Magnoliophyta,Myrtales,NA,NA,NA,NA,NA,NA,NA,NA,JACAREÍ,"3524402"
-47.683333,-23.383333,"950",2021-03-01 16:36:15-03,UNICAMP,UEC,"105494",S,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,A.DC.,"Sobral, M",NA,NA,NA,"Tozzi, AMGA; Moreira, JLA; Santos, K; Filliettaz, AM; Mendonça Filho, CV; Galvão, JC","384","1998","12","04",Brazil,São Paulo,Iperó,"Fazenda Ipanema, Porteira da Fepasa.",-47.683333,-23.383333,"-47.683333","-23.383333","520","520","Árvore 3m de alt. Frutos imaturos verdes, posteriormente castanho-avermelhados.",NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,IPERÓ,"3521002"
-46.933333,-23.233333,"959",2021-03-01 16:36:15-03,UNICAMP,UEC,"169281",S,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,A.DC.,"Santos, K",NA,NA,NA,"Santos, K; Belinello, R","3794","2001","01","16",Brazil,São Paulo,Campinas,"Mata do Macuco (Fragmento G1); àrea total: 41,8 ha.",-46.933333,-23.233333,"-46.933333","-23.233333","739","739","Árvore zoocórica;&nf;altura total: 8 m;&nf;altura do fuste: 6m;&nf;PAP: 26 cm;&nf;Com frutos imaturos.; Floresta estacional semidecidua.",UEC007139,UEC007139,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
