X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,monthIdentified,dayIdentified,recordNumber,occurrenceRemarks,phylum,order,continentOcean,preparationType,coordinatePrecision,geoFlag,class,relatedCatalogItem,typeStatus,fieldNumber,individualCount,infraspecificEpithet,NM_MUNICIP,CD_GEOCMU
-47.949,-24.353833,"146",2021-03-01 16:36:36-03,UNICAMP,UEC,"072582",S,Plantae,Myrtaceae,Myrcia,glabra,Myrcia glabra,(O.Berg) D.Legrand,NA,NA,"Leitão Filho, HF; et al.","1995","02","13",Brazil,São Paulo,Sete Barras,Estrada Sete Barras Juquiá,-47.949,-24.353833,"-47.949","-24.353833",NA,NA,UEC065324,UEC065324,NA,NA,"33422","Árvore 6 m, botões e flores brancas.; Mata Atlântica de Encosta",Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.481389,-23.425,"149",2021-03-01 16:36:36-03,UNICAMP,UEC,"61336",S,Plantae,Myrtaceae,Myrcia,glabra,Myrcia glabra,(O.Berg) D.Legrand,"Lima, DF","2016","Gandolfi, S; Leitão Filho, HF; Bezerra, CLF","1984","02","21",Brazil,São Paulo,Guarulhos,Aeroporto Internacional de São Paulo.,-46.481389,-23.425,"-46.481389","-23.425",NA,NA,UEC111376,NA,"06",NA,"783",Mata Mesófila Semidecídua.,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GUARULHOS,"3518800"
-47.9199981689453,-24.3799991607666,"204",2020-12-21 16:37:08-03,MBM,MBM,"215870",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,citrifolia,Myrcia citrifolia,(Aublet) Urban,NA,NA,"Leitão Filho, H.F.; et al.; et al.","1995","02","13",Brazil,São Paulo,Sete Barras,Estrada para Juquiá,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,MBM215870,MBM215870,NA,NA,"33422",NA,NA,NA,Southern America,NA,"34059",auto,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.1883010864258,-23.5228004455566,"289",2021-02-11 17:20:44-03,UFPR,UPCB,"94506",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,glabra,Myrcia glabra,(O.Berg) D. Legrand,NA,"2004","Nicolau, S.A. | Faria, V.B. | Cortez, L.T. | Soares, W.N.","1999","04","13",Brasil,São Paulo,Mogi das Cruzes,Margens do Rio Tietê em direção a Biritiba Mirim,-46.1883010864258,-23.5228004455566,NA,NA,NA,NA,UPCB0042415,UPCB0042415,NA,NA,"2292",Margens do Rio Tietê em direção a Biritiba Mirim. Árvore ca. 5m alt. Botões brancos.,NA,NA,NA,NA,"28666",auto,NA,NA,NA,NA,NA,NA,MOGI DAS CRUZES,"3530607"
-46.6300010681152,-23.5400009155273,"389",2020-09-02 16:33:57-03,Cenargen,CEN,"62549",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,citrifolia,Myrcia citrifolia,(Aubl.) Urban,M. L. Kawasaki,"2000",E. Kuhlmann - SP,"1946","01","29",Brasil,SP,SAO PAULO,"Parque Estadual das Fontes do Ipiranga, Jardim Botânico. Picada da Bomba, caixa d`água.",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,CEN00062549,CEN00062549,NA,NA,NA,NA,NA,NA,NA,Exsicatas,"53584",auto,NA,NA,NA,NA,"1",NA,SÃO PAULO,"3550308"
-47.092482,-23.714883,"442",2019-01-25 15:35:34-02,IAC,IAC,"43132",S,Plantae,Myrtaceae-2.Myrtoideae,Myrcia,citrifolia,Myrcia citrifolia,(Aubl.) Urb.,L.C. Bernacci et al.,"2000","L.C. Bernacci; G.A.D.C. Franco; G. Durigan; E.L.M. Catharino; E.Q. Santos & E. Furlan","2000","08","08",Brasil,São Paulo,Ibiúna,"próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Pedro, indivíduo P 42.3",-47.092482,-23.714883,"-47.092482","-23.714883",NA,NA,NA,NA,"08","08","3425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBIÚNA,"3519709"
-46.6361,-23.5475,"443",2020-11-23 11:39:23-03,IAC,IAC,"45930",S,Plantae,Myrtaceae-2.Myrtoideae,Myrcia,citrifolia,Myrcia citrifolia,(Aubl.) Urb.,M.L. Kawasaki,"2000",O. Handro,"1931","12","16",Brasil,São Paulo,São Paulo,Jardim Botânico,-46.6361,-23.5475,"-46.6361","-23.5475",NA,NA,NA,NA,"06","16",s/nº,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.1883,-23.5228,"483",2016-04-07 09:43:40-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,Myrtaceae,Aulomyrcia,laxiflora,Aulomyrcia laxiflora latifolia,O.Berg,NA,NA,"Saint-Hilaire, AFCP",NA,NA,NA,Brazil,São Paulo,Moji das Cruzes,prope villam Mugi das Cruzes,-46.1883,-23.5228,NA,NA,NA,NA,NA,NA,NA,NA,s.n.,Original herbarium: Camb.,NA,NA,Southern America,NA,"28666",auto,NA,NA,NA,NA,NA,latifolia,MOGI DAS CRUZES,"3530607"
-46.1883,-23.5228,"484",2017-09-11 17:11:09-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,Myrtaceae,Aulomyrcia,laxiflora,Aulomyrcia laxiflora latifolia,O.Berg,NA,NA,"Saint-Hilaire, AFCP",NA,NA,NA,Brazil,São Paulo,Moji das Cruzes,prope villam Mugi das Cruzes,-46.1883,-23.5228,NA,NA,NA,NA,NA,NA,NA,NA,s.n.,Original herbarium: Camb.,NA,NA,Southern America,NA,"28666",auto,NA,NA,NA,NA,NA,latifolia,MOGI DAS CRUZES,"3530607"
-46.6300010681152,-23.5400009155273,"548",2019-11-21 10:12:03-03,IBt,SP,"339653",S,Plantae,Myrtaceae,Myrcia,citrifolia,Myrcia citrifolia,(Aubl.) Urb.,"Kawasaki, ML","2000","Hashimoto, G","1986","12","20",Brasil,São Paulo,São Paulo,Parque da Conceição,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,"17184",NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
