X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,county,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,imagecode,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,typeStatus,verbatimLongitude,verbatimLatitude,class,fieldNumber,individualCount,relatedCatalogItem,NM_MUNICIP,CD_GEOCMU
-46.5299987792969,-23.6599998474121,"80",2020-01-22 15:48:54-03,IBt,SP,"2602",S,Plantae,NA,NA,Loranthaceae,Struthanthus,hoehnei,Struthanthus hoehnei,K.Krause,"Krause, K","Hoehne, FC",s.n.,"1918","12","05",NA,Brasil,São Paulo,E.B. do Alto da Serra de Paranapiacaba,NA,NA,SP004149,Santo André,-46.5299987792969,-23.6599998474121,NA,NA,NA,"27258",auto,NA,NA,NA,Holotype,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"81",2019-12-05 09:46:15-03,IBt,SP,"220901",S,Plantae,NA,NA,Loranthaceae,Struthanthus,hoehnei,Struthanthus hoehnei,K.Krause,"Sugiyama, M","Kirizawa, M; Lopes, EA","1927","1987","10","27",NA,Brasil,São Paulo,"E.B. do Alto da Serra de Paranapiacaba, Picada 27",NA,NA,NA,Santo André,-46.5299987792969,-23.6599998474121,NA,NA,NA,"27258",auto,"1988","05","23",NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
