X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,occurrenceRemarks,recordNumber,typeStatus,continentOcean,preparationType,previousCatalogNumber,phylum,order,coordinatePrecision,geoFlag,class,relatedCatalogItem,relationshipType,infraspecificEpithet,individualCount,fieldNumber,sex,NM_MUNICIP,CD_GEOCMU
-46.621883,-23.654505,"62",2021-03-15 16:37:00-03,NY,NYBG,"01091900",PreservedSpecimen,Plantae,Peraceae,Pera,glabrata,Pera glabrata,(Schott) Poepp. ex Baill.,NA,NA,NA,NA,W. Hoehne,"1944","05","02",Brazil,São Paulo,Sao Paulo,Parque do Estado de Sao Paulo.,-46.621883,-23.654505,NA,NA,NA,NA,NY01091900,NY01091900_01,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1265163' target='other'> <mi>dwc_moreinfo</mi></a>,s.n.,NA,South America,sheet,NA,Magnoliophyta,Malpighiales,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.618358,-23.646109,"73",2021-03-15 16:37:00-03,NY,NYBG,"528615",PreservedSpecimen,Plantae,Peraceae,Pera,glabrata,Pera glabrata,(Schott) Poepp. ex Baill.,NA,NA,NA,NA,F. C. Hoehne,"1931","12","09",Brazil,São Paulo,Sao Paulo,Jardim Botanico,-46.618358,-23.646109,NA,NA,NA,NA,NY00528615,NY00528615_01,Planta viva no. 183 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=275709' target='other'> <mi>dwc_moreinfo</mi></a>,"27423",NA,South America,sheet,NA,Magnoliophyta,Malpighiales,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.63,-23.5403,"100",2021-03-15 16:37:00-03,NY,NYBG,"528616",PreservedSpecimen,Plantae,Peraceae,Pera,glabrata,Pera glabrata,(Schott) Poepp. ex Baill.,NA,NA,NA,NA,J. B. Baitello,"1978","06","01",Brazil,São Paulo,Sao Paulo,Serra da Cantareira. Regiao do Pinheirinho. Coletado próximo a casa do guarda,-46.63,-23.5403,NA,NA,NA,NA,NY00528616,NY00528616_01,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=275719' target='other'> <mi>dwc_moreinfo</mi></a>,s.n.,NA,South America,sheet,NA,Magnoliophyta,Malpighiales,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.63,-23.5403,"131",2021-03-15 16:37:00-03,NY,NYBG,"528522",PreservedSpecimen,Plantae,Peraceae,Pera,glabrata,Pera glabrata,(Schott) Poepp. ex Baill.,N. A. Rosa,NA,NA,NA,N. A. Rosa,"1980","11","25",Brazil,São Paulo,Sao Paulo,Ao lado do orquidário do Instituto de Botánica de Sao Paulo,-46.63,-23.5403,NA,NA,NA,NA,NY00528522,NY00528522_01,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131886' target='other'> <mi>dwc_moreinfo</mi></a>,"3855",NA,South America,sheet,NA,Magnoliophyta,Malpighiales,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"268",2020-06-29 11:31:53-03,UFRJ,RFA,"36374",PreservedSpecimen,Plantae,Peraceae,Pera,obovata,Pera obovata,(Klotzsch) Baill.,W. Hoehne,NA,NA,NA,W. Hoehne,"1944","06","19",Brasil,São Paulo,São Paulo,Parque do Estado,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,RFA23189,NA,"Árvore, flores amarelas cheirosas.",NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.9900016784668,-24.3199996948242,"374",2020-01-20 14:40:27-03,UPM,MACK,"557",PreservedSpecimen,Plantae,Euphorbiaceae,Pera,glabrata,Pera glabrata,(Schott) Poepp. ex Baill.,D. Sampaio,NA,NA,NA,A. C. V. Crestani,"2010","02","03",Brasil,SP,Peruíbe,Juréia,-46.9900016784668,-24.3199996948242,NA,NA,NA,NA,NA,NA,NA,"103",NA,NA,NA,NA,NA,NA,"21922",auto,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-46.7799987792969,-24.1800003051758,"380",2020-01-20 14:40:47-03,UPM,MACK,"2446",PreservedSpecimen,Plantae,Peraceae,Pera,glabrata,Pera glabrata,(Schott) Poepp. ex Baill.,R. J. F. Garcia,"2012","01","02",R. P. S. Peña,"2005","04","23",Brasil,SP,Itanhaém,Bairro Anchieta,-46.7799987792969,-24.1800003051758,NA,NA,NA,NA,NA,NA,NA,"110",NA,NA,NA,NA,NA,NA,"26998",auto,NA,NA,NA,NA,NA,NA,NA,ITANHAÉM,"3522109"
-46.9900016784668,-24.3199996948242,"381",2020-01-20 14:40:27-03,UPM,MACK,"833",PreservedSpecimen,Plantae,Euphorbiaceae,Pera,glabrata,Pera glabrata,(Schott) Poepp. ex Baill.,NA,NA,NA,NA,"Camila; Eduardo; Rodrigo","2010","07","20",Brasil,SP,Peruíbe,Restinga alta.,-46.9900016784668,-24.3199996948242,NA,NA,NA,NA,NA,NA,NA,s/n,NA,NA,NA,NA,NA,NA,"21922",auto,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-46.9900016784668,-24.3199996948242,"382",2020-01-20 14:40:27-03,UPM,MACK,"834",PreservedSpecimen,Plantae,Euphorbiaceae,Pera,glabrata,Pera glabrata,(Schott) Poepp. ex Baill.,NA,NA,NA,NA,"Camila; Eduardo; Rodrigo","2010","07","25",Brasil,SP,Peruíbe,Restinga alta.,-46.9900016784668,-24.3199996948242,NA,NA,NA,NA,NA,NA,NA,s/n,NA,NA,NA,NA,NA,NA,"21922",auto,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-46.5800018310547,-23.3099994659424,"400",2019-12-04 15:25:38-03,PUCPR,HUCP,"18646",S,Plantae,Peraceae,Pera,glabrata,Pera glabrata,(Schott) Poepp. ex Baill.,"Selusniaki, M",NA,NA,NA,"Selusniaki, M","2006","12",NA,Brasil,São Paulo,Mairiporã,Mato Dentro,-46.5800018310547,-23.3099994659424,NA,NA,NA,NA,NA,NA,NA,"1240",NA,NA,NA,NA,Eudicotiledonea,NA,"15840",auto,NA,NA,NA,NA,NA,NA,NA,MAIRIPORÃ,"3528502"
-46.5800018310547,-23.3099994659424,"401",2019-12-04 15:25:38-03,PUCPR,HUCP,"18088",S,Plantae,Peraceae,Pera,glabrata,Pera glabrata,(Schott) Poepp. ex Baill.,"Selusniaki, M","2007",NA,NA,"Selusniaki, M","2006",NA,NA,Brasil,São Paulo,Mairiporã,"Mato Dentro, Serra da Cantareira.",-46.5800018310547,-23.3099994659424,NA,NA,NA,NA,NA,NA,NA,"717",NA,NA,NA,NA,Eudicotiledonea,NA,"15840",auto,NA,NA,NA,NA,NA,NA,NA,MAIRIPORÃ,"3528502"
-46.8800010681152,-23.1800003051758,"759",2020-11-04 12:17:56-03,ESALQ,ESA,"7223",PreservedSpecimen,Plantae,Peraceae,Pera,glabrata,Pera glabrata,(Schott) Baill.,"Souza, V.C.",NA,NA,NA,"Morellato-Fonzar, L.P.C. ; Rodrigues, R.R.","1985","02","21",Brasil,São Paulo,Jundiaí,NA,-46.8800010681152,-23.1800003051758,NA,NA,NA,NA,ESA007223,NA,NA,"17797.0",NA,NA,NA,NA,Magnoliophyta,NA,"17840",auto,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.8800010681152,-23.1800003051758,"760",2020-11-04 12:17:56-03,ESALQ,ESA,"7218",PreservedSpecimen,Plantae,Peraceae,Pera,glabrata,Pera glabrata,(Scott.) Baill.,"Bigio, N.","2017","11","01","Morellato-Fonzar, L.P.C. ; Rodrigues, R.R.","1985","03","08",Brasil,São Paulo,Jundiaí,NA,-46.8800010681152,-23.1800003051758,NA,NA,NA,NA,ESA007218,NA,NA,"17806.0",NA,NA,NA,NA,Magnoliophyta,NA,"17840",auto,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-47.9199981689453,-24.3799991607666,"768",2020-11-04 12:17:56-03,ESALQ,ESA,"109534",PreservedSpecimen,Plantae,Peraceae,Pera,glabrata,Pera glabrata,NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,ESA109534,ESA109534,NA,"29217.0",NA,NA,NA,NA,Magnoliophyta,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.6300010681152,-23.5400009155273,"771",2020-11-04 12:17:56-03,ESALQ,ESA,"75252",PreservedSpecimen,Plantae,Peraceae,Pera,glabrata,Pera glabrata,(Schott) Baill.,"Souza, V.C. & Rodrigues, R.R.",NA,NA,NA,"Meireles, L.D.; Gonçalves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","2001","04","11",Brasil,São Paulo,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Campo. 23o59'S, 46o44'W. Ca. 800 m.s.m. Floresta ribeirinha altomontana com campo adjacente.",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,ESA075252,NA,"Arbusto, 2m alt. Brácteas amarelas. Campo.","68.0",NA,NA,NA,NA,Magnoliophyta,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"772",2020-11-04 12:17:56-03,ESALQ,ESA,"75142",PreservedSpecimen,Plantae,Peraceae,Pera,glabrata,Pera glabrata,(Schott) Baill.,"Souza, V.C. & Rodrigues, R.R.",NA,NA,NA,"Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","2001","04","12",Brasil,São Paulo,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Rio Branco. 23o59'S, 46o42'W. Ca. 700-800m.s.m. Floresta Altomontana sobre o divisor de água. Transição Floresta Altomontana-Floresta de encosta com campos adjacentes.",-46.6300010681152,-23.5400009155273,NA,NA,"700","700",ESA075142,NA,"Arbusto, 1,5m alt. Brácteas amarelas. Campo.","90.0",NA,NA,NA,NA,Magnoliophyta,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.5200004577637,-23.2099990844727,"807",2020-11-04 12:17:56-03,ESALQ,ESA,"63901",PreservedSpecimen,Plantae,Peraceae,Pera,glabrata,Pera glabrata,(Schott) Baill.,"Souza, V.C.",NA,NA,NA,"Bufo, L.V.B. ; Sabadim, P.C.",NA,NA,NA,Brasil,São Paulo,Porto Feliz,NA,-47.5200004577637,-23.2099990844727,NA,NA,NA,NA,ESA063901,NA,NA,"39.0",NA,NA,NA,NA,Magnoliophyta,NA,"19715",auto,NA,NA,NA,NA,NA,NA,NA,PORTO FELIZ,"3540606"
-47.1300010681152,-23.5200004577637,"809",2020-11-04 12:17:56-03,ESALQ,ESA,"7073",PreservedSpecimen,Plantae,Peraceae,Pera,glabrata,Pera glabrata,(Schott) Baill.,"Souza, V.C.",NA,NA,NA,"Rodrigues, R.R.","1989","03","01",Brasil,São Paulo,São Roque,NA,-47.1300010681152,-23.5200004577637,NA,NA,NA,NA,ESA007073,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"15567",auto,NA,NA,NA,NA,NA,NA,NA,SÃO ROQUE,"3550605"
-47.14,-24.13,"817",2020-11-04 12:17:56-03,ESALQ,ESA,"128573",PreservedSpecimen,Plantae,Peraceae,Pera,glabrata,Pera glabrata,NA,"Ivanauskas, N.M. & Souza, V.C.","2013","03","26","Polisel, R.T.","2013","03","26",Brasil,São Paulo,Tapiraí,"Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores. Floresta Ombrófila Densa com perturbação antrópica (presença de exóticas como nêspera, Citrus, araucária).",-47.14,-24.13,"-47.14","-24.13","516","516",ESA128573,ESA128573,"Planta jovem de 1,0 m de altura.","1066.0",NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO DE TOLEDO,"3537206"
-46.6199989318848,-24.0799999237061,"851",2020-11-04 12:17:56-03,ESALQ,ESA,"86706",PreservedSpecimen,Plantae,Peraceae,Pera,glabrata,Pera glabrata,(Schott) Poepp. Ex Baill.,"Oliveira, A.C.P.",NA,NA,NA,"Oliveira, A.C.P.","2002","09","19",Brasil,São Paulo,Mongaguá,NA,-46.6199989318848,-24.0799999237061,NA,NA,NA,NA,ESA086706,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"12311",auto,NA,NA,NA,NA,NA,NA,NA,MONGAGUÁ,"3531100"
-47.5200004577637,-23.2099990844727,"858",2020-11-04 12:17:56-03,ESALQ,ESA,"69009",PreservedSpecimen,Plantae,Peraceae,Pera,glabrata,Pera glabrata,(Scott.) Baill.,"Bigio, N.","2017","11","01","Bufo, L.V.B. ; Sabadim, P.C.",NA,NA,NA,Brasil,São Paulo,Porto Feliz,NA,-47.5200004577637,-23.2099990844727,NA,NA,NA,NA,ESA069009,NA,NA,"39.0",NA,NA,NA,NA,Magnoliophyta,NA,"19715",auto,NA,NA,NA,NA,NA,NA,NA,PORTO FELIZ,"3540606"
-46.6300010681152,-23.5400009155273,"860",2020-11-04 12:17:56-03,ESALQ,ESA,"89208",PreservedSpecimen,Plantae,Peraceae,Pera,glabrata,Pera glabrata,(Schott) Baill.,"Arzolla, F.A.R.D.P.",NA,NA,NA,"Arzolla, F.A.R.D.P.","2004","03","17",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,ESA089208,NA,NA,"488.0",NA,NA,NA,NA,Magnoliophyta,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.1300010681152,-23.5200004577637,"866",2020-11-04 12:17:56-03,ESALQ,ESA,"26839",PreservedSpecimen,Plantae,Peraceae,Pera,glabrata,Pera glabrata,(Scott.) Baill.,"Bigio, N.","2017","11","01","Cardoso-Leite, E. ; Oliveira, A.","1994","03","16",Brasil,São Paulo,São Roque,NA,-47.1300010681152,-23.5200004577637,NA,NA,NA,NA,ESA026839,NA,NA,"353.0",NA,NA,NA,NA,Magnoliophyta,NA,"15567",auto,NA,NA,NA,NA,NA,NA,NA,SÃO ROQUE,"3550605"
-46.9900016784668,-24.3199996948242,"872",2020-11-04 12:17:56-03,ESALQ,ESA,"28487",PreservedSpecimen,Plantae,Peraceae,Pera,glabrata,Pera glabrata,(Schott) Baill.,"Souza, V.C.",NA,NA,NA,"Souza, V.C.","1988","01","01",Brasil,São Paulo,Peruíbe,Estação Ecológica da Juréia. Arredores da foz do Rio Guaraú.,-46.9900016784668,-24.3199996948242,NA,NA,NA,NA,ESA028487,NA,NA,"9460.0",NA,NA,NA,NA,Magnoliophyta,NA,"21922",auto,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
