X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,decimalLongitude,decimalLatitude,county,coordinatePrecision,geoFlag,class,yearIdentified,minimumElevationInMeters,maximumElevationInMeters,monthIdentified,verbatimLongitude,verbatimLatitude,dayIdentified,infraspecificEpithet,typeStatus,fieldNumber,individualCount,relatedCatalogItem,previousCatalogNumber,NM_MUNICIP,CD_GEOCMU
-45.8400001525879,-23.5300006866455,"9",2020-11-04 11:14:56-03,ESALQ,ESA,"118662",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Myrcia,laxiflora,Myrcia laxiflora,Cambess.,"Lima, D.F.","Costa, R.A.","45.0","2007","07","01",NA,Brasil,São Paulo,NA,NA,NA,ESA118662,NA,-45.8400001525879,-23.5300006866455,Salesópolis,"18032",auto,NA,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-45.8400001525879,-23.5300006866455,"13",2020-11-04 11:14:56-03,ESALQ,ESA,"118660",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Myrcia,laxiflora,Myrcia laxiflora,Cambess.,"Lima, D.F.","Nicolau, S.A.","3313.0","2007","07","01",NA,Brasil,São Paulo,NA,NA,NA,ESA118660,NA,-45.8400001525879,-23.5300006866455,Salesópolis,"18032",auto,NA,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-45.183333,-23.4,"16",2021-03-01 16:36:40-03,UNICAMP,UEC,"200197",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,laxiflora,Myrcia laxiflora,Cam.,"Meireles, LD","Padgurschi, MCG; Belinello, R",M1237,"2009",NA,NA,NA,Brazil,São Paulo,Parque Estadual da Serra do Mar,NA,Parcela M - Projeto Biota-FAPESP. Árvore com 12 metros de altura. Frequência da espécie na parcela: n=6,UEC177742,NA,-45.183333,-23.4,São Luiz do Paraitinga,NA,NA,NA,"2016","990","1045",NA,"-45.183333","-23.4",NA,NA,NA,NA,NA,NA,NA,NATIVIDADE DA SERRA,"3532306"
-45.183333,-23.4,"17",2021-03-01 16:36:40-03,UNICAMP,UEC,"200457",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,laxiflora,Myrcia laxiflora,Cam.,"Meireles, LD","Pereira, LS; Belinello, R; Gomes, JAMA",N1388,"2007","12",NA,NA,Brazil,São Paulo,Parque Estadual da Serra do Mar,NA,"Parcela N - Projeto Biota-FAPESP. Árvore com 6 metros de altura. Frequência da espécie na parcela: n=2; Mata Atlântica",UEC157995,UEC157995,-45.183333,-23.4,São Luiz do Paraitinga,NA,NA,NA,"2017","990","1045",NA,"-45.183333","-23.4",NA,NA,NA,NA,NA,NA,NA,NATIVIDADE DA SERRA,"3532306"
-45.8400001525879,-23.5300006866455,"18",2021-03-01 16:36:40-03,UNICAMP,UEC,"182750",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,laxiflora,Myrcia laxiflora,Cam.,"Sobral, M","Shirasuna, RT; Simão-Bianchini, R; Rossi, L; Kiyama, CY","37","1994","09","05",NA,Brazil,São Paulo,Estação Biológica de Boracéia. Estrada para a barragem da SABESPno rio Guaratuba.,NA,"Árvore, 4m alt. Frutos imaturos verdes bem claro.",UEC020426,UEC020426,-45.8400001525879,-23.5300006866455,Salesópolis,"18032",auto,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-45.8400001525879,-23.5300006866455,"19",2021-03-01 16:36:40-03,UNICAMP,UEC,"18750",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,laxiflora,Myrcia laxiflora,Cam.,"Sobral, M","Shirasuna, RT; Simão-Bianchini, R; Rossi, L; Kiyama, CY","37","1994","09","05",NA,Brazil,São Paulo,Estação Biológica de Boracéia. Estrada para a barragem da SABESPno rio Guaratuba.,NA,"Árvore, 4m alt. Frutos imaturos verdes bem claro.",UEC020426,UEC020426,-45.8400001525879,-23.5300006866455,Salesópolis,"18032",auto,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-46.310001373291,-23.5400009155273,"61",2020-12-11 11:39:26-03,UFMG,BHCB,"113284",PreservedSpecimen,Plantae,Dicotyledon,NA,Myrtaceae,Myrcia,laxiflora,Myrcia laxiflora,Cambess.,NA,"Sugiyama, M; Neto, EM","1393","1996","01","30",Southern America,Brasil,São Paulo,"Área da Companhia Suzano de Papel e Celulose, Capoeira.",NA,"Árvore, 2,0m alt., botões verdes.",BHCB012847,BHCB012847,-46.310001373291,-23.5400009155273,Suzano,"22625",auto,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SUZANO,"3552502"
-46.310001373291,-23.5400009155273,"67",2021-02-11 17:20:44-03,UFPR,UPCB,"94398",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Myrcia,laxiflora,Myrcia laxiflora,Cambess.,"Lima, D.F.","Sugiyama, M. | Mariano Neto, E.","1393","1996","01","30",NA,Brasil,São Paulo,Área da Cia Suzano de Papel e Celulose,NA,"Árvore 2m alt., botões verdes, capoeira",UPCB0042449,UPCB0042449,-46.310001373291,-23.5400009155273,Suzano,"22625",auto,NA,"2016",NA,NA,"06",NA,NA,NA,NA,NA,NA,NA,NA,NA,SUZANO,"3552502"
-46.6300010681152,-23.5400009155273,"69",2021-02-11 17:20:44-03,UFPR,UPCB,"94397",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Myrcia,laxiflora,Myrcia laxiflora,Cambess.,"Lima, D.F.","Hoehne, F.C.",(s.n.),"1931","08","10",NA,Brasil,São Paulo,Nativa no Jardim Botânico,NA,Árvore com flores alvas,UPCB0042450,UPCB0042450,-46.6300010681152,-23.5400009155273,São Paulo,"53584",auto,NA,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"70",2021-02-11 17:20:44-03,UFPR,UPCB,"94386",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Myrcia,laxiflora,Myrcia laxiflora,Cambess,"Kawasaki, M.L.","Jung, S.L. | De Grande D.A. | Lopes, E.A. | De Castro C.E.F.","200","1977","11","14",NA,Brasil,São Paulo,Parque Estadual das Fontes do Ipiranga,NA,"Ca. 4,5m de altura. Flores com corola branca, calice verde e estames brancos",UPCB0043194,UPCB0043194,-46.6300010681152,-23.5400009155273,São Paulo,"53584",auto,NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
