X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,occurrenceRemarks,locality,minimumElevationInMeters,maximumElevationInMeters,recordNumber,phylum,order,continentOcean,preparationType,coordinatePrecision,geoFlag,class,relationshipType,relatedCatalogItem,individualCount,fieldNumber,typeStatus,NM_MUNICIP,CD_GEOCMU
-46.63,-23.5403,"9",2021-03-15 16:37:00-03,NY,NYBG,"374973",PreservedSpecimen,Plantae,Sapotaceae,Chrysophyllum,viride,Chrysophyllum viride,Mart. & Eichler,J. V. Monachino,F. Lopes,"1946","08","17",Brazil,São Paulo,Sao Paulo,-46.63,-23.5403,NA,NA,NY00374973,NY00374973_01,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=85449' target='other'> <mi>dwc_moreinfo</mi></a>,In the wood of Serra da Cantareira,NA,NA,"2649",Magnoliophyta,Ericales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.34875,-24.03041,"39",2020-11-04 11:19:37-03,ESALQ,ESA,"128164",PreservedSpecimen,Plantae,Sapotaceae,Chrysophyllum,viride,Chrysophyllum viride,NA,"Ivanauskas, N.M. & Souza, V.C.","Virillo, C.B.","2013","03","31",Brasil,São Paulo,Tapiraí,-47.34875,-24.03041,"-47.34875","-24.03041",ESA128164,ESA128164,"2013","04","23",reg,Reserva Particular da Votorantim (CBA). UHE Barra Trilha da Vila dos Moradores em direção à Caixa d#?#água (aprox. 2km). Floresta Ombrófila Densa,NA,NA,"126.0",Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIRACATU,"3529906"
-47.31605,-24.02022,"40",2020-11-04 11:19:37-03,ESALQ,ESA,"123597",PreservedSpecimen,Plantae,Sapotaceae,Chrysophyllum,viride,Chrysophyllum viride,NA,"Ivanauskas, N.M.","Colletta, G.D. ; Souza, V.C.","2013","04","29",Brasil,São Paulo,Tapiraí,-47.31605,-24.02022,"-47.31605","-24.02022",ESA123597,ESA123597,"2013","04","29","Árvore, 4","Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores. Floresta Ombrófila Densa com perturbação antrópica.(presença de exóticas como nêspera, Citrus, araucária).","480","480","985.0",Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIRACATU,"3529906"
-47.9199981689453,-24.3799991607666,"50",2020-11-04 11:19:37-03,ESALQ,ESA,"52070",PreservedSpecimen,Plantae,Sapotaceae,Chrysophyllum,viride,Chrysophyllum viride,Mart. & Eichl. Ex M.,NA,"Lima, R.A.F.",NA,NA,NA,Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,ESA052070,NA,NA,NA,NA,no sub-bosque,Parcela permanente - Parque Estadual de Carlos Botelho,"400","400","511.0",Magnoliophyta,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"51",2020-11-04 11:19:37-03,ESALQ,ESA,"109886",PreservedSpecimen,Plantae,Sapotaceae,Chrysophyllum,viride,Chrysophyllum viride,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,ESA109886,NA,NA,NA,NA,NA,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,NA,NA,"30326.0",Magnoliophyta,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"52",2020-11-04 11:19:37-03,ESALQ,ESA,"109467",PreservedSpecimen,Plantae,Sapotaceae,Chrysophyllum,viride,Chrysophyllum viride,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,ESA109467,ESA109467,NA,NA,NA,NA,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,NA,NA,"29201.0",Magnoliophyta,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"53",2020-11-04 11:19:37-03,ESALQ,ESA,"109887",PreservedSpecimen,Plantae,Sapotaceae,Chrysophyllum,viride,Chrysophyllum viride,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,ESA109887,NA,NA,NA,NA,NA,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,NA,NA,"30327.0",Magnoliophyta,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-45.183333,-23.4,"68",2021-03-01 16:41:09-03,UNICAMP,UEC,"200663",S,Plantae,Sapotaceae,Chrysophyllum,viride,Chrysophyllum viride,Mart. & Eichler,NA,"Pereira, LS; Belinello, R; Gomes, JAMA; Rosado, BHP; et al.","2008","12","07",Brazil,São Paulo,São Luiz do Paraitinga,-45.183333,-23.4,"-45.183333","-23.4",UEC158056,UEC158056,"2008",NA,NA,Mata Atlântica,Parque Estadual da Serra do Mar,"990","1045",N711,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NATIVIDADE DA SERRA,"3532306"
-45.183333,-23.4,"69",2021-03-01 16:41:09-03,UNICAMP,UEC,"200136",S,Plantae,Sapotaceae,Chrysophyllum,viride,Chrysophyllum viride,Mart. & Eichler,NA,"Padgurschi, MCG; Belinello, R","2009",NA,NA,Brazil,São Paulo,São Luiz do Paraitinga,-45.183333,-23.4,"-45.183333","-23.4",UEC177780,UEC177780,NA,NA,NA,Parcela M - Projeto Biota-FAPESP. Árvore com 30 metros de altura. Frequência da espécie na parcela: n=27,Parque Estadual da Serra do Mar,"990","1045",M1940,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NATIVIDADE DA SERRA,"3532306"
-47.42,-23.71,"109",2013-04-01 09:16:12-03,IPT,BCTW,"7674",S,Plantae,NA,Chrysophyllum,viride,Chrysophyllum viride,Mart. & Eichler,IPT,NA,NA,NA,NA,Brasil,São Paulo,Piedade,-47.42,-23.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"30307",auto,Magnoliopsida,NA,NA,NA,NA,NA,PIEDADE,"3537800"
-47.42,-23.71,"110",2013-04-01 09:16:12-03,IPT,BCTW,"6811",S,Plantae,NA,Chrysophyllum,viride,Chrysophyllum viride,Mart. & Eichler,NA,NA,NA,NA,NA,Brasil,São Paulo,Piedade,-47.42,-23.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"30307",auto,Magnoliopsida,NA,NA,NA,NA,NA,PIEDADE,"3537800"
-46.6300010681152,-23.5400009155273,"140",2020-12-21 16:44:48-03,MBM,MBM,"158628",PreservedSpecimen,Plantae,Sapotaceae,Chrysophyllum,viride,Chrysophyllum viride,Mart. & Eichl. ex Miq.,"Franco, G.A.D.C.","Rodrigues, A.",NA,NA,NA,Brazil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,MBM158628,MBM158628,NA,NA,NA,NA,Vila Amália,NA,NA,s.n.,NA,NA,Southern America,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
