X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,class,typeStatus,relatedCatalogItem,fieldNumber,individualCount,sex,NM_MUNICIP,CD_GEOCMU
-47.204722,-24.110555,"42",2020-11-04 11:12:03-03,ESALQ,ESA,"128516",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lauraceae,Ocotea,daphnifolia,Ocotea daphnifolia,(Meissn.) Mez,"Baitello, J.B.","Virillo, C.B.","144.0","2013","04","01",NA,Brasil,São Paulo,Tapiraí,"Reserva Particular da Votorantim (CBA). UHE - Trilha da Chaminé, Floresta Ombrófila Densa na beira do ribeirão do veado",-47.204722,-24.110555,"269","269",NA,NA,ESA128516,NA,"-47.204722","-24.110555","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO DE TOLEDO,"3537206"
-46.7799987792969,-24.1800003051758,"45",2020-11-04 11:12:03-03,ESALQ,ESA,"75325",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lauraceae,Ocotea,daphnifolia,Ocotea daphnifolia,(Meissn.) Mez,"Baitello, J.B.","Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","163.0","2001","04","16",NA,Brasil,São Paulo,Itanhaém,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta Ombrófila Densa Baixomontana no entorno do Vale do Rio Mambu. 24o02'51,7S; 46o49'05,7W. 30-100msm.",-46.7799987792969,-24.1800003051758,NA,NA,NA,"Árvore, ca. 5m alt. Cúpula verde, frutos imaturos verdes.",ESA075325,ESA075325,NA,NA,NA,NA,NA,"26998",auto,NA,NA,NA,NA,NA,NA,ITANHAÉM,"3522109"
-47.9199981689453,-24.3799991607666,"50",2020-11-04 11:12:03-03,ESALQ,ESA,"109560",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lauraceae,Ocotea,daphnifolia,Ocotea daphnifolia,(Meissn.) Mez,"Baitello, J.B.","Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29222.0",NA,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,ESA109560,ESA109560,NA,NA,"2008","06",NA,"34059",auto,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.51037,-24.10114,"56",2020-11-04 11:12:03-03,ESALQ,ESA,"128515",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lauraceae,Ocotea,daphnifolia,Ocotea daphnifolia,(Meissn.) Mez,"Baitello, J.B.","Bettinardi, M.L.","7.0","2013","04","01",NA,Brasil,São Paulo,Tapiraí,"Reserva Particular da Votorantim (CBA). UHE da Barra, UHE Alecrim trilha da Chaminé",-47.51037,-24.10114,"265","265",NA,Árvore ca 6m de altura. Presença de domáceas.,ESA128515,NA,"-47.51037","-24.10114","2013","05","02",NA,NA,NA,NA,NA,NA,NA,NA,JUQUIÁ,"3526100"
-45.183333,-23.4,"67",2021-03-01 16:32:36-03,UNICAMP,UEC,"200702",S,Plantae,Magnoliopsida,NA,Lauraceae,Ocotea,daphnifolia,Ocotea daphnifolia,(C.F.W.Meissn.) Mez,"Baitello, JB; Moraes, PLR; Mouzinho, TDB","Pereira, LS; Belinello, R; Gomes, JAMA",N1357,"2007","12",NA,NA,Brazil,São Paulo,São Luiz do Paraitinga,Parque Estadual da Serra do Mar,-45.183333,-23.4,"990","1045",NA,"Parcela N - Projeto Biota-FAPESP. Árvore com 22 metros de altura. Frequência da espécie na parcela: n=2; Mata Atlântica",UEC158094,NA,"-45.183333","-23.4","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NATIVIDADE DA SERRA,"3532306"
-45.945278,-23.330333,"68",2021-03-01 16:32:36-03,UNICAMP,UEC,"161508",S,Plantae,Magnoliopsida,NA,Lauraceae,Ocotea,daphnifolia,Ocotea daphnifolia,(C.F.W.Meissn.) Mez,"Marchiori, NM","Marchiori, NM; Toledo, W; Munhoz, I; Cano, GB; Santos, FC","349","2011","03","11",NA,Brazil,São Paulo,São Luiz do Paraitinga,Parque Estadual.,-45.945278,-23.330333,"999","999",NA,"Material vegetativo. Cerca de 12 m de altura e 3 individuos distribuídos em ilha.; Floresta Ombrófila Densa Montana.",UEC024908,UEC024908,"-45.945278","-23.330333","2011","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,JACAREÍ,"3524402"
-46.818056,-24.047694,"73",2021-03-01 16:32:36-03,UNICAMP,UEC,"121606",S,Plantae,Magnoliopsida,NA,Lauraceae,Ocotea,daphnifolia,Ocotea daphnifolia,(C.F.W.Meissn.) Mez,"Quinet, A","Souza, FM; Duarte, AR; Sampaio, D; Bernhardt, R; Rodrigues, RR; et al.","163","2001","04","16",NA,Brazil,São Paulo,Itanhaém,"Parque Estadual da Serra do Mar, Núcleo Curucutu.",-46.818056,-24.047694,"30","100",NA,"Árvore, ca. 5 m alt. Cúpula verde, frutos imaturos verdes.; Floresta Ombrófila Densa Baixomontana no entorno do Vale do Rio Mambu.",UEC079969,UEC079969,"-46.818056","-24.047694","2006","07","25",NA,NA,NA,NA,NA,NA,NA,NA,ITANHAÉM,"3522109"
-47.851028,-24.169833,"80",2021-03-01 16:32:36-03,UNICAMP,UEC,"179812",S,Plantae,Magnoliopsida,NA,Lauraceae,Ocotea,daphnifolia,Ocotea daphnifolia,(C.F.W.Meissn.) Mez,"Baitello, JB","Bettinardi, ML; Moreno, VS; Girão, VJ; Oliveira, DB; Florido, FG; Braga, DPP","7","2013","04","01",NA,Brazil,São Paulo,Tapiraí,"Reserva Particular da Votorantim (CBA). UHE da Barra, UHE Alecrim trilha da Chaminé.",-47.851028,-24.169833,"265","265",NA,Árvore ca 6m de altura. Presença de domáceas.,UEC021053,UEC021053,"-47.851028","-24.169833","2013","05","02",NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-45.183333,-23.4,"81",2021-03-01 16:32:36-03,UNICAMP,UEC,"200178",S,Plantae,Magnoliopsida,NA,Lauraceae,Ocotea,daphnifolia,Ocotea daphnifolia,(C.F.W.Meissn.) Mez,NA,"Padgurschi, MCG; Belinello, R",M1338,"2009",NA,NA,NA,Brazil,São Paulo,São Luiz do Paraitinga,Parque Estadual da Serra do Mar,-45.183333,-23.4,"990","1045",NA,Parcela M - Projeto Biota-FAPESP. Árvore com 8 metros de altura. Frequência da espécie na parcela: n=12,UEC177723,NA,"-45.183333","-23.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NATIVIDADE DA SERRA,"3532306"
-45.533889,-23.598611,"82",2021-03-01 16:32:36-03,UNICAMP,UEC,"166977",S,Plantae,Magnoliopsida,NA,Lauraceae,Ocotea,daphnifolia,Ocotea daphnifolia,(C.F.W.Meissn.) Mez,"Barbosa, TDM","Stefani, EJF; Belinello, R; Galvão, JC","199","2011","06","28",NA,Brazil,São Paulo,Paraibuna,Parque Estadual da Serra do Mar.,-45.533889,-23.598611,"800","900",NA,"Árvore 10 m.; Mata atlântica.",UEC079955,UEC079955,"-45.533889","-23.598611","2011","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,PARAIBUNA,"3535606"
