X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,scientificNameAuthorship,occurrenceRemarks,barcode,imagecode,class,typeStatus,NM_MUNICIP,CD_GEOCMU
-46.474444,-23.901111,"1",2020-10-01 14:24:03-03,JBB,HEPH,"34137",S,Plantae,Dicotyledon,Myrtales,Myrtaceae,Eugenia,longipetiolata,Eugenia longipetiolata,"Bünger, MO","2012","10","29","Bünger, MO; Moura-Júnior, EG","626","2012","10","29",Southern America,Brasil,São Paulo,Cubatão,"Parque Estadual da Serra do Mar, Núcleo Itutinga-Pilóes, na estrada que leva à portaria do núcleo",-46.474444,-23.901111,"-46.474444","-23.901111","27","27",NA,NA,NA,NA,NA,NA,CUBATÃO,"3513504"
-46.474444,-23.901111,"2",2020-12-11 11:39:10-03,UFMG,BHCB,"161470",PreservedSpecimen,Plantae,Dicotyledon,NA,Myrtaceae,Eugenia,longipetiolata,Eugenia longipetiolata,NA,"2012","12","29","Bünger, MO; Moura-Júnior, EG","626","2012","10","29",Southern America,Brasil,São Paulo,Cubatão,"Parque Estadual da Serra do Mar, Núcleo Itutinga - Pilões. Beira da estrada - estrada que leva à portaria do Núcleo.",-46.474444,-23.901111,"-46.474444","-23.901111","2","2",Mazine,Árvore ca. 15m. Botões imaturos.,BHCB015136,BHCB015136,NA,NA,CUBATÃO,"3513504"
