X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,recordNumber,yearIdentified,monthIdentified,dayIdentified,occurrenceRemarks,typeStatus,continentOcean,preparationType,previousCatalogNumber,phylum,order,coordinatePrecision,geoFlag,class,relatedCatalogItem,individualCount,fieldNumber,sex,NM_MUNICIP,CD_GEOCMU
-46.27,-22.9303,"54",2021-03-15 16:37:00-03,NY,NYBG,"395742",PreservedSpecimen,Plantae,Annonaceae,Rollinia,emarginata,Rollinia emarginata,Schltdl.,P. J. M. Maas,H. de F. Leitão Filho,"1979","11","05",Brazil,São Paulo,Joanópolis,Rodovia para Montes-Verdes,-46.27,-22.9303,NA,NA,NA,NA,NY00395742,NY00395742_01,"10612",NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=361888' target='other'> <mi>dwc_moreinfo</mi></a>,NA,South America,sheet,NA,Magnoliophyta,Magnoliales,NA,NA,NA,NA,NA,NA,NA,JOANÓPOLIS,"3525508"
-46.621883,-23.654505,"71",2021-03-15 16:37:00-03,NY,NYBG,"395732",PreservedSpecimen,Plantae,Annonaceae,Rollinia,emarginata,Rollinia emarginata,Schltdl.,W. Mantovani,L. Gorgatti,"1977","08","24",Brazil,São Paulo,Sao Paulo,"Sao Paulo, Parque do Estado",-46.621883,-23.654505,NA,NA,NA,NA,NY00395732,NY00395732_01,"1",NA,NA,NA,Madeira 212 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=361877' target='other'> <mi>dwc_moreinfo</mi></a>,NA,South America,sheet,NA,Magnoliophyta,Magnoliales,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.618358,-23.646109,"73",2021-03-15 16:37:00-03,NY,NYBG,"395727",PreservedSpecimen,Plantae,Annonaceae,Rollinia,emarginata,Rollinia emarginata,Schltdl.,"P. J. M. Maas; L. Y. T. Westra",F. C. Hoehne,"1931","10","30",Brazil,São Paulo,Sao Paulo,Jardim Botanico,-46.618358,-23.646109,NA,NA,NA,NA,NY00395727,NY00395727_01,"28420",NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=361905' target='other'> <mi>dwc_moreinfo</mi></a>,NA,South America,sheet,NA,Magnoliophyta,Magnoliales,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.621883,-23.654505,"77",2021-03-15 16:37:00-03,NY,NYBG,"395735",PreservedSpecimen,Plantae,Annonaceae,Rollinia,emarginata,Rollinia emarginata,Schltdl.,"P. J. M. Maas; L. Y. T. Westra",F. C. Hoehne,"1931","10","30",Brazil,São Paulo,Sao Paulo,"Sao Paulo, nativa no parque do Estado e Jardim Botánico",-46.621883,-23.654505,NA,NA,NA,NA,NY00395735,NY00395735_01,s.n.,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=361907' target='other'> <mi>dwc_moreinfo</mi></a>,NA,South America,sheet,NA,Magnoliophyta,Magnoliales,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.27,-22.9303,"83",2021-03-15 16:37:00-03,NY,NYBG,"395741",PreservedSpecimen,Plantae,Annonaceae,Rollinia,emarginata,Rollinia emarginata,Schltdl.,P. J. M. Maas,H. de F. Leitão Filho,"1979","11","05",Brazil,São Paulo,Joanópolis,Rodovia para Montes-Verdes,-46.27,-22.9303,NA,NA,NA,NA,NY00395741,NY00395741_01,"10612",NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=361882' target='other'> <mi>dwc_moreinfo</mi></a>,NA,South America,sheet,NA,Magnoliophyta,Magnoliales,NA,NA,NA,NA,NA,NA,NA,JOANÓPOLIS,"3525508"
-46.8800010681152,-23.1800003051758,"334",2020-11-04 10:59:15-03,ESALQ,ESA,"124269",PreservedSpecimen,Plantae,Annonaceae,Annona,emarginata,Annona emarginata,NA,"Bettiol-Neto, J.","Ribeiro, L.P.","2011","02","04",Brasil,São Paulo,Jundiaí,IAC/APTA.,-46.8800010681152,-23.1800003051758,NA,NA,NA,NA,ESA124269,NA,"16.0","2011","03","04",NA,NA,NA,NA,NA,Magnoliophyta,NA,"17840",auto,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.6300010681152,-23.5400009155273,"370",2019-02-15 11:32:50-02,IPA,IPA,"9296",S,Plantae,Annonaceae,Rollinia,emarginata,Rollinia emarginata,Schltdl.,Killip,"Pickel, B.","1941","10","23",Brasil,São Paulo,São Paulo,"Chácara dos Morrinhos, numa cerca(limite com Casa Vere).",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,IPA0009296,NA,"5455","1944","01",NA,Arvoreta. Flores amarelas.,NA,Southern America,NA,NA,Plantae,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"371",2019-02-15 11:32:50-02,IPA,IPA,"9297",S,Plantae,Annonaceae,Rollinia,emarginata,Rollinia emarginata,Schltdl.,"Maas, P.J.M.","Koscinski, M.","1937","09",NA,Brasil,São Paulo,São Paulo,Horto Florestal,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,IPA0009297,NA,s.n.,"2000",NA,NA,NA,NA,Southern America,NA,NA,Plantae,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.481389,-23.425,"519",2019-08-20 10:02:39-03,UNICAMP,UEC,"61344",S,Plantae,Annonaceae,Annona,emarginata,Annona emarginata,(Schltdl.) H.Raines,"Lopes, JC","Gandolfi, S; Leitão Filho, HF; Bezerra, CLF","1984",NA,NA,Brazil,São Paulo,Guarulhos,"Aeroporto Internacional de São Paulo, Sítio 40, nº 5192.",-46.481389,-23.425,"-46.481389","-23.425",NA,NA,UEC072927,UEC072927,"8191","2009","02",NA,"flor, Mata mesófila semidecídua. C/ flor.",NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,GUARULHOS,"3518800"
-46.481389,-23.425,"522",2019-08-20 10:02:39-03,UNICAMP,UEC,"79122",S,Plantae,Annonaceae,Annona,emarginata,Annona emarginata,(Schltdl.) H.Raines,"Lopes, JC","Gandolfi, S; Leitão Filho, HF; Bezerra, CLF",NA,NA,NA,Brazil,São Paulo,Guarulhos,"Aeroporto Internacional de São Paulo, Sítio - 98 Nº 8191.",-46.481389,-23.425,"-46.481389","-23.425",NA,NA,UEC072922,UEC072922,"1484","2009","02",NA,"fruto, Com fruto. Mata mesófila semidecídua.",NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,GUARULHOS,"3518800"
