X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,typeStatus,recordedBy,recordNumber,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,year,month,day,locality,stateProvince,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,phylum,order,scientificNameAuthorship,imagecode,identifiedBy,county,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,class,relatedCatalogItem,infraspecificEpithet,individualCount,minimumDepthInMeters,maximumDepthInMeters,fieldNumber,sex,NM_MUNICIP,CD_GEOCMU
-46.27,-22.9303,"26",2021-03-15 16:37:00-03,NY,NYBG,"396415",PreservedSpecimen,Plantae,Rubiaceae,Chomelia,obtusa,Chomelia obtusa,NA,M. Kuhlmann,"1346",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=238415' target='other'> <mi>dwc_moreinfo</mi></a>,NY00396415,"1946","04","30",Mata da Fazenda Sao Lourenço,São Paulo,-46.27,-22.9303,NA,NA,Magnoliophyta,Gentianales,Cham. & Schltdl.,NA,NA,Joanópolis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JOANÓPOLIS,"3525508"
-46.2700004577637,-22.9300003051758,"626",2020-04-22 16:23:50-03,UFPB,JPB,"54683",PreservedSpecimen,Plantae,Rubiaceae,Chomelia,obtusa,Chomelia obtusa,NA,"Kuhlmann, M; Gonçalves, P","1346",Southern America,Brasil,NA,NA,"; DESC: Arbusto do subosque.",JPB0054683,"1946","04","20",Mata da Faz. São Lourenço.,São Paulo,-46.2700004577637,-22.9300003051758,NA,NA,Angiosperma,Dicotyledon,Cham. & Schltdl.,NA,"Barbosa, MR",Joanopolis,NA,NA,"22329",auto,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JOANÓPOLIS,"3525508"
-46.6300010681152,-23.5400009155273,"1416",2019-11-13 11:29:52-03,USP,SPF,"12586",PreservedSpecimen,Plantae,Rubiaceae,Chomelia,obtusa,Chomelia obtusa,NA,"Hoehne, W",s.n.,NA,Brasil,NA,NA,NA,SPF00012586,"1950","01","17",NA,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,Cham. & Schltdl.,NA,"Hoehne, W",São Paulo,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1768",2021-03-04 15:46:00-03,IF,SPSF,"07453",PreservedSpecimen,Plantae,Rubiaceae,Chomelia,obtusa,Chomelia obtusa,NA,NA,NA,América do Sul,Brasil,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,Vila Amália,SP,-46.6300010681152,-23.5400009155273,NA,NA,Magnoliophyta,Rubiales,NA,NA,NA,São Paulo,NA,NA,"53584",auto,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.5299987792969,-23.6599998474121,"1918",2019-11-21 10:17:36-03,IBt,SP,"5768",S,Plantae,Rubiaceae,Chomelia,obtusa,Chomelia obtusa,NA,"Sugiyama, M",s.n.,NA,Brasil,NA,NA,"Escandente, flor alva, frutos vermelhos",NA,"1921","10","05","E.B. do Alto da Serra de Paranapiacaba, Alto da Serra",São Paulo,-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,Cham. & Schltdl.,NA,"Sugiyama, M",Santo André,NA,NA,"27258",auto,"1985","07","15",NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
