X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,coordinatePrecision,occurrenceRemarks,barcode,geoFlag,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,imagecode,phylum,order,continentOcean,preparationType,recordNumber,class,individualCount,relatedCatalogItem,NM_MUNICIP,CD_GEOCMU
-46.8800010681152,-23.1800003051758,"16",2019-08-20 10:00:46-03,UNICAMP,UEC,"137711",S,Plantae,Orchidaceae,Gomesa,ciliata,Gomesa ciliata,(Lindl.) M.W.Chase & N.H.Williams,"Meneguzzo, TEC","2015",NA,NA,s/ coletor,"2005","03","30",Brazil,São Paulo,Jundiaí,Orquidário do Vico,-46.8800010681152,-23.1800003051758,"17840",Data de floração: 30/03/2005. Material coletado para extração de DNA total.,UEC027371,auto,NA,NA,NA,NA,UEC027371,Liliopsida,NA,NA,NA,s.n.,NA,NA,NA,JUNDIAÍ,"3525904"
-46.6300010681152,-23.5400009155273,"86",2021-03-04 15:42:04-03,IF,SPSF,"44287",PreservedSpecimen,Plantae,Orchidaceae,Alatiglossum,ciliatum,Alatiglossum ciliatum,(Lindl.) Baptista,T.L.P.Laitano,"2010","01","06",T.L.P.Laitano & L.R.S.Guimarães,"2009","09","21",Brasil,SP,São Paulo,Instituto de Botânica,-46.6300010681152,-23.5400009155273,"53584","COLETA: Herbácea epífita.; GEOGRAFIA: Planta encontrada em cafezais em cultivo na coleção do Orquidário Frederico Carlos Hoehne, sob o número P-865.;",NA,auto,NA,NA,NA,NA,NA,Magnoliophyta,Orchidales,América do Sul,NA,"61",Liliopsida,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"118",2019-11-21 10:12:49-03,IBt,SP,"27311",S,Plantae,Orchidaceae,Alatiglossum,micropogon,Alatiglossum micropogon,(Rchb.f.) Baptista,"Laitano, TL","2011",NA,NA,"Loefgren, A","1895","07",NA,Brasil,São Paulo,São Paulo,Em cultivo da Comissão,-46.6300010681152,-23.5400009155273,"53584",NA,SP029895,auto,NA,NA,NA,NA,SP029895,NA,NA,NA,NA,CGG3103,NA,NA,NA,SÃO PAULO,"3550308"
-46.3300018310547,-23.9599990844727,"137",2019-11-21 10:13:17-03,IBt,SP,"27111",S,Plantae,Orchidaceae,Gomesa,ciliata,Gomesa ciliata,(Lindl.) M.W.Chase & N.H.Williams,"Meneguzzo, TEC","2017",NA,NA,"Gehrt, A",NA,NA,NA,Brasil,São Paulo,Santos,"Cultivada em São Paulo, fl. 16/II/1931",-46.3300018310547,-23.9599990844727,"26836",NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,s.n.,NA,NA,NA,SANTOS,"3548500"
