X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,continentOcean,country,barcode,imagecode,year,month,day,stateProvince,county,locality,decimalLongitude,decimalLatitude,coordinatePrecision,occurrenceRemarks,geoFlag,identifiedBy,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,typeStatus,fieldNumber,preparationType,individualCount,class,dayIdentified,order,NM_MUNICIP,CD_GEOCMU
-46.7799987792969,-24.1800003051758,"2",2020-11-04 11:04:44-03,ESALQ,ESA,"75756",PreservedSpecimen,Plantae,Magnoliophyta,Celastraceae,Salacia,mosenii,Salacia mosenii,A.C.Sm.,"Romão, G.O.; Herrerias, C.; Pereira, M.; Zevallos, P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Nave, A.G.; Furlan, E.","659.0",NA,Brasil,ESA075756,ESA075756,"2001","04","16",São Paulo,Itanhaém,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta Ombrófila Densa Baixomontana no entorno do Vale do Rio Mambu. 24o02'51,7S; 46o49'05,7W. 30-100msm.",-46.7799987792969,-24.1800003051758,"26998","Liana, frutos castanho-esverdeados.",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ITANHAÉM,"3522109"
-46.3300018310547,-23.9599990844727,"16",2014-12-31 10:57:00-02,MO,MOBOT,"887221",PreservedSpecimen,Plantae,NA,Celastraceae,Salacia,mosenii,Salacia mosenii,A.C. Sm.,C.W.H. Mosen,Mosén 3355,South America,Brazil,NA,NA,"1875","1","10",São Paulo,Santos,Santos.,-46.3300018310547,-23.9599990844727,"26836",NA,auto,NA,NA,NA,NA,NA,NA,NA,Holotype,NA,NA,"1",NA,NA,NA,SANTOS,"3548500"
-46.3300018310547,-23.9599990844727,"23",2021-02-23 13:22:02-03,MN,R-TIPOS,"74224",PreservedSpecimen,Plantae,NA,Celastraceae,Salacia,mosenii,Salacia mosenii,A.C. Sm.,"Mosén, C.W.H.","3355",NA,Brasil,R000074224,R000074224_001,"1875","01","10",São Paulo,Santos,NA,-46.3300018310547,-23.9599990844727,"26836",NA,auto,"Lombardi, J.A.",NA,NA,NA,NA,"1999","10",Isotypus,NA,NA,NA,NA,NA,NA,SANTOS,"3548500"
