X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,occurrenceRemarks,barcode,class,order,typeStatus,relatedCatalogItem,imagecode,county,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,identifiedBy,yearIdentified,minimumElevationInMeters,maximumElevationInMeters,verbatimLongitude,verbatimLatitude,individualCount,monthIdentified,dayIdentified,NM_MUNICIP,CD_GEOCMU
-45.183333,-23.4,"5",2021-03-01 16:38:38-03,UNICAMP,UEC,"200651",S,Plantae,Magnoliopsida,Proteaceae,Euplassa,hoehnei,Euplassa hoehnei,Sleumer,"Pereira, LS; Belinello, R; Gomes, JAMA",N762,"2007","12",NA,NA,Brazil,São Paulo,Parque Estadual da Serra do Mar,"Parcela N - Projeto Biota-FAPESP. Árvore com 6 metros de altura. Frequência da espécie na parcela: n=1; Mata Atlântica",UEC158012,NA,NA,NA,NA,UEC158012,São Luiz do Paraitinga,-45.183333,-23.4,NA,NA,"Tamashiro, JY","2008","990","1045","-45.183333","-23.4",NA,NA,NA,NATIVIDADE DA SERRA,"3532306"
-46.6300010681152,-23.5400009155273,"7",2020-12-21 16:42:07-03,MBM,MBM,"41838",PreservedSpecimen,Plantae,NA,Proteaceae,Euplassa,hoehnei,Euplassa hoehnei,Sleumer,"Hoehne, F.C.",s.n.,"1934","10","18",Southern America,Brazil,São Paulo,Jardim Botânico,"árvore da mata, flores amarelas.; Árvore, flores amarelas.; Mata.",MBM041838,NA,NA,ISOTYPE,NA,MBM041838,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"8",2020-12-21 16:42:07-03,MBM,MBM,"106909",PreservedSpecimen,Plantae,NA,Proteaceae,Euplassa,hoehnei,Euplassa hoehnei,Sleumer,"Hoehne, W.",s.n.,NA,NA,NA,Southern America,Brazil,São Paulo,Parque do Estado,NA,MBM106909,NA,NA,NA,NA,MBM106909,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,"Hoehne, W.",NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"9",2020-09-12 05:00:02-03,US,US,"3294226",PreservedSpecimen,Plantae,NA,Proteaceae,Euplassa,hoehnei,Euplassa hoehnei,Sleumer,W. Hoehne,s.n.,"1951","10","5",South America - Neotropics,Brazil,São Paulo,Parque do Estado.,NA,US01333301,Dicotyledonae,Proteales,NA,NA,US01333301_01,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,"1",NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"10",2020-09-12 05:00:02-03,US,US,"2427722",PreservedSpecimen,Plantae,NA,Proteaceae,Euplassa,hoehnei,Euplassa hoehnei,Sleumer,O. Handro,"982","1961","10","27",South America - Neotropics,Brazil,São Paulo,Nativa do Jardim Botânico,NA,US01333302,Dicotyledonae,Proteales,NA,NA,US01333302_01,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,"1",NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"12",2020-09-12 05:00:02-03,US,US,"2580094",PreservedSpecimen,Plantae,NA,Proteaceae,Euplassa,hoehnei,Euplassa hoehnei,Sleumer,O. Handro,"982","1961","10","27",South America - Neotropics,Brazil,São Paulo,Nativa no Jardim Botânico,NA,US01333303,Dicotyledonae,Proteales,NA,NA,US01333303_01,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,"1",NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"13",2020-09-12 05:00:02-03,US,US,"2757918",PreservedSpecimen,Plantae,NA,Proteaceae,Euplassa,hoehnei,Euplassa hoehnei,Sleumer,O. Handro,"982","1961","10","27",South America - Neotropics,Brazil,São Paulo,Nativa no Jardim Botânico.,"Fragment removed from palinological work. A.G. Walker, 8/87.",US01333304,Dicotyledonae,Proteales,NA,NA,US01333304_01,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,"1",NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"16",2019-11-13 11:29:33-03,USP,SPF,"71778",PreservedSpecimen,Plantae,NA,Proteaceae,Euplassa,hoehnei,Euplassa hoehnei,Sleumer,"Handro, O","982","1961","10","27",NA,Brasil,São Paulo,Jardim Botânico de São Paulo,NA,SPF00071778,NA,NA,NA,NA,NA,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,"Handro, O","1961",NA,NA,NA,NA,NA,"10",NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"17",2019-11-13 11:29:33-03,USP,SPF,"13835",PreservedSpecimen,Plantae,NA,Proteaceae,Euplassa,hoehnei,Euplassa hoehnei,Sleumer,"Hoehne, W",s.n.,"1951","10","05",NA,Brasil,São Paulo,Parque do Estado,NA,SPF00013835,NA,NA,NA,NA,NA,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,"Hoehne, W",NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"18",2019-10-07 09:23:39-03,UEFS,HUEFS,"15597",PreservedSpecimen,Plantae,Angiospermae,Proteaceae,Euplassa,hoehnei,Euplassa hoehnei,Sleumer,"Hoehne, W.",SPF13835,"1951","10","05",NA,Brasil,São Paulo,NA,NA,HUEFS0015597,Proteanae,Proteales,NA,NA,HUEFS0015597,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
