X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,year,month,day,infraspecificEpithet,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,class,minimumElevationInMeters,maximumElevationInMeters,fieldNumber,individualCount,relatedCatalogItem,previousCatalogNumber,NM_MUNICIP,CD_GEOCMU
-46.63,-23.5403,"1",2021-03-15 16:37:00-03,NY,NYBG,"431776",PreservedSpecimen,Plantae,Magnoliophyta,Malpighiales,Malpighiaceae,Banisteria,patens,Banisteria patens,Griseb.,isotype,F. Sellow,"5823",South America,Brazil,São Paulo,Sao Paulo,Sao Paulo,-46.63,-23.5403,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=593815' target='other'> <mi>dwc_moreinfo</mi></a>,NY00431776,NY00431776_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.7799987792969,-24.1800003051758,"18",2020-11-04 11:12:42-03,ESALQ,ESA,"75750",PreservedSpecimen,Plantae,Magnoliophyta,NA,Malpighiaceae,Heteropterys,patens,Heteropterys patens,(Griseb.) A.Juss.,NA,"Romão, G.O.; Herrerias, C.; Pereira, M.; Zevallos, P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Nave, A.G.; Furlan, E.","653.0",NA,Brasil,São Paulo,Itanhaém,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta Ombrófila Densa Baixomontana no entorno do Vale do Rio Mambu. 24o02'51,7S; 46o49'05,7W. 30-100msm.",-46.7799987792969,-24.1800003051758,NA,"Liana, botões amarelo-ferrugíneos, elaióforos verdes.",ESA075750,ESA075750,"2019","2001","04","16",NA,NA,NA,NA,NA,NA,"26998",auto,NA,NA,NA,NA,NA,NA,NA,ITANHAÉM,"3522109"
-46.5299987792969,-23.6599998474121,"115",2019-11-21 10:08:54-03,IBt,SP,"8371",S,Plantae,NA,NA,Malpighiaceae,Heteropterys,patens,Heteropterys patens acuminata,Nied.,Lectotype,"Gehrt, A",s.n.,NA,Brasil,São Paulo,Santo André,"Alto da Serra, descida da Serra Velha",-46.5299987792969,-23.6599998474121,NA,Trepadeira de flor amarela,SP000243,SP000243,"Niedenzu, F","1923","05","08",acuminata,"1928",NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
