X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,coordinatePrecision,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,geoFlag,phylum,imagecode,continentOcean,verbatimLongitude,verbatimLatitude,order,fieldNumber,preparationType,class,individualCount,NM_MUNICIP,CD_GEOCMU
-46.6300010681152,-23.5400009155273,"4",2020-06-29 11:30:48-03,UFRJ,RFA,"20451",PreservedSpecimen,Plantae,Gesneriaceae,Nematanthus,sericeus,Nematanthus sericeus,(Hanst.) Chautems,Hinoohitz L. K. R.,"2016","04","04",P. Occhioni,"9171","1980","11","13",Brasil,São Paulo,São Paulo,"Serra Bocaina, Parque Nacional.",-46.6300010681152,-23.5400009155273,"53584","1700","1700","25, 30cm de altura, flor escarlate, rara.",RFA40832,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-45.439998626709,-23.3700008392334,"42",2019-11-21 10:07:00-03,IBt,SP,"205253",S,Plantae,Gesneriaceae,Nematanthus,sericeus,Nematanthus sericeus,(Hanst.) Chautems,NA,NA,NA,NA,"Barros, F","1235","1985","12","14",Brasil,São Paulo,Natividade da Serra,NA,-45.439998626709,-23.3700008392334,"28529",NA,NA,NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NATIVIDADE DA SERRA,"3532306"
