X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,phylum,order,continentOcean,preparationType,coordinatePrecision,geoFlag,class,relatedCatalogItem,infraspecificEpithet,fieldNumber,individualCount,typeStatus,NM_MUNICIP,CD_GEOCMU
-46.740798,-23.374672,"9",2021-03-15 16:37:00-03,NY,NYBG,"387044",PreservedSpecimen,Plantae,Erythroxylaceae,Erythroxylum,cuneifolium,Erythroxylum cuneifolium,(Mart.) O.E.Schulz,T. C. Plowman,NA,NA,NA,W. Hoehne,"1904","1945","10","22",Brazil,São Paulo,Caieiras,Sao Paulo. Caieiras,-46.740798,-23.374672,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=463287' target='other'> <mi>dwc_moreinfo</mi></a>,NY00387044,NY00387044_01,Magnoliophyta,Malpighiales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,CAIEIRAS,"3509007"
-46.7200012207031,-23.3199996948242,"242",2020-01-20 14:40:26-03,UPM,MACK,"2924",PreservedSpecimen,Plantae,Erythroxylaceae,Erythroxylum,cuneifolium,Erythroxylum cuneifolium,(Mart.) O.E.Schulz,Morcies,"2017",NA,NA,G. Amole,"4","2015","10","02",Brasil,SP,Franco da Rocha,Parque Estadual do Juquery,-46.7200012207031,-23.3199996948242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12135",auto,NA,NA,NA,NA,NA,NA,FRANCO DA ROCHA,"3516408"
-46.8800010681152,-23.1800003051758,"598",2020-12-21 16:23:48-03,MBM,MBM,"54585",PreservedSpecimen,Plantae,Erythroxylaceae,Erythroxylum,cuneifolium,Erythroxylum cuneifolium,(Mart.) O.E. Schulz,"Plowman, T.",NA,NA,NA,"Leitão Filho, H.F.; et al.; et al.","287","1976","01","21",Brazil,São Paulo,Jundiaí,Serra do Japi,-46.8800010681152,-23.1800003051758,NA,NA,NA,NA,NA,MBM054585,MBM054585,NA,NA,Southern America,NA,"17840",auto,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.7400016784668,-23.3600006103516,"988",2020-09-12 05:00:02-03,US,US,"3066993",PreservedSpecimen,Plantae,Erythroxylaceae,Erythroxylum,cuneifolium,Erythroxylum cuneifolium,(Mart.) O.E. Schulz,NA,NA,NA,NA,W. Hoehne,"1904","1945","10","22",Brazil,São Paulo,Caieiras,NA,-46.7400016784668,-23.3600006103516,NA,NA,NA,NA,NA,US01855335,US01855335_01 US01855335_02,NA,Linales,South America - Neotropics,NA,"9448",auto,Dicotyledonae,NA,NA,NA,"1",NA,CAIEIRAS,"3509007"
-46.5400009155273,-22.9500007629395,"1004",2020-09-12 05:00:02-03,US,US,"2483477",PreservedSpecimen,Plantae,Erythroxylaceae,Erythroxylum,cuneifolium,Erythroxylum cuneifolium,(Mart.) O.E. Schulz,NA,NA,NA,NA,J. R. de Mattos & N. F. Mattos,"8398","1960","9","24",Brazil,São Paulo,Bragança Paulista,14.6km W ao longo da estrada da Bragança Paulista.,-46.5400009155273,-22.9500007629395,NA,NA,"2",NA,NA,US01855359,US01855359_01 US01855359_02,NA,Linales,South America - Neotropics,NA,"17597",auto,Dicotyledonae,NA,NA,NA,"1",NA,BRAGANÇA PAULISTA,"3507605"
-46.7400016784668,-23.3600006103516,"1060",2019-11-13 11:19:36-03,USP,SPF,"13243",PreservedSpecimen,Plantae,Erythroxylaceae,Erythroxylum,cuneifolium,Erythroxylum cuneifolium,(Mart.) O.E.Schulz,"Plowman, TC","1986",NA,NA,"Hoehne, W","1904","1945","10","22",Brasil,São Paulo,Caieiras,NA,-46.7400016784668,-23.3600006103516,NA,NA,NA,NA,NA,SPF00013243,NA,NA,NA,NA,NA,"9448",auto,NA,NA,NA,NA,NA,NA,CAIEIRAS,"3509007"
-46.5400009155273,-22.9500007629395,"1510",2019-11-01 14:57:17-03,UnB,UB,"82",PreservedSpecimen,Plantae,Erythroxylaceae,Erythroxylum,cuneifolium,Erythroxylum cuneifolium,(Mart.) O.E. Schulz,"Plowman, TC",NA,NA,NA,"Mattos, JR; Mattos, NF","8398","1960","09","24",Brasil,São Paulo,Bragança Paulista,"14,6 Km W ao longo de Bragança Paulista",-46.5400009155273,-22.9500007629395,NA,NA,NA,NA,"Flor branco-esverdeado; Cerrado degradado.",NA,NA,Dicotyledoneae,NA,Southern America,NA,"17597",auto,NA,NA,NA,NA,NA,NA,BRAGANÇA PAULISTA,"3507605"
-47.4500007629395,-23.5,"1527",2019-10-03 10:03:34-03,UFSCar,SORO,"2449",PreservedSpecimen,Plantae,Erythroxylaceae,Erythroxylum,cuneifolium,Erythroxylum cuneifolium,(Mart.) O.E.Schulz,NA,NA,NA,NA,"Kortz, A.R.; Koch, I.","378","2009","02","03",Brasil,São Paulo,Sorocaba,"campus UFSCar - Sorocaba, fragmento 4",-47.4500007629395,-23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17154",auto,NA,NA,NA,NA,NA,NA,SOROCABA,"3552205"
-47.4500007629395,-23.5,"1530",2019-10-03 10:03:34-03,UFSCar,SORO,"60",PreservedSpecimen,Plantae,Erythroxylaceae,Erythroxylum,cuneifolium,Erythroxylum cuneifolium,(Mart.) O.E.Schulz ,NA,NA,NA,NA,"Kortz, A. R.; Cardoso-Leite, E.; Casali, M.F.; Coelho,S.;Koch, I.; Pereira, G.H.S.; Santos, P.C.F.","68","2007","09","15",Brasil,São Paulo,Sorocaba,campus UFSCar - Sorocaba,-47.4500007629395,-23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17154",auto,NA,NA,NA,NA,NA,NA,SOROCABA,"3552205"
-47.4500007629395,-23.5,"1531",2019-10-03 10:03:34-03,UFSCar,SORO,"6358",PreservedSpecimen,Plantae,Erythroxylaceae,Erythroxylum,cuneifolium,Erythroxylum cuneifolium,(Mart.) O.E. Schulz,P.H. Gaem,"2018","10","10",NA,"182",NA,NA,NA,Brasil,São Paulo,Sorocaba,"UFSCar, remanescente de cerrado.",-47.4500007629395,-23.5,NA,NA,NA,NA,"Arvoreta de aprox. 3,0 m",NA,NA,NA,NA,NA,NA,"17154",auto,NA,NA,NA,NA,NA,NA,SOROCABA,"3552205"
