X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,recordNumber,coordinatePrecision,occurrenceRemarks,geoFlag,phylum,class,order,individualCount,continentOcean,preparationType,infraspecificEpithet,relationshipType,relatedCatalogItem,fieldNumber,previousCatalogNumber,typeStatus,NM_MUNICIP,CD_GEOCMU
-46.724373,-23.565521,"10",2021-03-15 16:37:00-03,NY,NYBG,"482498",PreservedSpecimen,Plantae,Orchidaceae,Gomesa,longipes,Gomesa longipes,(Lindl.) M.W.Chase & N.H.Williams,NA,NA,NA,NA,F. C. Hoehne,"1917","10","16",Brazil,São Paulo,Sao Paulo,Butantan,-46.724373,-23.565521,NA,NA,NA,NA,NY00482498,NY00482498_01,"518",NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=760435' target='other'> <mi>dwc_moreinfo</mi></a>,NA,Magnoliophyta,NA,Asparagales,NA,South America,sheet,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.5499992370605,-23.1100006103516,"83",2019-08-20 10:00:46-03,UNICAMP,UEC,"142572",S,Plantae,Orchidaceae,Gomesa,uniflora,Gomesa uniflora,(Booth ex Lindl.) M.W.Chase & N.H.Williams,"Meneguzzo, TEC","2015",NA,NA,"Faria, AD; Pansarin, ER","2005","07",NA,Brazil,São Paulo,Atibaia,NA,-46.5499992370605,-23.1100006103516,NA,NA,NA,NA,UEC034523,UEC034523,s.n.,"21675","Epífita, cultivada em casa de vegetação e prensada com flor em julho de 2005.",auto,Liliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ATIBAIA,"3504107"
-46.5499992370605,-23.1100006103516,"84",2019-08-20 10:00:46-03,UNICAMP,UEC,"118845",S,Plantae,Orchidaceae,Gomesa,uniflora,Gomesa uniflora,(Booth ex Lindl.) M.W.Chase & N.H.Williams,"Meneguzzo, TEC","2015",NA,NA,"Borba, EL",NA,NA,NA,Brazil,São Paulo,Atibaia,Grota Funda,-46.5499992370605,-23.1100006103516,NA,NA,NA,NA,UEC027368,UEC027368,"306","21675","Epífita; labelo amarelo com manchas castanhas no istmo e calosidades, sépalas e pétalas castanhas com manchas amarelas.",auto,Liliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ATIBAIA,"3504107"
-46.5499992370605,-23.1100006103516,"85",2021-03-01 16:20:15-03,UNICAMP,UEC,"63172",S,Plantae,Orchidaceae,Gomesa,uniflora,Gomesa uniflora,(Booth ex Lindl.) M.W.Chase & N.H.Williams,"Meneguzzo, TEC","2015",NA,NA,"Bernacci, LC",NA,NA,NA,Brazil,São Paulo,Atibaia,Parque Municipal da Grota Funda.,-46.5499992370605,-23.1100006103516,NA,NA,"900","1400",UEC017577,UEC017577,"28437","21675","Epífita ca. 0,1-0,15 m alt. flores amareladas, uma ou 2 por inflorescência.; Mata mesófila de altitude com afloramentos rochosos no interior ou expostos.",auto,Liliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ATIBAIA,"3504107"
-46.8800010681152,-23.1800003051758,"87",2019-08-20 10:00:46-03,UNICAMP,UEC,"137629",S,Plantae,Orchidaceae,Gomesa,uniflora,Gomesa uniflora,(Booth ex Lindl.) M.W.Chase & N.H.Williams,"Meneguzzo, TEC","2015",NA,NA,s/ coletor,"2004","10",NA,Brazil,São Paulo,Jundiaí,Orquidário do Vico,-46.8800010681152,-23.1800003051758,NA,NA,NA,NA,UEC027370,UEC027370,s.n.,"17840",Data: flores em 10/2004. Coletado material para extração de DNA total.,auto,Liliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.8800010681152,-23.1800003051758,"88",2019-08-20 10:00:46-03,UNICAMP,UEC,"116192",S,Plantae,Orchidaceae,Gomesa,uniflora,Gomesa uniflora,(Booth ex Lindl.) M.W.Chase & N.H.Williams,"Meneguzzo, TEC","2015",NA,NA,"Pansarin, ER","2000","10","09",Brazil,São Paulo,Jundiaí,"Serra do Japi, Sentido bairro Eloy Chaves, próximo à represa do DAE.",-46.8800010681152,-23.1800003051758,NA,NA,NA,NA,UEC027364,UEC027364,"725","17840",NA,auto,Liliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.8800010681152,-23.1800003051758,"89",2019-08-20 10:00:46-03,UNICAMP,UEC,"132318",S,Plantae,Orchidaceae,Gomesa,uniflora,Gomesa uniflora,(Booth ex Lindl.) M.W.Chase & N.H.Williams,"Meneguzzo, TEC","2015",NA,NA,"Pansarin, ER","2003","11","19",Brazil,São Paulo,Jundiaí,"Serra do Japi, Sentido bairro Eloy Chaves, próximo à represa do DAE.",-46.8800010681152,-23.1800003051758,NA,NA,NA,NA,UEC027363,UEC027363,"1103","17840",NA,auto,Liliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.6300010681152,-23.5400009155273,"290",2021-03-04 15:42:04-03,IF,SPSF,"44293",PreservedSpecimen,Plantae,Orchidaceae,Alatiglossum,croesus,Alatiglossum croesus,(Rchb. f.) Baptista,NA,NA,NA,NA,T.L.P.Laitano,NA,NA,NA,Brasil,SP,São Paulo,Instituto de Botânica,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"67","53584","COLETA: Herbácea epífita, sépalas e pétalas castanho escuras, labelo amarelo com uma mácula vinácea no disco.; GEOGRAFIA: Planta originária de sementeira do Orquidário Colibri.&nf;Florida em 10/11/2006;",auto,Magnoliophyta,Liliopsida,Orchidales,NA,América do Sul,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.33,-23.96,"310",2017-09-11 17:12:07-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,Orchidaceae,Oncidium,longipes,Oncidium longipes,Lindl.,NA,NA,NA,NA,"Burchell, WJ",NA,NA,NA,Brazil,São Paulo,Santos,prope Santos,-46.33,-23.96,NA,NA,NA,NA,NA,P03P6N0063,"3053","26836",NA,auto,NA,NA,NA,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,SANTOS,"3548500"
-46.5299987792969,-23.6599998474121,"394",2019-11-21 10:13:20-03,IBt,SP,"163933",S,Plantae,Orchidaceae,Gomesa,uniflora,Gomesa uniflora,(Booth ex Lindl.) M.W.Chase & N.H.Williams,"Handro, O","1971","01",NA,"Handro, O","1971","01","22",Brasil,São Paulo,Santo André,"E.B. do Alto da Serra de Paranapiacaba, via férrea São Paulo-Santos",-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,NA,NA,"2159","27258","Epífita na mata úmida, pseudobulbos unidos ou bifoliados",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
