X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,dayIdentified,class,relatedCatalogItem,fieldNumber,individualCount,NM_MUNICIP,CD_GEOCMU
-46.6300010681152,-23.5400009155273,"113",2019-07-26 11:41:07-03,IPA,IPA,"42109",S,Plantae,Plantae,NA,Rhamnaceae,Reissekia,smilacina,Reissekia smilacina,Endl.,"Hoehne, W.","Hoehne, W.","42109","1944","06","13",Southern America,Brasil,São Paulo,São Paulo,Parque do Estado de São Paulo.,-46.6300010681152,-23.5400009155273,NA,Hábito: trepadeira,IPA0042109,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"125",2021-03-01 16:38:46-03,UNICAMP,UEC,"106715",S,Plantae,Magnoliopsida,NA,Rhamnaceae,Reissekia,smilacina,Reissekia smilacina,Endl.,NA,"Hoehne, W",SPF11300,"1944","06","13",NA,Brazil,São Paulo,São Paulo,Parque do Estado,-46.6300010681152,-23.5400009155273,NA,Trepadeira.,UEC171946,UEC171946,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"170",2020-12-21 16:42:36-03,MBM,MBM,"91573",PreservedSpecimen,Plantae,NA,NA,Rhamnaceae,Reissekia,smilacina,Reissekia smilacina,Endl.,"Hoehne, W.","Hoehne, W.",s.n.,NA,NA,NA,Southern America,Brazil,São Paulo,São Paulo,Parque do Estado de São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,MBM091573,MBM091573,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"345",2019-11-13 11:29:40-03,USP,SPF,"11300",PreservedSpecimen,Plantae,NA,NA,Rhamnaceae,Reissekia,smilacina,Reissekia smilacina,(Sm.) Steud.,"Hoehne, W","Hoehne, W",s.n.,"1944","06","13",NA,Brasil,São Paulo,São Paulo,Parque do Estado,-46.6300010681152,-23.5400009155273,NA,NA,SPF00011300,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
