X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,recordNumber,year,month,day,verbatimLongitude,occurrenceRemarks,barcode,phylum,monthIdentified,dayIdentified,recordedBy,country,stateProvince,county,decimalLongitude,decimalLatitude,coordinatePrecision,imagecode,geoFlag,locality,minimumElevationInMeters,maximumElevationInMeters,typeStatus,continentOcean,verbatimLatitude,preparationType,class,order,individualCount,NM_MUNICIP,CD_GEOCMU
-47.9199981689453,-24.3799991607666,"3",2020-11-04 11:12:04-03,ESALQ,ESA,"51982",PreservedSpecimen,Plantae,Lauraceae,Ocotea,mosenii,Ocotea mosenii,Mez,"Baitello, J.B.",NA,"404.0",NA,NA,NA,NA,em clareira,ESA051982,Magnoliophyta,NA,NA,"Lima, R.A.F.",Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,"34059",ESA051982,auto,Parcela permanente - Parque Estadual de Carlos Botelho,"400","400",NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"4",2020-11-04 11:12:04-03,ESALQ,ESA,"109606",PreservedSpecimen,Plantae,Lauraceae,Ocotea,mosenii,Ocotea mosenii,NA,"Baitello, J.B.","2008","812.0","2008","05","17",NA,NA,ESA109606,Magnoliophyta,"06",NA,"Lima, R.A.F. ; Ivanauskas, N.M.",Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,"34059",ESA109606,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.1300010681152,-23.2999992370605,"9",2021-03-01 16:32:40-03,UNICAMP,UEC,"70176",S,Plantae,Lauraceae,Ocotea,mosenii,Ocotea mosenii,Mez,"Baitello, JB","1997",s.n.,"1972","05","20",NA,"Árvore, 5m, flores creme. Nativo.",UEC133658,Magnoliopsida,"05","22","Daniel, A",Brazil,São Paulo,Cabreúva,-47.1300010681152,-23.2999992370605,"16877",UEC133658,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CABREÚVA,"3508405"
-46.6300010681152,-23.5400009155273,"14",2020-12-21 16:31:04-03,MBM,MBM,"121169",PreservedSpecimen,Plantae,Lauraceae,Ocotea,conferta,Ocotea conferta,Coe-Teixeira,"Hoehne, W.",NA,"695","1941","08",NA,NA,NA,MBM121169,NA,NA,NA,"Hoehne, W.",Brazil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,"53584",MBM121169,auto,Cidade Jardim,NA,NA,NA,Southern America,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"23",2019-11-13 11:21:13-03,USP,SPF,"13109",PreservedSpecimen,Plantae,Lauraceae,Ocotea,mosenii,Ocotea mosenii,Mez,"Baitello, JB","1997","695","1941","08",NA,NA,NA,SPF00013109,NA,"03","10","Hoehne, W",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,"53584",NA,auto,Cidade Jardim.,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"24",2019-11-13 11:21:13-03,USP,SPF,"115383",PreservedSpecimen,Plantae,Lauraceae,Ocotea,mosenii,Ocotea mosenii,Mez,"Baitello, JB","1997","678","1985","08","23",NA,NA,SPF00115383,NA,"09","02","Coelho, JCR",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,"53584",NA,auto,Parque Morumbi.,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"25",2019-11-13 11:21:13-03,USP,SPF,"13111",PreservedSpecimen,Plantae,Lauraceae,Ocotea,mosenii,Ocotea mosenii,Mez,"Baitello, JB","1997",s.n.,"1934","07","23",NA,NA,SPF00013111,NA,"12","10","Gehrt, A",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,"53584",NA,auto,Pinheiros.,NA,NA,isotype,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.7,-23.583333,"35",2021-03-04 15:44:14-03,IF,SPSF,"22912",PreservedSpecimen,Plantae,Lauraceae,Ocotea,mosenii,Ocotea mosenii,Mez,J.B.Baitello,"1998","571","1994","10","07",NA,"COLETA: XLS: SPSFAntigo&nf;Árvore 15m altura; flores cor amarelo-alaranjada.;",NA,Magnoliophyta,"08","15",S.Aragaki & J.A.Correa,Brasil,SP,São Paulo,-46.7,-23.583333,NA,NA,NA,parque municipal Alfredo Volpi,NA,NA,NA,América do Sul,NA,NA,Magnoliopsida,Laurales,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"39",2020-08-26 10:49:22-03,MCN-FZBRS,HAS,"87615",PreservedSpecimen,Plantae,Lauraceae,Ocotea,conferta,Ocotea conferta,Coe-Teix.,NA,NA,s.n.,"1934","07",NA,NA,"Árvore grande, flores alvacentas. SP33526",HAS0087615,Magnoliophyta,NA,NA,"Gehrt, A.",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,"53584",NA,auto,Pinheiros,NA,NA,Isotypus,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"40",2019-11-21 10:07:28-03,IBt,SP,"22595",S,Plantae,Lauraceae,Ocotea,conferta,Ocotea conferta,Coe-Teix.,"Coe Teixeira, B","1962",s.n.,"1928","08","05",NA,Árvore grande com flores alvas,SP000839,NA,"08","16","Gehrt, A",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,"53584",SP000839,auto,Butantã,NA,NA,Paratype,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"41",2019-11-21 10:07:28-03,IBt,SP,"33526",S,Plantae,Lauraceae,Ocotea,conferta,Ocotea conferta,Coe-Teix.,"Coe Teixeira, B",NA,s.n.,"1934","07","23",NA,"Árvore grande, flores alvascentas",SP000838,NA,NA,NA,"Gehrt, A",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,"53584",SP000838,auto,Pinheiros,NA,NA,Holotype,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"42",2019-11-21 10:07:32-03,IBt,SP,"81317",S,Plantae,Lauraceae,Ocotea,mosenii,Ocotea mosenii,Mez,"Baitello, JB","1999","695","1941","08",NA,NA,NA,SP055219,NA,"08","05","Hoehne, W",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,"53584",SP055219,auto,Cidade Jardim,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
