X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,month,day,county,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,identifiedBy,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,typeStatus,verbatimLongitude,verbatimLatitude,class,infraspecificEpithet,fieldNumber,NM_MUNICIP,CD_GEOCMU
-45.8800010681152,-23.1700000762939,"50",2021-03-01 16:36:28-03,UNICAMP,UEC,"199302",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrceugenia,bracteosa,Myrceugenia bracteosa,(A.DC.) D.Legrand & Kausel,"Furlan, A","518","1988",NA,Brazil,São Paulo,Estrada para São José dos Alpes,NA,"Arbusto, 4m de alt., frutos verdes.",UEC160564,UEC160564,"06","19",São José dos Campos,-45.8800010681152,-23.1700000762939,"1900","1900","Meireles, LD","39297",auto,"2014","05",NA,NA,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-45.883333,-23.266667,"166",2021-03-04 15:45:28-03,IF,SPSF,"47521",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Myrceugenia,bracteosa,Myrceugenia bracteosa,((D.Legrand) & (Kausel) & (DC.),T.E.Barreto,"56","2013",América do Sul,Brasil,SP,Fazenda Prana,NA,"COLETA: Árvore; GEOGRAFIA: FOD Altomontana/PEMCJ - FOM/FOD Altomontana;",NA,NA,"03","25",Campos do Jordão,-45.883333,-23.266667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
