X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,typeStatus,recordedBy,recordNumber,year,continentOcean,country,stateProvince,locality,minimumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,scientificNameAuthorship,maximumElevationInMeters,identifiedBy,month,day,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,class,relatedCatalogItem,fieldNumber,individualCount,infraspecificEpithet,sex,NM_MUNICIP,CD_GEOCMU
-47.4500007629395,-23.5,"353",2019-10-03 10:04:22-03,UFSCar,SORO,"6419",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Psidium,sartorianum,Psidium sartorianum,NA,NA,"185",NA,NA,Brasil,São Paulo,NA,NA,NA,"Arbusto de aprox. 2,0 m; planta cultivada.",NA,NA,(O. Berg) Nied.,NA,P.H. Gaem & A. Tuler,NA,NA,Sorocaba,-47.4500007629395,-23.5,NA,NA,"2018","10","17","17154",auto,NA,NA,NA,NA,NA,NA,SOROCABA,"3552205"
-46.6300010681152,-23.5400009155273,"363",2021-03-04 15:45:38-03,IF,SPSF,"03225",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Psidium,ciliatum,Psidium ciliatum,NA,D.Bento Pickel,NA,"1948",América do Sul,Brasil,SP,Horto Florestal,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,"06","15",São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,"53584",auto,Magnoliopsida,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.1300010681152,-23.5200004577637,"381",2019-11-21 10:12:38-03,IBt,SP,"345393",S,Plantae,NA,NA,Myrtaceae,Psidium,sartorianum,Psidium sartorianum,NA,"Hashimoto, G","17179","1990",NA,Brasil,São Paulo,Porta do Sol.,"870",NA,"Arbusto de capoeira, 3m alt.",NA,NA,(O.Berg) Nied.,"870","Kawasaki, ML","01","27",São Roque,-47.1300010681152,-23.5200004577637,NA,NA,"2000",NA,NA,"15567",auto,NA,NA,NA,NA,NA,NA,SÃO ROQUE,"3550605"
