X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,day,imagecode,order,recordNumber,continentOcean,preparationType,phylum,infraspecificEpithet,typeStatus,coordinatePrecision,geoFlag,class,relatedCatalogItem,individualCount,eventTime,fieldNumber,previousCatalogNumber,NM_MUNICIP,CD_GEOCMU
-46.63,-23.5403,"13",2021-03-15 16:37:00-03,NY,NYBG,"01091725",PreservedSpecimen,Plantae,Cucurbitaceae,Cayaponia,martiana,Cayaponia martiana,(Cogn.) Cogn.,J. F. de Toledo,NA,NA,NA,W. Hoehne,"1941","05",Brazil,São Paulo,São Paulo,Próximo de Anastácio.,-46.63,-23.5403,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1251218' target='other'> <mi>dwc_moreinfo</mi></a>,NY01091725,"20",NY01091725_01,Cucurbitales,s.n.,South America,sheet,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.618358,-23.646109,"18",2021-03-15 16:37:00-03,NY,NYBG,"01091705",PreservedSpecimen,Plantae,Cucurbitaceae,Cayaponia,martiana,Cayaponia martiana,(Cogn.) Cogn.,"V. L. Gomes-Klein; R. Cesar",NA,NA,NA,M. Kuhlmann,"1955","02",Brazil,São Paulo,Sao Paulo,Jardim Botânico.,-46.618358,-23.646109,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1250964' target='other'> <mi>dwc_moreinfo</mi></a>,NY01091705,"01",NY01091705_01,Cucurbitales,"3545",South America,sheet,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.621883,-23.654505,"21",2021-03-15 16:37:00-03,NY,NYBG,"778949",PreservedSpecimen,Plantae,Cucurbitaceae,Cayaponia,martiana,Cayaponia martiana,(Cogn.) Cogn.,V. L. Gomes-Klein,NA,NA,NA,W. Hoehne,"1955","01",Brazil,São Paulo,Sao Paulo,"Capital São Paulo, Parque do Estado.",-46.621883,-23.654505,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=799110' target='other'> <mi>dwc_moreinfo</mi></a>,NY00778949,"28",NY00778949_01,Cucurbitales,s.n.,South America,sheet,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"46",2019-10-09 11:13:31-03,UFBA,ALCB,"60169",PreservedSpecimen,Plantae,Cucurbitaceae,Cayaponia,martiana,Cayaponia martiana,(Cogn.) Cogn.,"Gomes-Klein, VL","2011","11","07","Hoehne, W","1955","01",Brasil,São Paulo,São Paulo,Parque do Estado,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,Escandente n mata.,ALCB035664,"28",ALCB035664,NA,s/n,Southern America,NA,Dicotyledon,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"75",2020-11-04 11:05:29-03,ESALQ,ESA,"78611",PreservedSpecimen,Plantae,Cucurbitaceae,Cayaponia,martiana,Cayaponia martiana,(Cogn.) Cogn.,"Gomes-Klein, V.L.","2014","06","08","Hoehne, W.","1942","05",Brasil,São Paulo,São Paulo,Próximo de Anastácio,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,ESA078611,"20",NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"82",2020-11-04 11:05:29-03,ESALQ,ESA,"52617",PreservedSpecimen,Plantae,Cucurbitaceae,Cayaponia,martiana,Cayaponia martiana,(Cogn.) Cogn.,"Gomes-Klein, V.L.","2014","06","08","Hoehne, W.","1941","05",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,ESA052617,"20",NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.63,-23.54,"86",2015-07-02 14:01:33-03,JBP,HPL,"2564",S,Plantae,Cucurbitaceae,Cayaponia,martiana,Cayaponia martiana,Cogn,H. Lorenzi,"2002","03","15",H. Lorenzi,"2002","03",Brasil,SP,São Paulo,"Coletada no Instituto de Botânica, em beira de mata.",-46.63,-23.54,NA,NA,NA,NA,NA,NA,"15",NA,NA,"3252",NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"116",2019-07-26 11:39:51-03,IPA,IPA,"61337",S,Plantae,Cucurbitaceae,Cayaponia,martiana,Cayaponia martiana,Cogn.,"Gomes-Klein, V.L.","2000",NA,NA,S/C,NA,NA,Brasil,São Paulo,São Paulo,Parque do Estado.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,Escandente na mata.,IPA0061337,NA,NA,NA,"61337",Southern America,NA,Plantae,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"135",2019-11-21 14:33:42-03,UFJF,CESJ,"40667",PreservedSpecimen,Plantae,Curcubitaceae,Cayaponia,martiana,Cayaponia martiana,(Cogn.) Cogn.,V.L. Gomes-Klein,"2000",NA,NA,W. Hoehne,"1955","01",Brasil,São Paulo,São Paulo,Parque do Estado,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,Escandente na mata.,CESJ040667,"28",NA,NA,s.n.,América do Sul,NA,Angiosperma,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"136",2021-04-07 11:42:31-03,UFMS,CGMS,"32922",PreservedSpecimen,Plantae,Cucurbitaceae,Cayaponia,martiana,Cayaponia martiana,(Cogn.) Cogn.,J.F. Toledo,NA,NA,NA,W. Hoehne,"1942","05",Brasil,São Paulo,São Paulo,Próximo de Anastácio.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,CGMS1062312,"20",NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
