X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,dayIdentified,coordinatePrecision,geoFlag,typeStatus,fieldNumber,individualCount,class,relatedCatalogItem,NM_MUNICIP,CD_GEOCMU
-46.680951,-23.621551,"6",2016-09-28 16:25:00-03,NY,NYBG,"477700",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Melastomataceae,Cambessedesia,glaziovii,Cambessedesia glaziovii,NA,W. Hoehne,s.n.,"1948","12","16",South America,Brazil,São Paulo,Sao Paulo,Brooklin Paulista,-46.680951,-23.621551,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=208720' target='other'> <mi>dwc_moreinfo</mi></a>,NY00477700,NY00477700_01,K. F. Rodrigues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"95",2019-11-21 10:09:34-03,IBt,SP,"130268",S,Plantae,NA,NA,Melastomataceae,Cambessedesia,glaziovii,Cambessedesia glaziovii,Cogn. ex A.B.Martins,"Moura, C",s.n.,"1961","01","08",NA,Brasil,São Paulo,São Paulo,Aeroporto de Congonhas,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"Rodrigues, KF",NA,NA,"2011","01",NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
