X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,class,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,year,month,day,continentOcean,country,locality,occurrenceRemarks,barcode,imagecode,recordNumber,stateProvince,county,phylum,identifiedBy,yearIdentified,monthIdentified,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,fieldNumber,preparationType,minimumElevationInMeters,maximumElevationInMeters,typeStatus,individualCount,verbatimLongitude,verbatimLatitude,dayIdentified,NM_MUNICIP,CD_GEOCMU
-46.6300010681152,-23.5400009155273,"7",2021-03-01 16:23:34-03,UNICAMP,UEC,"196529",S,Plantae,NA,NA,Asteraceae,Calea,gentianoides,Calea gentianoides,A.DC.,"Hoehne, W","1942","01","14",NA,Brazil,Pr. São Miguel,Campo seco,UEC139036,UEC139036,s.n.,São Paulo,São Paulo,Magnoliopsida,"Magenta, M","1998","06",-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"30",2019-11-13 11:16:12-03,USP,SPF,"16820",PreservedSpecimen,Plantae,NA,NA,Asteraceae,Calea,gentianoides,Calea gentianoides,DC.,"Joly, AB","1948","12","30",NA,Brasil,NA,NA,SPF00016820,NA,s.n.,São Paulo,São Paulo,NA,"Magenta, MAG","1998","06",-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"31",2019-11-13 11:16:12-03,USP,SPF,"16819",PreservedSpecimen,Plantae,NA,NA,Asteraceae,Calea,gentianoides,Calea gentianoides,DC.,"Joly, AB","1947","04","13",NA,Brasil,NA,NA,SPF00016819,NA,s.n.,São Paulo,São Paulo,NA,"Magenta, MAG","1998","06",-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"32",2019-11-13 11:16:12-03,USP,SPF,"16818",PreservedSpecimen,Plantae,NA,NA,Asteraceae,Calea,gentianoides,Calea gentianoides,DC.,"Semir, J","1968","01","25",NA,Brasil,NA,NA,SPF00016818,NA,s.n.,São Paulo,São Paulo,NA,"Magenta, MAG","1998","06",-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.316667,-23.783333,"38",2017-09-11 16:26:42-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,NA,NA,Asteraceae,Geissopappus,gentianoides,Geissopappus gentianoides,(DC.) Baker,Herb. Imp. Bras.,NA,NA,NA,Southern America,Brazil,Habitat in campis Brasiliae orientalis in prov. S. Paulo,NA,NA,P06P3N0079,"4063",São Paulo,NA,NA,NA,NA,NA,-46.316667,-23.783333,NA,NA,NA,NA,NA,NA,NA,NA,"-46.316667","-23.783333",NA,SANTO ANDRÉ,"3547809"
-46.6300010681152,-23.5400009155273,"40",2019-11-21 10:00:38-03,IBt,SP,"118999",S,Plantae,NA,NA,Asteraceae,Geissopappus,gentianoides,Geissopappus gentianoides,Baker,"Semir, J","1968","01","25",NA,Brasil,Bosque da Saúde,NA,NA,NA,"2315",São Paulo,São Paulo,NA,"Magenta, MAG","1997","03",-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,"03",SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"41",2019-11-21 10:00:38-03,IBt,SP,"201",S,Plantae,NA,NA,Asteraceae,Geissopappus,gentianoides,Geissopappus gentianoides,Baker,"Hoehne, FC","1917","06","08",NA,Brasil,Butantan,NA,NA,NA,s.n.,São Paulo,São Paulo,NA,"Hoehne, FC",NA,NA,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"42",2021-03-11 09:39:33-03,IBt,SP,"1023",S,Plantae,NA,NA,Asteraceae,Geissopappus,gentianoides,Geissopappus gentianoides,Baker,"Hoehne, FC","1917","12","07",NA,Brasil,Butantan,NA,NA,NA,s.n.,São Paulo,São Paulo,NA,"Gehrt, A",NA,NA,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"43",2019-11-21 10:00:38-03,IBt,SP,"6255",S,Plantae,NA,NA,Asteraceae,Geissopappus,gentianoides,Geissopappus gentianoides,Baker,"Brade, AC","1911","12","31",NA,Brasil,Ipiranga,NA,NA,NA,"5350",São Paulo,São Paulo,NA,NA,NA,NA,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"44",2019-11-21 10:00:38-03,IBt,SP,"40990",S,Plantae,NA,NA,Asteraceae,Geissopappus,gentianoides,Geissopappus gentianoides,Baker,"Handro, O","1944","12","18",NA,Brasil,Jabaquara,NA,NA,NA,"20",São Paulo,São Paulo,NA,"Handro, O",NA,NA,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"45",2019-11-21 10:00:38-03,IBt,SP,"58381",S,Plantae,NA,NA,Asteraceae,Geissopappus,gentianoides,Geissopappus gentianoides,Baker,"Hashimoto, G","1949","02","20",NA,Brasil,Jabaquara,NA,NA,NA,"618",São Paulo,São Paulo,NA,"Hashimoto, G","1949","03",-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,"23",SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"46",2019-11-21 10:00:38-03,IBt,SP,"58318",S,Plantae,NA,NA,Asteraceae,Geissopappus,gentianoides,Geissopappus gentianoides,Baker,"Hashimoto, G","1939","05","14",NA,Brasil,Parque Jabaquara,NA,NA,NA,"518",São Paulo,São Paulo,NA,"Barroso, GM",NA,NA,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"47",2019-11-21 10:00:38-03,IBt,SP,"49551",S,Plantae,NA,NA,Asteraceae,Geissopappus,gentianoides,Geissopappus gentianoides,Baker,"Hashimoto, G","1939","05","14",NA,Brasil,Parque Jabaquara,NA,NA,NA,"418",São Paulo,São Paulo,NA,"Barroso, GM","1965",NA,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
