X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordNumber,phylum,order,continentOcean,preparationType,coordinatePrecision,geoFlag,class,relatedCatalogItem,typeStatus,individualCount,fieldNumber,minimumDepthInMeters,maximumDepthInMeters,NM_MUNICIP,CD_GEOCMU
-46.3,-23.75,"10",2021-03-15 16:37:00-03,NY,NYBG,"469403",PreservedSpecimen,Plantae,Lauraceae,Ocotea,catharinensis,Ocotea catharinensis,Mez,M. Kuhlmann,"1946","05","23",Brazil,São Paulo,Moji das Cruzes,"Paranapiacaba, mata de Estaçao Biologica",-46.3,-23.75,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41894' target='other'> <mi>dwc_moreinfo</mi></a>,NY00469403,NY00469403_01,B. Coe-Teixeira,NA,NA,NA,"3165",Magnoliophyta,Laurales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOGI DAS CRUZES,"3530607"
-47.29368,-24.01288,"33",2020-11-04 11:12:03-03,ESALQ,ESA,"128520",PreservedSpecimen,Plantae,Lauraceae,Ocotea,catharinensis,Ocotea catharinensis,Mez,"Delfini, C.","2013","03","30",Brasil,São Paulo,Tapiraí,"Região da UHE Fumaça, trilha do Chagas. Floresta Ombrófila Densa, à margem esquerda do rio Juquiá.",-47.29368,-24.01288,"-47.29368","-24.01288","410","410","Indivíduo jovem, até 1m alt.",ESA128520,NA,"Brotto, M.L.","2017","02","02","890.0",Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIRACATU,"3529906"
-47.9199981689453,-24.3799991607666,"37",2020-11-04 11:12:03-03,ESALQ,ESA,"51979",PreservedSpecimen,Plantae,Lauraceae,Ocotea,catharinensis,Ocotea catharinensis,Mez,"Lima, R.A.F.",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho,-47.9199981689453,-24.3799991607666,NA,NA,"400","400",em clareira,ESA051979,ESA051979,"Baitello, J.B.",NA,NA,NA,"401.0",Magnoliophyta,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-45.8400001525879,-23.5300006866455,"48",2020-11-04 11:12:03-03,ESALQ,ESA,"69430",PreservedSpecimen,Plantae,Lauraceae,Ocotea,catharinensis,Ocotea catharinensis,NA,"Ivanauskas, N.M. et al.","2000","04","25",Brasil,São Paulo,Salesópolis,NA,-45.8400001525879,-23.5300006866455,NA,NA,NA,NA,NA,ESA069430,ESA069430,NA,NA,NA,NA,"4633.0",Magnoliophyta,NA,NA,NA,"18032",auto,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-47.29359,-24.01321,"58",2020-11-04 11:12:03-03,ESALQ,ESA,"128521",PreservedSpecimen,Plantae,Lauraceae,Ocotea,catharinensis,Ocotea catharinensis,Mez,"Delfini, C.","2013","03","30",Brasil,São Paulo,Tapiraí,"Região da UHE Fumaça, trilha do Chagas. Floresta Ombrófila Densa, à margem esquerda do rio Juquiá.",-47.29359,-24.01321,"-47.29359","-24.01321","514","514","Indivíduo jovem, ca. 2m alt.",ESA128521,NA,"Brotto, M.L.","2017","02","02","898.0",Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIRACATU,"3529906"
-47.9199981689453,-24.3799991607666,"64",2020-11-04 11:12:03-03,ESALQ,ESA,"109503",PreservedSpecimen,Plantae,Lauraceae,Ocotea,catharinensis,Ocotea catharinensis,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,ESA109503,ESA109503,NA,NA,NA,NA,"29210.0",Magnoliophyta,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.6300010681152,-23.5400009155273,"66",2019-02-15 11:40:53-02,IPA,IPA,"13119",S,Plantae,Lauraceae,Ocotea,catharinensis,Ocotea catharinensis,Mez,"Handro, O.","1958","06","18",Brasil,São Paulo,São Paulo,"Jardim Botânico, nativa na mata.",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,Árvore com flores amareladas.,IPA0013119,NA,"Teixeira, B.C.",NA,NA,NA,"811",Plantae,NA,Southern America,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-45.945278,-23.330333,"98",2021-03-01 16:32:36-03,UNICAMP,UEC,"160325",S,Plantae,Lauraceae,Ocotea,catharinensis,Ocotea catharinensis,Mez,"Marchiori, NM; Toledo, W; Munhoz, I; Cano, GB; Santos, FC","2011","01","25",Brazil,São Paulo,São Luiz do Paraitinga,Parque Estadual.,-45.945278,-23.330333,"-45.945278","-23.330333","999","999","Material vegetativo. Cerca de 7,5m de altura e 14 individuos distribuídos em ilha.; Floresta Ombrófila Densa Montana.",UEC039527,UEC039527,"Marchiori, NM","2011","05",NA,"253",Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JACAREÍ,"3524402"
-45.546389,-23.586389,"103",2021-03-01 16:32:36-03,UNICAMP,UEC,"166976",S,Plantae,Lauraceae,Ocotea,catharinensis,Ocotea catharinensis,Mez,"Stefani, EJF","2011","06","30",Brazil,São Paulo,Paraibuna,Parque Estadual da Serra do Mar.,-45.546389,-23.586389,"-45.546389","-23.586389",NA,NA,"Árvore com 6 m.; Mata atlântica.",UEC061121,UEC061121,"Barbosa, TDM","2011","10",NA,"273",Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PARAIBUNA,"3535606"
-45.183333,-23.4,"106",2021-03-01 16:32:36-03,UNICAMP,UEC,"200703",S,Plantae,Lauraceae,Ocotea,catharinensis,Ocotea catharinensis,Mez,"Pereira, LS; Belinello, R; Leal, DAG","2009","11","02",Brazil,São Paulo,São Luiz do Paraitinga,Parque Estadual da Serra do Mar,-45.183333,-23.4,"-45.183333","-23.4","990","1045","Parcela N - Projeto Biota-FAPESP. Árvore com 11 metros de altura. Frequência da espécie na parcela: n=38; Mata Atlântica",UEC158095,UEC158095,"Baitello, JB; Moraes, PLR; Mouzinho, TDB","2010",NA,NA,N771,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NATIVIDADE DA SERRA,"3532306"
