X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,occurrenceRemarks,continentOcean,preparationType,previousCatalogNumber,typeStatus,phylum,order,infraspecificEpithet,class,coordinatePrecision,geoFlag,relatedCatalogItem,relationshipType,fieldNumber,individualCount,sex,NM_MUNICIP,CD_GEOCMU
-46.3,-23.75,"22",2021-03-15 16:37:00-03,NY,NYBG,"498517",PreservedSpecimen,Plantae,Podocarpaceae,Podocarpus,sellowii,Podocarpus sellowii,Klotzsch ex Endl.,N. A. Rosa,N. A. Rosa,"3898","1980","11","26",Brazil,São Paulo,NA,"Sto. André, reserva Biológica do alto da serra Paranapiacaba",-46.3,-23.75,NA,NA,"750","890",NY00498517,NY00498517_01,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=33447' target='other'> <mi>dwc_moreinfo</mi></a>,South America,sheet,NA,NA,Pinophyta,Podocarpales,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOGI DAS CRUZES,"3530607"
-46.63,-23.5403,"31",2021-03-15 16:37:00-03,NY,NYBG,"498518",PreservedSpecimen,Plantae,Podocarpaceae,Podocarpus,sellowii,Podocarpus sellowii,Klotzsch ex Endl.,NA,G. T. Prance,"10462","1969","04","02",Brazil,São Paulo,Sao Paulo,"Alto da Serra Biological Reserve, Paranapiacaba, Sao Paulo",-46.63,-23.5403,NA,NA,"800","800",NY00498518,NY00498518_01,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=33457' target='other'> <mi>dwc_moreinfo</mi></a>,South America,sheet,NA,NA,Pinophyta,Podocarpales,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"65",2020-01-20 14:40:47-03,UPM,MACK,"2702",PreservedSpecimen,Plantae,Podocarpaceae,Podocarpus,cf. sellowii,Podocarpus cf. sellowii,Klotzsch ex Endl.,A. R. Balbin,"A. R. Balbin; R. S. L. Araujo","77","2015","06",NA,Brasil,SP,São Paulo,"UPM, Campus Higienópolis.",-46.6300010681152,-23.5400009155273,S,W,NA,NA,NA,NA,"2015","06",NA,Frente ao prédio 3,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"66",2020-01-20 14:40:47-03,UPM,MACK,"2693",PreservedSpecimen,Plantae,Podocarpaceae,Podocarpus,sellowii,Podocarpus sellowii,Klotzsch ex Endl.,A. R. Balbin,A. R. Balbin,"56","2015","05","18",Brasil,SP,São Paulo,"UPM, Campus Higienópolis.",-46.6300010681152,-23.5400009155273,S,W,NA,NA,NA,NA,"2015","05","18","Ao lado direito do copex, dentro do 50",NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.35173,-24.03059,"107",2020-11-04 12:18:53-03,ESALQ,ESA,"128625",PreservedSpecimen,Plantae,Podocarpaceae,Podocarpus,sellowii,Podocarpus sellowii,NA,"Potascheff, C.M.; Liboni, A.P.; Fagundes, I.C.; Cabral, F.N.","Cabral, F.N.","894.0","2013","03","30",Brasil,São Paulo,Tapiraí,"Trilha do Chagas, UHE da Fumaça, Floresta Ombrófila Densa, à margem esquerda do Rio Juquiá.",-47.35173,-24.03059,"-47.35173","-24.03059",NA,NA,ESA128625,NA,"2013","03","30","Arvore, 12 metros",NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIRACATU,"3529906"
-46.5299987792969,-23.6599998474121,"151",2019-08-27 13:34:43-03,IAP,PACA-AGP,"84616",PreservedSpecimen,Plantae,Podocarpaceae,Podocarpus,sellowii,Podocarpus sellowii,Klotzsch ex Endl.,NA,"Amaral Jr., A.","1643","1973","08","26",Brasil,SP,Santo André,"Paranapiacaba, Estação Biológica do alto da Serra",-46.5299987792969,-23.6599998474121,NA,NA,"830","830",PACA084616,NA,NA,NA,NA,"Árvore de 5m de alt. estéril. Habitat: Mata pluvial tropical secundária , densa, muito úmida.",NA,NA,NA,NA,Pinophyta,Pinales,NA,Pinopsida,"27258",auto,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.733333,-23.983333,"187",2021-03-01 16:43:31-03,UNICAMP,UEC,"121789",S,Plantae,Podocarpaceae,Podocarpus,sellowii,Podocarpus sellowii,Klotzsch ex Endl.,"Rodrigues, RR; Souza, VC","Meireles, LD; Gonçalves, APS; Soares Júnior, FJ; Meneghetti, GIP; Rodrigues, RR; et al.","94","2001","04","11",Brazil,São Paulo,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do campo.",-46.733333,-23.983333,"-46.733333","-23.983333","800","800",UEC062533,UEC062533,NA,NA,NA,"Arvoreta, 4m alt. Estéril. Mata.; Floresta ribeirinha altomontana com campo adjacente.",NA,NA,NA,NA,Pinopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.333333,-23.783333,"190",2021-03-01 16:43:31-03,UNICAMP,UEC,"52987",S,Plantae,Podocarpaceae,Podocarpus,sellowii,Podocarpus sellowii,Klotzsch ex Endl.,"Garcia, RJF","Webster, GL; Kirizawa, M; Lopes, EA","25506","1986","10","07",Brazil,São Paulo,Santo André,Reserva Biológica de Paranapiacaba,-46.333333,-23.783333,"-46.333333","-23.783333","700","850",UEC062537,UEC062537,"1997","05",NA,"Shrub or small tree 3-4m high, scattered in forest.; Lower montane rain forest with cloud forest on upper ridges.",NA,NA,NA,NA,Pinopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CUBATÃO,"3513504"
-46.5299987792969,-23.6599998474121,"197",2021-03-01 16:43:31-03,UNICAMP,UEC,"139106",S,Plantae,Podocarpaceae,Podocarpus,sellowii,Podocarpus sellowii,Klotzsch ex Endl.,"Singer, RB","Singer, RB","200431","2004","11","05",Brazil,São Paulo,Santo André,"Estação Biológica Alto da Serra, Paranapiacaba.",-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,UEC062539,UEC062539,NA,NA,NA,Planta masculina.,NA,NA,NA,NA,Pinopsida,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"198",2021-03-01 16:43:31-03,UNICAMP,UEC,"139119",S,Plantae,Podocarpaceae,Podocarpus,sellowii,Podocarpus sellowii,Klotzsch ex Endl.,"Singer, RB","Singer, RB","200449","2004","11","05",Brazil,São Paulo,Santo André,"Estação Biológica Alto da Serra, Paranapiacaba.",-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,UEC062540,UEC062540,NA,NA,NA,Planta masculina.,NA,NA,NA,NA,Pinopsida,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.6300010681152,-23.5400009155273,"199",2021-03-01 16:43:31-03,UNICAMP,UEC,"199601",S,Plantae,Podocarpaceae,Podocarpus,sellowii,Podocarpus sellowii,Klotzsch ex Endl.,NA,"Hoehne, W","1576","1944","11","28",Brazil,São Paulo,São Paulo,Parque de S. Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,UEC183670,UEC183670,NA,NA,NA,Forma masculina.,NA,NA,NA,NA,Pinopsida,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"318",2020-12-21 16:41:08-03,MBM,MBM,"237202",PreservedSpecimen,Plantae,Podocarpaceae,Podocarpus,sellowii,Podocarpus sellowii,Klotzsch ex Endl.,"Hoehne, F.C.","Handro, O.",s.n.,NA,NA,NA,Brazil,São Paulo,São Paulo,Jardim Botânico,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,MBM237202,MBM237202,NA,NA,NA,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
