X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,yearIdentified,recordNumber,monthIdentified,dayIdentified,continentOcean,preparationType,previousCatalogNumber,phylum,order,infraspecificEpithet,typeStatus,coordinatePrecision,geoFlag,class,relatedCatalogItem,individualCount,fieldNumber,sex,NM_MUNICIP,CD_GEOCMU
-46.6300010681152,-23.5400009155273,"862",2019-11-13 11:29:03-03,USP,SPF,"12467",PreservedSpecimen,Plantae,Poaceae,Schizachyrium,tenerum,Schizachyrium tenerum,Nees,"Zanin, A","Hoehne, W","1949","04","27",Brasil,São Paulo,São Paulo,Av. Arací.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,SPF00012467,SPF00012467,"1996","3100","12",NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1025",2020-08-20 20:41:41-03,UFSC,FLOR,"38961",PreservedSpecimen,Plantae,Poaceae,Schizachyrium,tenerum,Schizachyrium tenerum,Nees,"Zanin, A.","Hoehne, W.","1949","03","21",Brasil,São Paulo,São Paulo,Brooklyn Paulista.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,Tombo original: 31319a,FLOR0038961,NA,"1996","3037",NA,NA,NA,NA,NA,NA,Poales,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.29,-23.26,"1061",2017-09-11 17:12:35-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,Poaceae,Andropogon,tener,Andropogon tener tener,Kunth,NA,?,NA,NA,NA,Brazil,São Paulo,Itu,prope Ytú,-47.29,-23.26,NA,NA,NA,NA,NA,NA,NA,NA,s.n.,NA,NA,Southern America,NA,NA,NA,NA,tener,NA,"22309",auto,NA,NA,NA,NA,NA,ITU,"3523909"
-47.45,-23.5,"1106",2017-09-11 17:12:43-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,Poaceae,Heteropogon,villosus,Heteropogon villosus genuinus,Hack.,NA,"Lund, PW",NA,NA,NA,Brazil,São Paulo,Sorocaba,pr. Sorocaba,-47.45,-23.5,NA,NA,NA,NA,NA,NA,NA,NA,s.n.,NA,NA,Southern America,NA,NA,NA,NA,genuinus,NA,"17154",auto,NA,NA,NA,NA,NA,SOROCABA,"3552205"
-47.45,-23.5,"1107",2017-09-11 17:12:43-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,Poaceae,Heteropogon,villosus,Heteropogon villosus genuinus,Hack.,NA,"Riedel, L",NA,NA,NA,Brazil,São Paulo,Sorocaba,pr. Sorocaba,-47.45,-23.5,NA,NA,NA,NA,NA,NA,NA,NA,s.n.,NA,NA,Southern America,NA,NA,NA,NA,genuinus,NA,"17154",auto,NA,NA,NA,NA,NA,SOROCABA,"3552205"
-47.45,-23.5,"1113",2017-09-11 17:12:43-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,Poaceae,Heteropogon,villosus,Heteropogon villosus villosus,Nees,NA,"Riedel, L",NA,NA,NA,Brazil,São Paulo,Sorocaba,pr. Sorocaba,-47.45,-23.5,NA,NA,NA,NA,NA,NA,NA,NA,s.n.,NA,NA,Southern America,NA,NA,NA,NA,villosus,NA,"17154",auto,NA,NA,NA,NA,NA,SOROCABA,"3552205"
-47.45,-23.5,"1114",2017-09-11 17:12:43-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,Poaceae,Heteropogon,villosus,Heteropogon villosus villosus,Nees,NA,"Lund, PW",NA,NA,NA,Brazil,São Paulo,Sorocaba,pr. Sorocaba,-47.45,-23.5,NA,NA,NA,NA,NA,NA,NA,NA,s.n.,NA,NA,Southern America,NA,NA,NA,NA,villosus,NA,"17154",auto,NA,NA,NA,NA,NA,SOROCABA,"3552205"
-47.45,-23.5,"1132",2017-09-11 17:12:43-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,Poaceae,Heteropogon,villosus,Heteropogon villosus genuinus,Hack.,NA,"Lund, PW",NA,NA,NA,Brazil,São Paulo,Sorocaba,pr. Sorocaba,-47.45,-23.5,NA,NA,NA,NA,NA,NA,NA,NA,s.n.,NA,NA,Southern America,NA,NA,NA,NA,genuinus,NA,"17154",auto,NA,NA,NA,NA,NA,SOROCABA,"3552205"
-47.45,-23.5,"1133",2017-09-11 17:12:43-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,Poaceae,Heteropogon,villosus,Heteropogon villosus genuinus,Hack.,NA,"Riedel, L",NA,NA,NA,Brazil,São Paulo,Sorocaba,pr. Sorocaba,-47.45,-23.5,NA,NA,NA,NA,NA,NA,NA,NA,s.n.,NA,NA,Southern America,NA,NA,NA,NA,genuinus,NA,"17154",auto,NA,NA,NA,NA,NA,SOROCABA,"3552205"
-46.6300010681152,-23.5400009155273,"1260",2021-02-08 12:54:27-03,UFRGS,ICN,"087999",S,Plantae,Poaceae,Schizachyrium,tenerum,Schizachyrium tenerum,Nees,NA,"Hoehne, W","1949","04","27",Brasil,SP,São Paulo,Avenida Araci,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,Campo alto e seco.,NA,NA,NA,"3100",NA,NA,América do Sul,NA,NA,Monocotyledon,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1261",2021-02-08 12:54:27-03,UFRGS,ICN,"112238",S,Plantae,Poaceae,Schizachyrium,tenerum,Schizachyrium tenerum,Nees,"Zanin, A","Usteri, A","1908","02","18",Brasil,SP,São Paulo,Butantan,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"Ex herbarium Polytechnici São paulo, ex Secção de Botânica-Museu Paulista.",NA,NA,"1996",s.n.,"09","12",América do Sul,NA,NA,Monocotyledon,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1264",2021-02-08 12:54:27-03,UFRGS,ICN,"088016",S,Plantae,Poaceae,Schizachyrium,tenerum,Schizachyrium tenerum,Nees,NA,"Hoehne, W","1949","03","21",Brasil,SP,São Paulo,Brooklyn Paulista,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,"3037",NA,NA,América do Sul,NA,NA,Monocotyledon,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.8800010681152,-23.1800003051758,"1330",2019-11-21 10:14:32-03,IBt,SP,"7046",S,Plantae,Poaceae,Agenium,villosum,Agenium villosum,(Nees) Pilg.,"Flores, AIP","Brade, AC","1913","04","04",Brasil,São Paulo,Jundiaí,NA,-46.8800010681152,-23.1800003051758,NA,NA,NA,NA,NA,SP040087,SP040087,"1993",s.n.,"03",NA,NA,NA,NA,NA,NA,NA,NA,"17840",auto,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.6300010681152,-23.5400009155273,"1333",2019-11-21 10:14:32-03,IBt,SP,"9608",S,Plantae,Poaceae,Agenium,villosum,Agenium villosum,(Nees) Pilg.,"Flores, AIP","Usteri, A","1908","01","19",Brasil,São Paulo,São Paulo,Ipiranga.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,Ex Herv. Museu Paulista nº 6896,SP009933,SP009933,"2001",s.n.,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1334",2019-11-21 10:14:32-03,IBt,SP,"50588",S,Plantae,Poaceae,Agenium,villosum,Agenium villosum,(Nees) Pilg.,"Filgueiras, TS","Handro, O","1949","02","14",Brasil,São Paulo,São Paulo,Jabaquara,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,SP040094,SP040094,"1995","87","04","11",NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.461944,-23.399111,"1352",2019-11-21 10:16:49-03,IBt,SP,"488160",S,Plantae,Poaceae,Schizachyrium,tenerum,Schizachyrium tenerum,Nees,"Shirasuna, RT","Shirasuna, RT","2014","02","24",Brasil,São Paulo,Guarulhos,"Jardim Bananal, Lote 5.",-46.461944,-23.399111,"-46.461944","-23.399111","782","782",NA,NA,NA,"2014","3289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GUARULHOS,"3518800"
-46.6300010681152,-23.5400009155273,"1384",2019-11-21 10:16:49-03,IBt,SP,"9631",S,Plantae,Poaceae,Schizachyrium,tenerum,Schizachyrium tenerum,Nees,"Zanin, A","Usteri, A","1906","09","02",Brasil,São Paulo,São Paulo,Avenida Paulista.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,SP038366,SP038366,"1997",s.n.,"03",NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1385",2019-11-21 10:16:49-03,IBt,SP,"170171",S,Plantae,Poaceae,Schizachyrium,tenerum,Schizachyrium tenerum,Nees,"Zanin, A","Hell, KG","1968","03",NA,Brasil,São Paulo,São Paulo,Butantã.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,"1996",s.n.,"09","12",NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
