X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,recordNumber,class,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,individualCount,typeStatus,relatedCatalogItem,NM_MUNICIP,CD_GEOCMU
-46.4097,-23.71,"2",2021-03-15 16:37:00-03,NY,NYBG,"503357",PreservedSpecimen,Plantae,Magnoliophyta,Poales,Xyridaceae,Xyris,vacillans,Xyris vacillans,Malme,L. B. Smith,D. Lemos,"1924","01","06",South America,Brazil,São Paulo,Ribeirao Pires,"Alto da Serra, S. Paulo. Terreno arenoso e humido de Estaçao Biologica",-46.4097,-23.71,NA,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=685297' target='other'> <mi>dwc_moreinfo</mi></a>,NY00503357,NY00503357_01,"12314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RIBEIRÃO PIRES,"3543303"
-46.65,-23.55,"39",2019-09-05 16:17:46-03,F,FMNH-SEEDPLANTS,NA,PreservedSpecimen,Plantae,Spermatophyta,NA,Xyridaceae,Xyris,vacillans,Xyris vacillans,NA,NA,G. Edwall,"1892","11","10",South America,Brazil,São Paulo,NA,São Paulo,-46.65,-23.55,NA,NA,NA,NA,NA,NA,"1945",Monocotyledoneae,NA,NA,NA,NA,NA,NA,NA,NA,Holotype,NA,SÃO PAULO,"3550308"
-45.8400001525879,-23.5300006866455,"53",2021-03-04 15:42:00-03,IF,SPSF,"11872",PreservedSpecimen,Plantae,Magnoliophyta,Commelinales,Xyridaceae,Xyris,vacillans,Xyris vacillans,NA,NA,G.A.D.C. Franco & A.Custodio Filho,"1988","02","04",América do Sul,Brasil,SP,Salesópolis,R.F. Guaratuba,-45.8400001525879,-23.5300006866455,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,Liliopsida,NA,NA,NA,"18032",auto,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-46.6300010681152,-23.5400009155273,"54",2021-03-04 15:42:00-03,IF,SPSF,"31802",PreservedSpecimen,Plantae,Magnoliophyta,Commelinales,Xyridaceae,Xyris,vacillans,Xyris vacillans,NA,NA,R.J.F. Garcia,"1999","12","21",América do Sul,Brasil,SP,São Paulo,"P.E.Serra do Mar, Núcleo Curucutu",-46.6300010681152,-23.5400009155273,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"1862",Liliopsida,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"56",2021-02-18 08:31:32-03,IBt,SP,"7015",S,Plantae,NA,NA,Xyridaceae,Xyris,paulensis,Xyris paulensis,Malme,NA,"Brade, AC","1912","12","08",NA,Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"6347",NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.316667,-23.783333,"58",2020-09-03 09:26:03-03,IBt,SP,"185132",S,Plantae,NA,NA,Xyridaceae,Xyris,vacillans,Xyris vacillans,Malme,"Wanderley, MGL","Carra, M; Custodio Filho, A","1982","12","28",NA,Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.316667,-23.783333,"750","900",NA,NA,NA,NA,"20",NA,"2018","10","03",NA,NA,"-46.316667","-23.783333",NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"67",2021-02-18 08:31:32-03,IBt,SP,"12314",S,Plantae,NA,NA,Xyridaceae,Xyris,vacillans,Xyris vacillans,Malme,NA,"Lemos, D","1924","01","06",NA,Brasil,São Paulo,Santo André,Alto da Serra,-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,NA,NA,s.n.,NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"68",2020-09-03 09:26:03-03,IBt,SP,"151421",S,Plantae,NA,NA,Xyridaceae,Xyris,vacillans,Xyris vacillans,Malme,"Wanderley, MGL","Wanderley, MGL","1977","12","02",NA,Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,NA,NA,Flores amarelas e grande quantidade de indivíduos,NA,NA,"69",NA,"2004",NA,NA,"27258",auto,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"69",2020-09-03 09:26:03-03,IBt,SP,"12294",S,Plantae,NA,NA,Xyridaceae,Xyris,vacillans,Xyris vacillans,Malme,"Smith, LB","Edwall, G","1892","11","18",NA,Brasil,São Paulo,Santo André,"Estação Campo Grande, Brejo no campo",-46.5299987792969,-23.6599998474121,NA,NA,NA,"Herbácea, flor amarela",SP003037,SP003037,CGG1945,NA,"1963","02",NA,"27258",auto,NA,NA,NA,Isotype,NA,SANTO ANDRÉ,"3547809"
-46.560001373291,-23.6900005340576,"70",2020-09-03 09:26:03-03,IBt,SP,"293949",S,Plantae,NA,NA,Xyridaceae,Xyris,vacillans,Xyris vacillans,Malme,NA,"Chiea, SAC","1994","11","17",NA,Brasil,São Paulo,São Bernardo do Campo,Parque Caminhos do Mar,-46.560001373291,-23.6900005340576,NA,NA,NA,NA,NA,NA,"784",NA,NA,NA,NA,"31119",auto,NA,NA,NA,NA,NA,SÃO BERNARDO DO CAMPO,"3548708"
