X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,decimalLongitude,decimalLatitude,imagecode,county,coordinatePrecision,geoFlag,yearIdentified,verbatimLongitude,verbatimLatitude,monthIdentified,dayIdentified,class,typeStatus,relatedCatalogItem,fieldNumber,individualCount,previousCatalogNumber,sex,NM_MUNICIP,CD_GEOCMU
-46.6300010681152,-23.5400009155273,"40",2019-11-21 14:38:24-03,UFJF,CESJ,"933",PreservedSpecimen,Plantae,Angiosperma,NA,Loranthaceae,Phoradendron,dipterum,Phoradendron dipterum,Eichler,C.S. Caires,L. Krieger,CESJ933,"1942","12","01",América do Sul,Brasil,São Paulo,Santo Amaro,NA,NA,NA,"Parasita. Folhas verdes, caules quadrados, frutos brancos.",CESJ000933,-46.6300010681152,-23.5400009155273,NA,São Paulo,"53584",auto,"2009",NA,NA,"05","13",NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.8800010681152,-23.1800003051758,"286",2021-02-18 08:31:31-03,IBt,SP,"12807",S,Plantae,NA,NA,Santalaceae,Phoradendron,dipterum,Phoradendron dipterum,Eichler,NA,"Usteri, A",s.n.,"1907","02","03",NA,Brasil,São Paulo,NA,NA,NA,NA,NA,NA,-46.8800010681152,-23.1800003051758,NA,Jundiaí,"17840",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
