X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,identifiedBy,recordedBy,recordNumber,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,scientificNameAuthorship,year,month,day,minimumElevationInMeters,maximumElevationInMeters,imagecode,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,class,individualCount,fieldNumber,typeStatus,NM_MUNICIP,CD_GEOCMU
-46.7269,-23.3217,"332",2020-02-20 14:37:24-03,IAC,IAC,"53817",S,Plantae,NA,NA,Rubiaceae-207.Rubioideae-Spermacoceae,Galianthe,peruviana,Galianthe peruviana,J.A. Pastore,J.B. Baitello,"1716",NA,Brasil,São Paulo,Franco da Rocha,"Parque Estadual do Juqueri,",-46.7269,-23.3217,NA,NA,NA,(Pers.) E.L.Cabral,"1996","12","10",NA,NA,NA,"2005","08","10",NA,NA,"-46.7269","-23.3217",NA,NA,NA,NA,FRANCO DA ROCHA,"3516408"
-46.7200012207031,-23.3199996948242,"378",2021-03-04 15:46:00-03,IF,SPSF,"34955",PreservedSpecimen,Plantae,Magnoliophyta,Rubiales,Rubiaceae,Borreria,corymbosa,Borreria corymbosa,J.A.Pastore,J.B.Baitello,"1716",América do Sul,Brasil,SP,Franco da Rocha,Parque Estadual do Juquery,-46.7200012207031,-23.3199996948242,NA,"COLETA: XLS: SPSFNovo; Arbusto 90cm, flores creme ou alvas; GEOGRAFIA: campo cerrado&nf;;",NA,NA,"1996","12","10",NA,NA,NA,"2005","08","02","12135",auto,NA,NA,Magnoliopsida,NA,NA,NA,FRANCO DA ROCHA,"3516408"
