X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,individualCount,occurrenceRemarks,dayIdentified,country,stateProvince,county,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,recordedBy,recordNumber,year,month,day,continentOcean,locality,preparationType,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,class,verbatimLongitude,verbatimLatitude,NM_MUNICIP,CD_GEOCMU
-46.6300010681152,-23.5400009155273,"2",2019-06-10 10:10:45-03,FZB-BH,CVJBFZB,"1105",S,Plantae,Magnoliophyta,Poales,Bromeliaceae,Nidularium,minutum,Nidularium minutum,Mez.,NA,"2008","04","2","254","28",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.4097,-23.71,"4",2021-03-15 16:37:00-03,NY,NYBG,"376512",PreservedSpecimen,Plantae,Magnoliophyta,Poales,Bromeliaceae,Nidularium,minutum,Nidularium minutum,Mez,M. das G. L. Wanderley,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=160486' target='other'> <mi>dwc_moreinfo</mi></a>,NA,Brazil,São Paulo,Ribeirao Pires,-46.4097,-23.71,NA,NA,F. C. Hoehne,"9480","1936","10","28",South America,"Est. Biol., A. Serra, Sao Paulo",sheet,NY00376512,NY00376512_01,NA,NA,NA,NA,NA,RIBEIRÃO PIRES,"3543303"
-46.32,-23.78,"10",2020-09-12 05:00:02-03,US,US,"1618814",PreservedSpecimen,Plantae,NA,Bromeliales,Bromeliaceae,Nidularium,minutum,Nidularium minutum,Mez,NA,NA,NA,"1",NA,NA,Brazil,São Paulo,NA,-46.32,-23.78,NA,NA,"L. Smith, F. C. Hoehne & M. Kuhlmann","1829","1929","2","5",South America - Neotropics,"Dense forest, Estação Biologica, Alto da Serra.",NA,NA,NA,"800","900",Monocotyledonae,NA,NA,SANTO ANDRÉ,"3547809"
-46.316667,-23.783333,"12",2019-11-21 10:02:40-03,IBt,SP,"186488",S,Plantae,NA,NA,Bromeliaceae,Nidularium,minutum,Nidularium minutum,Mez,"Moreira, BA; Martins, SE","2008","08",NA,Terricola,"01",Brasil,São Paulo,Santo André,-46.316667,-23.783333,NA,NA,"Custodio Filho, A","1127","1982","12","07",NA,E.B. do Alto da Serra de Paranapiacaba,NA,SP052243,SP052243,"750","900",NA,"-46.316667","-23.783333",SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"15",2019-11-21 10:02:40-03,IBt,SP,"185163",S,Plantae,NA,NA,Bromeliaceae,Nidularium,minutum,Nidularium minutum,Mez,"Forzza, RC","2005",NA,NA,NA,NA,Brasil,São Paulo,Santo André,-46.5299987792969,-23.6599998474121,"27258",auto,"Custodio Filho, A; Carra, M","1096","1982","11","30",NA,E.B. do Alto da Serra de Paranapiacaba,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"16",2020-10-22 10:12:33-03,IBt,SP,"339606",S,Plantae,NA,NA,Bromeliaceae,Nidularium,minutum,Nidularium minutum,Mez,"Moreira, BA","2000","01",NA,NA,NA,Brasil,São Paulo,Santo André,-46.5299987792969,-23.6599998474121,"27258",auto,"Guimarães, TB; et al.","2","2000","01","13",NA,E.B. do Alto da Serra de Paranapiacaba,NA,SP052237,SP052237,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"17",2019-11-21 10:02:40-03,IBt,SP,"151412",S,Plantae,NA,NA,Bromeliaceae,Nidularium,minutum,Nidularium minutum,Mez,"Forzza, RC","2005",NA,NA,"Folhas superiores vermelhas nas pontas, no chão com flores brancas",NA,Brasil,São Paulo,Santo André,-46.5299987792969,-23.6599998474121,"27258",auto,"Wanderley, MGL","73","1977","12","02",NA,E.B. do Alto da Serra de Paranapiacaba,NA,SP052242,SP052242,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"18",2019-11-21 10:02:40-03,IBt,SP,"178750",S,Plantae,NA,NA,Bromeliaceae,Nidularium,minutum,Nidularium minutum,Mez,"Forzza, RC","2005",NA,NA,"Planta do sub-bosque de 30cm de alt., fruto imaturo verde",NA,Brasil,São Paulo,Santo André,-46.5299987792969,-23.6599998474121,"27258",auto,"Rosa, NA; Murça Pires, J","3980","1980","11","27",NA,E.B. do Alto da Serra de Paranapiacaba,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"19",2019-11-21 10:02:40-03,IBt,SP,"185164",S,Plantae,NA,NA,Bromeliaceae,Nidularium,minutum,Nidularium minutum,Mez,"Forzza, RC","2005",NA,NA,NA,NA,Brasil,São Paulo,Santo André,-46.5299987792969,-23.6599998474121,"27258",auto,"Custodio Filho, A; Carra, M","1097","1982","11","30",NA,E.B. do Alto da Serra de Paranapiacaba,NA,SP052241,SP052241,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"20",2019-11-21 10:02:40-03,IBt,SP,"196971",S,Plantae,NA,NA,Bromeliaceae,Nidularium,minutum,Nidularium minutum,Mez,"Forzza, RC","2005",NA,NA,"Mata, brácteas verde amareladas, corola branca",NA,Brasil,São Paulo,Santo André,-46.5299987792969,-23.6599998474121,"27258",auto,"Kirizawa, M; et al.","1197","1984","04","17",NA,E.B. do Alto da Serra de Paranapiacaba,NA,SP052235,SP052235,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
