X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,typeStatus,recordedBy,continentOcean,country,locality,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,identifiedBy,recordNumber,year,month,day,stateProvince,decimalLongitude,decimalLatitude,imagecode,minimumElevationInMeters,maximumElevationInMeters,county,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,class,yearIdentified,monthIdentified,dayIdentified,individualCount,fieldNumber,relatedCatalogItem,NM_MUNICIP,CD_GEOCMU
-46.621883,-23.654505,"2",2021-03-15 16:37:00-03,NY,NYBG,"607992",PreservedSpecimen,Plantae,Fabaceae,Ormosia,minor,Ormosia minor,NA,F. C. Hoehne,South America,Brazil,"Capital, nativa no Parque do Estado e Jardim Botânico",sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=333345' target='other'> <mi>dwc_moreinfo</mi></a>,NY00607992,Magnoliophyta,Fabales,Vogel,W. A. Ducke,s/n¦,"1932","01","12",São Paulo,-46.621883,-23.654505,NY00607992_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.618358,-23.646109,"5",2021-03-15 16:37:00-03,NY,NYBG,"607994",PreservedSpecimen,Plantae,Fabaceae,Ormosia,minor,Ormosia minor,NA,F. C. Hoehne,South America,Brazil,Jardim Botanico,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=333346' target='other'> <mi>dwc_moreinfo</mi></a>,NY00607994,Magnoliophyta,Fabales,Vogel,B. A. Krukoff,s.n.,"1932","01","12",São Paulo,-46.618358,-23.646109,NY00607994_01,NA,NA,Sao Paulo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.621883,-23.654505,"8",2021-03-15 16:37:00-03,NY,NYBG,"607993",PreservedSpecimen,Plantae,Fabaceae,Ormosia,minor,Ormosia minor,NA,F. C. Hoehne,South America,Brazil,"Capital, nativa no Parque do Estado e Jardim Botânico",sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=333344' target='other'> <mi>dwc_moreinfo</mi></a>,NY00607993,Magnoliophyta,Fabales,Vogel,W. A. Ducke,s/n¦,"1932","01","12",São Paulo,-46.621883,-23.654505,NY00607993_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.8800010681152,-23.1800003051758,"19",2020-11-04 11:10:12-03,ESALQ,ESA,"7256",PreservedSpecimen,Plantae,Fabaceae,Ormosia,minor,Ormosia minor,NA,"Rodrigues, R.R.",NA,Brasil,NA,NA,NA,NA,ESA007256,Magnoliophyta,NA,Vogel,NA,NA,"1986","04","30",São Paulo,-46.8800010681152,-23.1800003051758,ESA007256,NA,NA,Jundiaí,"17840",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.8800010681152,-23.1800003051758,"20",2020-11-04 11:10:12-03,ESALQ,ESA,"7245",PreservedSpecimen,Plantae,Fabaceae,Ormosia,minor,Ormosia minor,NA,"Rodrigues, R.R. ; Morellato-Fonzar, L.P.C.",NA,Brasil,NA,NA,NA,NA,ESA007245,Magnoliophyta,NA,Vogel,"Lima, H.C.",NA,"1985","02","05",São Paulo,-46.8800010681152,-23.1800003051758,NA,NA,NA,Jundiaí,"17840",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-47.569864,-23.413194,"23",2019-08-20 10:14:33-03,UNICAMP,UEC,"201441",S,Plantae,Fabaceae,Ormosia,minor,Ormosia minor,NA,"Silva, BG; Bissoli, VF; Duarte, LSC",NA,Brazil,NA,NA,NA,NA,UEC177931,Magnoliopsida,NA,Vogel,"Silva, BG","433","2018","04","26",São Paulo,-47.569864,-23.413194,UEC177931 UEC177931_v01 UEC177931_v02 UEC177931_v03 UEC177931_v04 UEC177931_v05 UEC177931_v06,NA,NA,Jundiaí,NA,NA,"-47.569864","-23.413194",NA,"2018","06","22",NA,NA,NA,IPERÓ,"3521002"
-45.183333,-23.4,"26",2021-03-01 16:31:07-03,UNICAMP,UEC,"200157",S,Plantae,Fabaceae,Ormosia,minor,Ormosia minor,NA,"Padgurschi, MCG; Belinello, R",NA,Brazil,Parque Estadual da Serra do Mar,NA,NA,Parcela M - Projeto Biota-FAPESP. Árvore com 8 metros de altura. Frequência da espécie na parcela: n=9,UEC177665,Magnoliopsida,NA,Vogel,NA,M152,"2009",NA,NA,São Paulo,-45.183333,-23.4,UEC177665,"990","1045",São Luiz do Paraitinga,NA,NA,"-45.183333","-23.4",NA,NA,NA,NA,NA,NA,NA,NATIVIDADE DA SERRA,"3532306"
-46.25,-23.25,"29",2019-08-20 10:14:33-03,UNICAMP,UEC,"115103",S,Plantae,Fabaceae,Ormosia,minor,Ormosia minor,NA,"Leite, EC",NA,Brazil,Reserva Biológica Municipal da Serra do,NA,NA,"folha, 8,5m.",UEC089018,Magnoliopsida,NA,Vogel,NA,"816","1999","02","02",São Paulo,-46.25,-23.25,UEC089018,NA,NA,Jundiaí,NA,NA,"-46.25","-23.25",NA,NA,NA,NA,NA,NA,NA,SANTA ISABEL,"3546801"
-46.8800010681152,-23.1800003051758,"30",2019-09-30 10:29:02-03,UNICAMP,UEC,"192516",S,Plantae,Fabaceae,Ormosia,minor,Ormosia minor,NA,"Purgato, NCS; Silva, ED",NA,Brazil,"Brasil, São Paulo, Jundiaí, Serra do Japi.",NA,NA,NA,UEC161987,Magnoliopsida,NA,Vogel,"Reis, TR",8a,"2011","06","01",São Paulo,-46.8800010681152,-23.1800003051758,UEC161987,NA,NA,Jundiaí,"17840",auto,NA,NA,NA,"2012","08",NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.8800010681152,-23.1800003051758,"31",2021-03-01 16:31:07-03,UNICAMP,UEC,"199813",S,Plantae,Fabaceae,Ormosia,minor,Ormosia minor,NA,"Reis, TR; Silva, ED; Lima, JL; Purgato, NCS; Galvão, JC",NA,Brazil,Caminho para o Marco Geodésico.,NA,NA,"Árvore, 5m. Frutos.",UEC160739,Magnoliopsida,NA,Vogel,"Reis, TR","16","2011","06","01",São Paulo,-46.8800010681152,-23.1800003051758,UEC160739,NA,NA,Jundiaí,"17840",auto,NA,NA,NA,"2012","08",NA,NA,NA,NA,JUNDIAÍ,"3525904"
