X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,typeStatus,recordedBy,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,identifiedBy,recordNumber,year,month,day,stateProvince,county,locality,decimalLongitude,decimalLatitude,imagecode,minimumElevationInMeters,maximumElevationInMeters,class,relatedCatalogItem,yearIdentified,coordinatePrecision,geoFlag,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,individualCount,fieldNumber,NM_MUNICIP,CD_GEOCMU
-46.6300010681152,-23.5400009155273,"27",2019-02-15 11:40:18-02,IPA,IPA,"10027",S,Plantae,Gentianaceae,Zygostigma,australe,Zygostigma australe,NA,"Pickel, B.",Southern America,Brasil,NA,NA,Erva com flores roxas.,IPA0010027,Plantae,NA,(Cham. & Schltdl.) Griseb.,"Fabris, H.A.","5487","1941","11","10",São Paulo,São Paulo,"Bosque, em campo alto.",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,"1976","53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"87",2015-09-04 14:08:57-03,MNHN,RECOLNAT_MNHN_P,P04015502,PreservedSpecimen,NA,Gentianaceae,Sabatia,australe,Sabatia australe,NA,"Glaziou, A.",NA,Brasil,hb,NA,"Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04015502' target='other'> <mi>dwc_moreinfo</mi></a>",P04015502,NA,NA,Cham. & Schltdl.,NA,NA,"1876","2","10",São Paulo,São Paulo,Brésil. S. Paulo. Campos da Bocaina,-46.6300010681152,-23.5400009155273,P04015502_01,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,"9946",SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"147",2019-11-13 11:20:17-03,USP,SPF,"84352",PreservedSpecimen,Plantae,Gentianaceae,Zygostigma,australe,Zygostigma australe,NA,"Semir, J",NA,Brasil,NA,NA,NA,SPF00084352,NA,NA,(Cham. & Schltdl.) Griseb.,"Hell, KG",s.n.,"1968","01","04",São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"148",2019-11-13 11:20:17-03,USP,SPF,"84354",PreservedSpecimen,Plantae,Gentianaceae,Zygostigma,australe,Zygostigma australe,NA,"Joly, AB",NA,Brasil,NA,NA,NA,SPF00084354,NA,NA,(Cham. & Schltdl.) Griseb.,"Joly, AB","175","1945","12","17",São Paulo,São Paulo,Campos do Butantã.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"149",2019-11-13 11:20:17-03,USP,SPF,"84353",PreservedSpecimen,Plantae,Gentianaceae,Zygostigma,australe,Zygostigma australe,NA,"Morretes, BL",NA,Brasil,NA,NA,NA,SPF00084353,NA,NA,(Cham. & Schltdl.) Griseb.,"Rawitscher, FK",s.n.,NA,NA,NA,São Paulo,São Paulo,Ipiranga.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.426528,-23.392,"201",2019-11-21 10:06:59-03,IBt,SP,"487551",S,Plantae,Gentianaceae,Zygostigma,australe,Zygostigma australe,NA,"Shirasuna, RT",NA,Brasil,NA,NA,NA,NA,NA,NA,(Cham. & Schltdl.) Griseb.,"Cordeiro, I","3670","2014","11","07",São Paulo,Guarulhos,"Lote 6, OAE 604.",-46.426528,-23.392,NA,NA,NA,NA,NA,"2015",NA,NA,"01","20","-46.426528","-23.392",NA,NA,GUARULHOS,"3518800"
-47.2200012207031,-23.6499996185303,"202",2020-10-08 08:53:10-03,IBt,SP,"333791",S,Plantae,Gentianaceae,Zygostigma,australe,Zygostigma australe,NA,"Cordeiro, I",NA,Brasil,NA,NA,NA,NA,NA,NA,(Cham. & Schltdl.) Griseb.,NA,"1789","1998","12","08",São Paulo,Ibiúna,NA,-47.2200012207031,-23.6499996185303,NA,NA,NA,NA,NA,NA,"43112",auto,NA,NA,NA,NA,NA,NA,IBIÚNA,"3519709"
-46.4099998474121,-23.7099990844727,"203",2020-11-26 10:00:26-03,IBt,SP,"370028",S,Plantae,Gentianaceae,Zygostigma,australe,Zygostigma australe,NA,"Hashimoto, G",NA,Brasil,NA,NA,NA,NA,NA,NA,(Cham. & Schltdl.) Griseb.,NA,"20252","1951","01","09",São Paulo,Ribeirão Pires,NA,-46.4099998474121,-23.7099990844727,NA,NA,NA,NA,NA,NA,"10581",auto,NA,NA,NA,NA,NA,NA,RIBEIRÃO PIRES,"3543303"
-46.6300010681152,-23.5400009155273,"205",2020-12-30 07:48:25-03,IBt,SP,"444593",S,Plantae,Gentianaceae,Zygostigma,australe,Zygostigma australe,NA,"Hashimoto, G",NA,Brasil,NA,NA,NA,NA,NA,NA,(Cham. & Schltdl.) Griseb.,NA,"12689","1975","03","10",São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"206",2019-11-21 10:06:59-03,IBt,SP,"15867",S,Plantae,Gentianaceae,Zygostigma,australe,Zygostigma australe,NA,"Edwall, G",NA,Brasil,NA,NA,NA,SP006117,NA,NA,(Cham. & Schltdl.) Griseb.,"Simonis, JE",CGG2249,"1893","11","27",São Paulo,São Paulo,Cambucy,-46.6300010681152,-23.5400009155273,SP006117,NA,NA,NA,NA,"1984","53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
