X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,class,individualCount,fieldNumber,relatedCatalogItem,NM_MUNICIP,CD_GEOCMU
-45.36,-23.45,"44",2020-11-04 11:13:11-03,ESALQ,ESA,"119541",PreservedSpecimen,Plantae,Magnoliophyta,NA,Marantaceae,Maranta,bicolor,Maranta bicolor,NA,"Vieira, S.","Vieira, S.","102.0","2001","02","17",NA,Brasil,São Paulo,Ubatuba,"Parque Estadual da Serra do Mar. Núcleo Picinguaba, coleta na beira da trilha.",-45.36,-23.45,NA,NA,ESA119541,NA,NA,NA,"-45.36","-23.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NATIVIDADE DA SERRA,"3532306"
-46.9900016784668,-24.3199996948242,"55",2020-11-04 11:13:11-03,ESALQ,ESA,"11451",PreservedSpecimen,Plantae,Magnoliophyta,NA,Marantaceae,Maranta,bicolor,Maranta bicolor,NA,NA,"Souza, V.C.","357.0","1988","11","07",NA,Brasil,São Paulo,Peruíbe,NA,-46.9900016784668,-24.3199996948242,NA,NA,ESA011451,NA,NA,NA,NA,NA,NA,NA,NA,"21922",auto,NA,NA,NA,NA,PERUÍBE,"3537602"
-47.558333,-24.166667,"88",2020-10-20 14:17:45-03,UFOPA,HSTM,"5560",PreservedSpecimen,Plantae,NA,NA,Marantaceae,Maranta,cristata,Maranta cristata,Nees & Mart.,"Luna, N.K.","Souza, V.C.; s.c.",NA,"1988","11","07",NA,Brasil,São Paulo,Peruíbe,Estação Ecológica Juréia-Guaraú. Mata do morro do Guarauzinho.,-47.558333,-24.166667,NA,NA,HSTM005560,HSTM005560,NA,NA,47º33'30''W,24º10'0''S,"2015","10","01",NA,NA,NA,NA,NA,NA,JUQUIÁ,"3526100"
-46.9900016784668,-24.3199996948242,"255",2019-11-13 16:04:47-03,UNISANTA,HUSC,"752",PreservedSpecimen,Plantae,Magnoliophyta,NA,Marantaceae,Maranta,cristata,Maranta cristata,Nees & Mart.,N.K.Luna,"Souza, V.C.",s.n.,"1988","11","07",NA,Brasil,São Paulo,Peruíbe,"Estação Ecológica, Juréia-Guaraú. Mata do morro do Guarauzinho.",-46.9900016784668,-24.3199996948242,NA,"Erva ciófila, folhas com face inferior vinácea, face superior verde-clara com manchas verde-escuras. Corola alva com estreitas faixas roxas.",NA,NA,NA,NA,NA,NA,"2015","10",NA,"21922",auto,NA,NA,NA,NA,PERUÍBE,"3537602"
-46.244722,-23.514167,"260",2021-03-04 15:42:15-03,IF,SPSF,"52677",PreservedSpecimen,Plantae,Magnoliophyta,Zingiberales,Marantaceae,Goeppertia,zebrina,Goeppertia zebrina,(Sims) Nees,L. Rossi,L. Rossi et al.,"3001","2017","05","22",América do Sul,Brasil,SP,Mogi Cruzes,Estação Ecológica de Itapeti,-46.244722,-23.514167,NA,"COLETA: Erva terrestre, folhas com face abaxial arroxeada, face adazial com faixas verde escura. Planta estéril, cutivada.; GEOGRAFIA: Floresta Ombrófila Densa Montana, alterada.;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liliopsida,NA,NA,NA,MOGI DAS CRUZES,"3530607"
-46.6300010681152,-23.5400009155273,"297",2019-11-21 10:09:29-03,IBt,SP,"331967",S,Plantae,NA,NA,Marantaceae,Goeppertia,zebrina,Goeppertia zebrina,(Sims) Nees,"Saka, MN","Vieira, S","6","1999","02","05",NA,Brasil,São Paulo,São Paulo,"Jardim Botânico, Próximo às estufas de bromélias",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,"2013","10",NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"298",2019-11-21 10:09:29-03,IBt,SP,"306",S,Plantae,NA,NA,Marantaceae,Goeppertia,zebrina,Goeppertia zebrina,(Sims) Nees,"Saka, MN","Gehrt, A",s.n.,"1922","11","29",NA,Brasil,São Paulo,São Paulo,Pirajussara,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,"2013","10",NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.9900016784668,-24.3199996948242,"305",2019-11-21 10:09:29-03,IBt,SP,"11120",S,Plantae,NA,NA,Marantaceae,Maranta,bicolor,Maranta bicolor,Ker Gawl.,"Uliana, VL","Loefgren, A",CGG1590,"1891","11","26",NA,Brasil,São Paulo,Peruíbe,"Mata virgem, úmido, beira rio.",-46.9900016784668,-24.3199996948242,NA,"Herbacea, folia tigrina, fl. alba.",SP009363,SP009363,NA,NA,NA,NA,"2005","04","25","21922",auto,NA,NA,NA,NA,PERUÍBE,"3537602"
-46.6300010681152,-23.5400009155273,"306",2020-08-27 12:19:59-03,IBt,SP,"30784",S,Plantae,NA,NA,Marantaceae,Maranta,bicolor,Maranta bicolor,Ker Gawl.,NA,"Hoehne, FC",s.n.,"1933","07","12",NA,Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"307",2020-08-27 12:19:59-03,IBt,SP,"303080",S,Plantae,NA,NA,Marantaceae,Maranta,bicolor,Maranta bicolor,Ker Gawl.,NA,"Hoehne, FC",s.n.,"1933","07","12",NA,Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.9900016784668,-24.3199996948242,"310",2019-11-21 10:09:29-03,IBt,SP,"345408",S,Plantae,NA,NA,Marantaceae,Maranta,cristata,Maranta cristata,Nees & Mart.,"Laura, NK","Cordeiro, I; et al.","1987","2000","01","25",NA,Brasil,São Paulo,Peruíbe,"Estação Ecológica Juréia-Itatins, Núcleo Guarau, Mata Ombrófila densa de encosta, base do Morro do fernando",-46.9900016784668,-24.3199996948242,NA,"Erva ca. 30cm alt., folhas com faixa verde clara junto a nervura central ladeada por manchas verde escuras, flores alvas",NA,NA,NA,NA,NA,NA,"2018","04","17","21922",auto,NA,NA,NA,NA,PERUÍBE,"3537602"
