X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,year,identifiedBy,month,day,county,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,dayIdentified,class,relatedCatalogItem,fieldNumber,individualCount,previousCatalogNumber,sex,NM_MUNICIP,CD_GEOCMU
-46.618358,-23.646109,"15",2021-03-15 16:37:00-03,NY,NYBG,"604306",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Machaerium,villosum,Machaerium villosum,Vogel,NA,F. C. Hoehne,s.n.,South America,Brazil,São Paulo,Jardim Botanico,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=48545' target='other'> <mi>dwc_moreinfo</mi></a>,NY00604306,NY00604306_01,"1931",F. C. Hoehne,"11","30",Sao Paulo,-46.618358,-23.646109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.618358,-23.646109,"21",2021-03-15 16:37:00-03,NY,NYBG,"604307",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Machaerium,villosum,Machaerium villosum,Vogel,NA,F. C. Hoehne,s.n.,South America,Brazil,São Paulo,Jardim Botanico,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=48550' target='other'> <mi>dwc_moreinfo</mi></a>,NY00604307,NY00604307_01,NA,NA,NA,NA,NA,-46.618358,-23.646109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"45",2019-12-12 15:31:41-03,UFABC,HUFABC,"002233",PreservedSpecimen,Plantae,Angiospermas,NA,Fabaceae,Machaerium,villosum,Machaerium villosum,Vogel,NA,"M. Keiller; J. H. L. El Ottra","44",NA,Brasil,São Paulo,"Parque CIENTEC, Em frente à tenda.",NA,Árvore ca. 4 m. Frutos jovens verdes. Folhas discolores.,HUFABC002233,NA,"2019",Pirani,"09","20",São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,"53584",auto,NA,NA,"2019","10",NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.3899993896484,-23.1800003051758,"84",2020-11-04 11:09:58-03,ESALQ,ESA,"32023",PreservedSpecimen,Plantae,Magnoliophyta,NA,Fabaceae,Machaerium,villosum,Machaerium villosum,Vogel,NA,"Souza, V.C.; Rodrigues, R.R.; Souza, J.P.; Sanches, I.D.; Astorino, A.; Magossi, R.; Petrini, M.; Tavares Jr., J.E.","11143.0",NA,Brasil,São Paulo,"Estrada em torno da Represa Atibainha. 23*08'33, 4S, 46*21'28, 4W. 800 m.s.m. Mata mesófila semidecídua.",NA,"Árvore, ca. 5 m alt.; frutos imaturos verde-amarelados.",ESA032023,ESA032023,"1996",NA,"06","01",Nazaré Paulista,-46.3899993896484,-23.1800003051758,"800","800","18850",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAZARÉ PAULISTA,"3532405"
-47.5200004577637,-23.2099990844727,"86",2020-11-04 11:09:58-03,ESALQ,ESA,"69008",PreservedSpecimen,Plantae,Magnoliophyta,NA,Fabaceae,Machaerium,villosum,Machaerium villosum,NA,NA,"Bufo, L.V.B. ; Sabadim, P.C.","60.0",NA,Brasil,São Paulo,NA,NA,NA,ESA069008,ESA069008,NA,NA,NA,NA,Porto Feliz,-47.5200004577637,-23.2099990844727,NA,NA,"19715",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PORTO FELIZ,"3540606"
-47.5200004577637,-23.2099990844727,"87",2020-11-04 11:09:58-03,ESALQ,ESA,"63922",PreservedSpecimen,Plantae,Magnoliophyta,NA,Fabaceae,Machaerium,villosum,Machaerium villosum,Vogel,NA,"Bufo, L.V.B.","60.0",NA,Brasil,São Paulo,NA,NA,NA,ESA063922,ESA063922,NA,NA,NA,NA,Porto Feliz,-47.5200004577637,-23.2099990844727,NA,NA,"19715",auto,NA,NA,"1997","01","01",NA,NA,NA,NA,NA,NA,PORTO FELIZ,"3540606"
-47.5200004577637,-23.2099990844727,"95",2020-11-04 11:09:58-03,ESALQ,ESA,"63921",PreservedSpecimen,Plantae,Magnoliophyta,NA,Fabaceae,Machaerium,villosum,Machaerium villosum,NA,NA,"Bufo, L.V.B. ; Sabadim, P.C.","59.0",NA,Brasil,São Paulo,NA,NA,NA,ESA063921,ESA063921,NA,NA,NA,NA,Porto Feliz,-47.5200004577637,-23.2099990844727,NA,NA,"19715",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PORTO FELIZ,"3540606"
-47.1300010681152,-23.5200004577637,"97",2020-11-04 11:09:58-03,ESALQ,ESA,"26851",PreservedSpecimen,Plantae,Magnoliophyta,NA,Fabaceae,Machaerium,villosum,Machaerium villosum,Vogel,NA,"Cardoso-Leite, E.","302.0",NA,Brasil,São Paulo,NA,NA,NA,ESA026851,ESA026851,"1993",NA,"12","03",São Roque,-47.1300010681152,-23.5200004577637,NA,NA,"15567",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO ROQUE,"3550605"
-46.6300010681152,-23.5400009155273,"129",2019-02-22 11:46:47-03,IPA,IPA,"9543",S,Plantae,Plantae,NA,Leguminosae-Pap.,Machaerium,villosum,Machaerium villosum,Vogel,NA,"Koscinski, M.","1939",Southern America,Brasil,São Paulo,"Horto Florestal, No parque do serviço florestal",NA,NA,IPA0009543,NA,NA,NA,NA,NA,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"130",2019-02-22 11:46:47-03,IPA,IPA,"9544",S,Plantae,Plantae,NA,Leguminosae-Pap.,Machaerium,villosum,Machaerium villosum,Vogel,NA,"Pickel, B.","4912",Southern America,Brasil,São Paulo,Les Oiseaux,NA,Árvore com flores brancas e depois escuras. Cultivada,IPA0009544,NA,"1942","Pickel, B.","01","01",São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
