X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,coordinatePrecision,occurrenceRemarks,barcode,geoFlag,imagecode,phylum,continentOcean,locality,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,infraspecificEpithet,typeStatus,class,order,NM_MUNICIP,CD_GEOCMU
-46.6300010681152,-23.5400009155273,"20",2019-11-13 11:25:01-03,USP,SPF,"11624",PreservedSpecimen,Plantae,Malvaceae,Sida,acrantha,Sida acrantha,Link,"Hoehne, W",NA,NA,NA,"Hoehne, W",s.n.,"1946","04","03",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,"53584",NA,SPF00011624,auto,NA,NA,NA,Alto da Lapa.,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"21",2019-11-13 11:25:01-03,USP,SPF,"166956",PreservedSpecimen,Plantae,Malvaceae,Sida,acrantha,Sida acrantha,Link,"Yoshikawa, VN","2017","06",NA,"Joly, AB",s.n.,"1946","06","14",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,"53584",NA,SPF00166956,auto,NA,NA,NA,Butantã.,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"22",2019-11-13 11:25:01-03,USP,SPF,"17334",PreservedSpecimen,Plantae,Malvaceae,Sida,acrantha,Sida acrantha,Link,"Joly, AB",NA,NA,NA,"Joly, AB",s.n.,"1946","06","14",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,"53584",NA,SPF00017334,auto,NA,NA,NA,Campos de Butantã.,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"23",2019-11-13 11:25:01-03,USP,SPF,"17334",PreservedSpecimen,Plantae,Malvaceae,Sida,acrantha,Sida acrantha,Link,"Joly, AB",NA,NA,NA,"Joly, AB","209","1946","06","14",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,"53584",NA,SPF00017334,auto,NA,NA,NA,Campos de Butantã.,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"24",2019-11-13 11:25:01-03,USP,SPF,"10003",PreservedSpecimen,Plantae,Malvaceae,Sida,acrantha,Sida acrantha,Link,"Yoshikawa, VN","2017","06",NA,"Hoehne, W","3","1933","01","24",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,"53584",NA,SPF00010003,auto,NA,NA,NA,Terrenos da F.M.S.Paulo.,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.927972,-23.111861,"27",2019-01-25 15:42:24-02,IAC,IAC,"21886",S,Plantae,Malvaceae-8.Malvoideae,Sida,acrantha,Sida acrantha,Link,A. Krapovickas,"1990","01","20",H.F. Leitão Filho,"1971","1971","05","20",Brasil,São Paulo,Jundiaí,-46.927972,-23.111861,NA,NA,NA,NA,NA,NA,NA,"IAC, Estação Experimental","-46.927972","-23.111861",NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.8842,-23.1864,"28",2019-01-25 15:42:24-02,IAC,IAC,"3952",S,Plantae,Malvaceae-8.Malvoideae,Sida,acrantha,Sida acrantha,Link,A. Krapovickas,"1995","12","05",A.P. Viégas,s/nº,"1939","04","05",Brasil,São Paulo,Jundiaí,-46.8842,-23.1864,NA,Folhas no herbário,NA,NA,NA,NA,NA,Alto das Serra dos Cristais,"-46.8842","-23.1864",NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.9099998474121,-23.6000003814697,"45",2020-12-23 08:48:28-03,IBt,SP,"426336",S,Plantae,Malvaceae,Sida,acrantha,Sida acrantha,Link,NA,NA,NA,NA,"Gonçalvez, VM","9","2009","02","08",Brasil,São Paulo,Cotia,-46.9099998474121,-23.6000003814697,"23869",NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COTIA,"3513009"
-46.6300010681152,-23.5400009155273,"46",2021-02-18 08:31:01-03,IBt,SP,"6870",S,Plantae,Malvaceae,Sida,acrantha,Sida acrantha,Link,NA,NA,NA,NA,"Brade, AC","5558","1912","03","24",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,"53584",NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"47",2019-11-21 10:09:26-03,IBt,SP,"216326",S,Plantae,Malvaceae,Sida,acrantha,Sida acrantha,Link,"Esteves, GL",NA,NA,NA,"Romaniuc Neto, S; et al.","649","1987","04","13",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,"53584",NA,NA,auto,NA,NA,NA,Parque Estadual das Fontes do Ipiranga,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
