X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,typeStatus,infraspecificEpithet,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,dayIdentified,coordinatePrecision,geoFlag,class,relatedCatalogItem,fieldNumber,individualCount,previousCatalogNumber,NM_MUNICIP,CD_GEOCMU
-46.63,-23.5403,"7",2021-03-15 16:37:00-03,NY,NYBG,"382251",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Rutaceae,Esenbeckia,leiocarpa,Esenbeckia leiocarpa,Engl.,A. Gehrt,"29999",NA,NA,NA,South America,Brazil,São Paulo,Sao Paulo,Sao Paulo.,-46.63,-23.5403,NA,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=575566' target='other'> <mi>dwc_moreinfo</mi></a>,NY00382251,NY00382251_01,R. C. Kaastra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.68,-23.3503,"25",2021-03-15 16:37:00-03,NY,NYBG,"382256",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Rutaceae,Esenbeckia,leiocarpa,Esenbeckia leiocarpa,Engl.,L. Riedel,"155","1826","01",NA,South America,Brazil,São Paulo,Iperó,Ipanéma,-47.68,-23.3503,NA,NA,sheet,L. Riedel: Iter Brasiliense 1824-29. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=575553' target='other'> <mi>dwc_moreinfo</mi></a>,NY00382256,NY00382256_01,J. A. Kallunki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IPERÓ,"3521002"
-46.724373,-23.565521,"26",2021-03-15 16:37:00-03,NY,NYBG,"382250",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Rutaceae,Esenbeckia,leiocarpa,Esenbeckia leiocarpa,Engl.,A. Gehrt,"29999","1933","01","18",South America,Brazil,São Paulo,Sao Paulo,"Butantan, S. Paulo.",-46.724373,-23.565521,NA,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=575567' target='other'> <mi>dwc_moreinfo</mi></a>,NY00382250,NY00382250_01,R. C. Kaastra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.5200004577637,-23.2099990844727,"76",2020-11-04 11:19:05-03,ESALQ,ESA,"63992",PreservedSpecimen,Plantae,Magnoliophyta,NA,Rutaceae,Esenbeckia,leiocarpa,Esenbeckia leiocarpa,Engl.,"Bufo, L.V.B. ; Sabadim, P.C.","130.0",NA,NA,NA,NA,Brasil,São Paulo,Porto Feliz,NA,-47.5200004577637,-23.2099990844727,NA,NA,NA,NA,ESA063992,ESA063992_1 ESA063992_2,"Rodrigues, R.R. & Bufo, L.V.B.",NA,NA,"1997","01",NA,NA,"01","19715",auto,NA,NA,NA,NA,NA,PORTO FELIZ,"3540606"
-47.535186,-23.368519,"113",2020-02-10 17:57:14-03,UNICAMP,UEC,"168788",S,Plantae,Magnoliopsida,NA,Rutaceae,Esenbeckia,leiocarpa,Esenbeckia leiocarpa,Engl.,"Sims; Melis, J van","1337","2008","08",NA,NA,Brazil,São Paulo,Campinas,Mata Ribeirão Cachoeira.,-47.535186,-23.368519,"650","760",NA,NA,UEC007871,UEC007871,"Melis, J van",NA,NA,"2008","09","-47.535186","-23.368519",NA,NA,NA,NA,NA,NA,NA,NA,PORTO FELIZ,"3540606"
-47.533333,-23.383333,"123",2021-03-01 16:40:26-03,UNICAMP,UEC,"172192",S,Plantae,Magnoliopsida,NA,Rutaceae,Esenbeckia,leiocarpa,Esenbeckia leiocarpa,Engl.,"Garcia, LC","442","2009","12","14",NA,Brazil,São Paulo,Campinas,"Distrito de Souzas, Condomínio Colinas do Atibaia,Mata Ribeirão Cachoeira.",-47.533333,-23.383333,"711","711",NA,"Árvore de 16m, flores creme.; Mata Atlântica. Floresta Estacional Semidecídua.",UEC016343,UEC016343,"Garcia, LC",NA,NA,NA,NA,"-47.533333","-23.383333",NA,NA,NA,NA,NA,NA,NA,NA,SOROCABA,"3552205"
-46.63,-23.54,"173",2013-04-01 09:17:03-03,IPT,BCTW,"13881",S,Plantae,Magnoliophyta,NA,NA,Esenbeckia,leiocarpa,Esenbeckia leiocarpa,Engl.,NA,NA,NA,NA,NA,NA,Brasil,São Paulo,São Paulo,NA,-46.63,-23.54,NA,NA,NA,Proc.: Instituto Florestal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,Magnoliopsida,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"204",2020-10-01 14:25:00-03,JBB,HEPH,"29372",S,Plantae,Dicotyledon,Sapindales,Rutaceae,Esenbeckia,leiocarpa,Esenbeckia leiocarpa,Engl.,"Bernarcci, LC","25050","1989","09","25",Southern America,Brasil,São Paulo,São Paulo,Fazenda São Vicente.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"Bernarcci, LC",NA,NA,"1989",NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.5200004577637,-23.2099990844727,"207",2020-12-11 11:41:11-03,UFMG,BHCB,"60614",PreservedSpecimen,Plantae,Dicotyledon,NA,Rutaceae,Esenbeckia,leiocarpa,Esenbeckia leiocarpa,Engl.,NA,s.n.,NA,NA,NA,Southern America,Brasil,São Paulo,Porto Feliz,NA,-47.5200004577637,-23.2099990844727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19715",auto,NA,NA,NA,NA,NA,PORTO FELIZ,"3540606"
-46.6300010681152,-23.5400009155273,"249",2020-09-12 05:00:02-03,US,US,"1443718",PreservedSpecimen,Plantae,NA,Sapindales,Rutaceae,Esenbeckia,leiocarpa,Esenbeckia leiocarpa,NA,A. Ducke,s.n.,NA,NA,NA,South America - Neotropics,Brazil,São Paulo,São Paulo,"Hort. Bot. Rio de Janeiro culto, prov São Paulo",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,US01858578,US01858578_01 US01858578_02,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,Dicotyledonae,NA,NA,"1",NA,SÃO PAULO,"3550308"
