X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,county,decimalLongitude,decimalLatitude,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,imagecode,typeStatus,verbatimLongitude,verbatimLatitude,fieldNumber,class,individualCount,infraspecificEpithet,relatedCatalogItem,NM_MUNICIP,CD_GEOCMU
-46.5299987792969,-23.6599998474121,"42",2020-11-05 09:51:34-03,IBt,SP,"359273",S,Plantae,NA,NA,Dioscoreaceae,Dioscorea,trilinguis,Dioscorea trilinguis,Griseb.,NA,"Kirizawa, M","3452","2002","05","03",NA,Brasil,São Paulo,E.B. do Alto da Serra de Paranapiacaba,NA,NA,NA,NA,NA,Santo André,-46.5299987792969,-23.6599998474121,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.560001373291,-23.6900005340576,"43",2019-11-21 10:03:36-03,IBt,SP,"426533",S,Plantae,NA,NA,Dioscoreaceae,Dioscorea,trilinguis,Dioscorea trilinguis,Griseb.,"Kirizawa, M","Shirasuna, RT","1354","2008","05","26",NA,Brasil,São Paulo,"Lote 3, Mata do Chinês Rodoanel Mário Covas, Trecho Sul",NA,NA,NA,NA,NA,São Bernardo do Campo,-46.560001373291,-23.6900005340576,"2008","09","10","31119",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO BERNARDO DO CAMPO,"3548708"
