X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,occurrenceRemarks,continentOcean,preparationType,previousCatalogNumber,phylum,order,coordinatePrecision,geoFlag,class,relatedCatalogItem,typeStatus,relationshipType,fieldNumber,individualCount,sex,infraspecificEpithet,NM_MUNICIP,CD_GEOCMU
-46.621883,-23.654505,"16",2016-09-29 10:40:00-03,NY,NYBG,"454265",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,triflora,Mollinedia triflora,NA,NA,F. C. Hoehne,NA,"1931","11","11",Brazil,São Paulo,Sao Paulo,Parque do Estado e Jardim Botânico,-46.621883,-23.654505,NA,NA,NA,NA,NY00454265,NY00454265_01,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=302884' target='other'> <mi>dwc_moreinfo</mi></a>,South America,sheet,NA,Magnoliophyta,Laurales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.465739,-23.760325,"17",2016-09-30 18:56:00-03,NY,NYBG,"719863",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,triflora,Mollinedia triflora,NA,NA,R. J. Almeida-Scabbia,"5030","2007","10","17",Brazil,São Paulo,Santo André,"Suborefeitura de Paranapiacaba e Parque Andreense, Uniflor",-46.465739,-23.760325,NA,NA,NA,NA,NY00719863,NY00719863_01,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2523698' target='other'> <mi>dwc_moreinfo</mi></a>,South America,sheet,NA,Magnoliophyta,Laurales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.621883,-23.654505,"20",2016-09-29 10:40:00-03,NY,NYBG,"454264",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,triflora,Mollinedia triflora,NA,F. C. Hoehne,F. C. Hoehne,NA,"1931","11","11",Brazil,São Paulo,Sao Paulo,Parque do Estado e Jardim Botânico,-46.621883,-23.654505,NA,NA,NA,NA,NY00454264,NY00454264_01,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=302878' target='other'> <mi>dwc_moreinfo</mi></a>,South America,sheet,NA,Magnoliophyta,Laurales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.472247,-23.771644,"27",2016-09-30 18:56:00-03,NY,NYBG,"719866",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,triflora,Mollinedia triflora,NA,NA,R. J. Almeida-Scabbia,"5081","2007","10","30",Brazil,São Paulo,Santo André,"Suborefeitura de Paranapiacaba e Parque Andreense, Rua Jaraguá do Sul",-46.472247,-23.771644,NA,NA,NA,NA,NY00719866,NY00719866_01,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2523704' target='other'> <mi>dwc_moreinfo</mi></a>,South America,sheet,NA,Magnoliophyta,Laurales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.618358,-23.646109,"29",2016-09-29 10:40:00-03,NY,NYBG,"454276",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,triflora,Mollinedia triflora,NA,F. C. Hoehne,F. C. Hoehne,"28441","1931","11","13",Brazil,São Paulo,Sao Paulo,Jardim Botanico,-46.618358,-23.646109,NA,NA,NA,NA,NY00454276,NY00454276_01,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=302879' target='other'> <mi>dwc_moreinfo</mi></a>,South America,sheet,NA,Magnoliophyta,Laurales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.9199981689453,-24.3799991607666,"53",2020-11-04 11:14:07-03,ESALQ,ESA,"109680",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,triflora,Mollinedia triflora,(Spreng.) Tul.,"Lírio, E.J.","Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29276.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,ESA109680,ESA109680,"2016",NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.5299987792969,-23.4599990844727,"56",2020-11-04 10:56:11-03,ESALQ,ESA,"142243",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,triflora,Mollinedia triflora,(Spreng.) Tul.,"Almeida-Scabbia, R.J.","Almeida-Scabbia, R.J.","1021.0","2013","10","17",Brasil,São Paulo,Guarulhos,NA,-46.5299987792969,-23.4599990844727,NA,NA,NA,NA,ESA142243,NA,"2013","10","24",NA,NA,NA,NA,NA,NA,"26398",auto,NA,NA,NA,NA,NA,NA,NA,NA,GUARULHOS,"3518800"
-45.954444,-22.910833,"92",2021-03-01 16:35:49-03,UNICAMP,UEC,"149584",S,Plantae,Monimiaceae,Mollinedia,triflora,Mollinedia triflora,(Spreng.) Tul.,"Lirio, EJ","Soares Júnior, FJ","857","2002","08","20",Brazil,São Paulo,São José dos Campos,"Serra dos Poncianos, Fazenda e Reserva Mandala.",-45.954444,-22.910833,"-45.954444","-22.910833","1200","1200",UEC069406,UEC069406,"2016",NA,NA,"Planta com frutos.; Formação florestal de encosta.",NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-45.541389,-23.588611,"93",2021-03-01 16:35:49-03,UNICAMP,UEC,"167035",S,Plantae,Monimiaceae,Mollinedia,triflora,Mollinedia triflora,(Spreng.) Tul.,NA,"Stefani, EJF; Belinello, R; Galvão, JC","308","2011","07","01",Brazil,São Paulo,Paraibuna,Parque Estadual da Serra do Mar.,-45.541389,-23.588611,"-45.541389","-23.588611","800","900",UEC059357,UEC059357,"2016",NA,NA,"Árvore com 15 m.; Mata Atlântica.",NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PARAIBUNA,"3535606"
-48,-24.402778,"98",2019-08-20 10:20:39-03,UNICAMP,UEC,"136157",S,Plantae,Monimiaceae,Mollinedia,triflora,Mollinedia triflora,(Spreng.) Tul.,"Lirio, EJ","Kinoshita, LS; Galvão, JC; Antunes, RM; Seco, RC; Arzolla, FARDP","228","2004","10","13",Brazil,São Paulo,São Miguel Arcanjo,"Parque Estadual Carlos Botelho, Mata Atlântica. Trilha para o Rio Taquaral.",-48,-24.402778,"-48","-24.402778",NA,NA,UEC128084,NA,"2016",NA,NA,Árvore 5m. frutos imaturos verdes.,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-45.183333,-23.4,"99",2021-03-01 16:35:49-03,UNICAMP,UEC,"200199",S,Plantae,Monimiaceae,Mollinedia,triflora,Mollinedia triflora,(Spreng.) Tul.,NA,"Padgurschi, MCG; Belinello, R",M270,"2009",NA,NA,Brazil,São Paulo,São Luiz do Paraitinga,Parque Estadual da Serra do Mar,-45.183333,-23.4,"-45.183333","-23.4","990","1045",UEC177700,NA,NA,NA,NA,Parcela M - Projeto Biota-FAPESP. Árvore com 7 metros de altura. Frequência da espécie na parcela: n=5,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NATIVIDADE DA SERRA,"3532306"
-45.945278,-23.330333,"100",2021-03-01 16:35:49-03,UNICAMP,UEC,"160405",S,Plantae,Monimiaceae,Mollinedia,triflora,Mollinedia triflora,(Spreng.) Tul.,"Lirio, EJ","Marchiori, NM; Toledo, W; Munhoz, I; Cano, GB; Santos, FC","622","2011","01","05",Brazil,São Paulo,São Luiz do Paraitinga,Parque Estadual da Serra do Mar,-45.945278,-23.330333,"-45.945278","-23.330333","999","999",UEC009955,UEC009955,"2016",NA,NA,"Material vegetativo. Cerca de 6 m de altura e 1 indivíduo distribuído em 1 ha.; Floresta Ombrófila Densa Montana.",NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JACAREÍ,"3524402"
-46.774444,-23.9,"101",2021-03-01 16:35:49-03,UNICAMP,UEC,"84577",S,Plantae,Monimiaceae,Mollinedia,triflora,Mollinedia triflora,(Spreng.) Tul.,"Lirio, EJ","Ávila, NS; Bellenzani, MLR; Garcia, RJF","335","1994","09","12",Brazil,São Paulo,São Paulo,"Camping Ana Paula, Area aberta, próxima aos quiosques - regial sul do município de São Paulo.",-46.774444,-23.9,"-46.774444","-23.9",NA,NA,UEC128135,NA,"2016",NA,NA,"àrvore 7,0-8,0m alt. botões esverdeados.",NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
