X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,coordinatePrecision,geoFlag,occurrenceRemarks,minimumElevationInMeters,maximumElevationInMeters,continentOcean,dayIdentified,NM_MUNICIP,CD_GEOCMU
-47.916667,-24.166667,"1",2019-08-20 10:00:41-03,UNICAMP,UEC,"139854",S,Plantae,Liliopsida,Orchidaceae,Dichaea,mosenii,Dichaea mosenii,Cogn.,"Breier, TB","2004","09","Breier, TB; Budke, JC","488","2002","08","19",Brazil,São Paulo,Sete Barras,"Parque Estadual Carlos Botelho, Núcleo Sete Barras.",-47.916667,-24.166667,"-47.916667","-24.166667",UEC064309,UEC064309,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.33,-23.96,"11",2017-09-11 17:11:37-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,NA,Orchidaceae,Dichaea,mosenii,Dichaea mosenii,Cogn.,NA,NA,NA,"Mosén, CWH",s.n.,NA,NA,NA,Brazil,São Paulo,Santos,Habitat ad truncos arborum in ripa amnis Rio Ruturvea prope Santos prov. S. Paulo,-46.33,-23.96,NA,NA,NA,NA,"26836",auto,Floret Decembri,NA,NA,Southern America,NA,SANTOS,"3548500"
-46.33,-23.96,"12",2017-09-11 17:11:37-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,NA,Orchidaceae,Dichaea,mosenii,Dichaea mosenii,Cogn.,NA,NA,NA,"Mosén, CWH",s.n.,NA,NA,NA,Brazil,São Paulo,Santos,Habitat ad truncos arborum in ripa amnis Rio Ruturvea prope Santos prov. S. Paulo,-46.33,-23.96,NA,NA,NA,NA,"26836",auto,Floret Decembri,NA,NA,Southern America,NA,SANTOS,"3548500"
