X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,imagecode,phylum,order,recordNumber,continentOcean,locality,minimumElevationInMeters,maximumElevationInMeters,preparationType,yearIdentified,monthIdentified,coordinatePrecision,geoFlag,dayIdentified,class,individualCount,fieldNumber,typeStatus,relatedCatalogItem,NM_MUNICIP,CD_GEOCMU
-46.621883,-23.654505,"17",2021-03-15 16:37:00-03,NY,NYBG,"662306",PreservedSpecimen,Plantae,Poaceae,Hymenachne,pernambucensis,Hymenachne pernambucensis,(Spreng.) Zuloaga,NA,W. Hoehne,"1948","08","27",Brazil,São Paulo,Sao Paulo,-46.621883,-23.654505,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=624094' target='other'> <mi>dwc_moreinfo</mi></a>,NY00662306,NY00662306_01,Magnoliophyta,Poales,s.n.,South America,"Sao Paulo, SP. Parque do Estado do SP",NA,NA,sheet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"49",2020-11-04 12:18:45-03,ESALQ,ESA,"108768",PreservedSpecimen,Plantae,Poaceae,Panicum,pernambucense,Panicum pernambucense,NA,"Rodrigues, M.E.F.","Rodrigues, M.E.F.","2007","01","19",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,ESA108768,ESA108768,Magnoliophyta,NA,"86.0",NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.5800018310547,-23.3099994659424,"50",2020-11-04 12:15:56-03,ESALQ,ESA,"116109",PreservedSpecimen,Plantae,Poaceae,Panicum,pernambucense,Panicum pernambucense,NA,"Macedo, C.L.","Macedo, C.C.L.","2009","01","01",Brasil,São Paulo,Mairiporã,-46.5800018310547,-23.3099994659424,NA,NA,NA,ESA116109,ESA116109,NA,NA,"30.0",NA,NA,NA,NA,NA,NA,NA,"15840",auto,NA,NA,NA,NA,NA,NA,MAIRIPORÃ,"3528502"
-46.6300010681152,-23.5400009155273,"51",2020-11-04 12:18:45-03,ESALQ,ESA,"108770",PreservedSpecimen,Plantae,Poaceae,Panicum,pernambucense,Panicum pernambucense,NA,"Rodrigues, M.E.F.","Rodrigues, M.E.F.","2007","05","03",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,ESA108770,ESA108770,Magnoliophyta,NA,"124.0",NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.560001373291,-23.6900005340576,"52",2020-11-04 12:15:56-03,ESALQ,ESA,"116085",PreservedSpecimen,Plantae,Poaceae,Panicum,pernambucense,Panicum pernambucense,NA,"Macedo, C.L.","Rodrigues, M.E.F.","2006","09","01",Brasil,São Paulo,São Bernardo do Campo,-46.560001373291,-23.6900005340576,NA,NA,NA,ESA116085,ESA116085,NA,NA,"76.0",NA,NA,NA,NA,NA,NA,NA,"31119",auto,NA,NA,NA,NA,NA,NA,SÃO BERNARDO DO CAMPO,"3548708"
-46.6300010681152,-23.5400009155273,"53",2020-11-04 12:15:56-03,ESALQ,ESA,"116103",PreservedSpecimen,Plantae,Poaceae,Panicum,pernambucense,Panicum pernambucense,NA,"Rodrigues, M.E.F.","Rodrigues, M.E.F.","2007","09","01",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,ESA116103,ESA116103,NA,NA,"377.0",NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"125",2020-12-21 16:40:42-03,MBM,MBM,"223632",PreservedSpecimen,Plantae,Poaceae,Panicum,rivulare,Panicum rivulare,Trin.,NA,"Hoehne, W.",NA,NA,NA,Brazil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,MBM223632,MBM223632,NA,NA,s.n.,Southern America,Parque Estadual de São Paulo,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"314",2019-11-13 11:28:56-03,USP,SPF,"10090",PreservedSpecimen,Plantae,Poaceae,Panicum,pernambucense,Panicum pernambucense,(Spreng.) Mez ex Pilg.,"Zuloaga, FO","Hoehne, W","1932","12","27",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,SPF00010090,SPF00010090,NA,NA,"314",NA,Cidade Jardim.,NA,NA,NA,"1997","10","53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"315",2019-11-13 11:28:56-03,USP,SPF,"84220",PreservedSpecimen,Plantae,Poaceae,Panicum,pernambucense,Panicum pernambucense,(Spreng.) Mez ex Pilg.,"Zuloaga, FO","Hoehne, W","1932","12","27",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,SPF00084220,SPF00084220,NA,NA,s.n.,NA,Cidade Jardim.,NA,NA,NA,"1997","11","53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"316",2019-11-13 11:28:56-03,USP,SPF,"12812",PreservedSpecimen,Plantae,Poaceae,Panicum,rivulare,Panicum rivulare,Trin.,"Hoehne, W","Hoehne, W","1948","08","27",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,SPF00012812,SPF00012812,NA,NA,"2687",NA,Parque do Estado,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.9192,-23.6039,"326",2019-06-24 08:11:30-03,IAC,IAC,"38815",S,Plantae,Poaceae,Panicum,pernambucense,Panicum pernambucense,(Spreng.) Mez,H.M. Longhi-Wagner,R.B. Torres & R.F. Santos et al.,"1999","12","02",Brasil,São Paulo,Cotia,-46.9192,-23.6039,"-46.9192","-23.6039",NA,NA,NA,NA,NA,"1005",NA,Mata Ciliar do Rio Cotia,NA,NA,NA,"2000","01",NA,NA,"02",NA,NA,NA,NA,NA,COTIA,"3513009"
-46.6300010681152,-23.5400009155273,"363",2019-11-01 15:16:39-03,UnB,UB,NA,PreservedSpecimen,Plantae,Poaceae,Panicum,rivulare,Panicum rivulare,Trin.,NA,"Hoehne, W","1948","08","27",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,UB0020604,UB0020604,Monocotyledonae,NA,SPF12812,Southern America,Parque do Estado,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"364",2019-11-01 15:16:39-03,UnB,UB,NA,PreservedSpecimen,Plantae,Poaceae,Panicum,rivulare,Panicum rivulare,Trin.,NA,"Skvortzov, B","1962","12","08",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,Dry open sandy field,UB0020608,UB0020608,Monocotyledonae,NA,"90",Southern America,"6 1/2-7km SW of center of São Paulo (Praça da Sé). Along the Rio Pinheiros, opposite Jockey Club",NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
