X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,imagecode,phylum,order,recordNumber,continentOcean,locality,minimumElevationInMeters,maximumElevationInMeters,preparationType,yearIdentified,monthIdentified,coordinatePrecision,geoFlag,dayIdentified,class,individualCount,fieldNumber,typeStatus,relatedCatalogItem,NM_MUNICIP,CD_GEOCMU
-46.6300010681152,-23.5400009155273,"365",2019-11-01 15:16:39-03,UnB,UB,"187804",PreservedSpecimen,Plantae,Poaceae,Panicum,rivulare,Panicum rivulare,Trin.,NA,"Skvortzov, B","1962","12","08",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,Dry open sandy field,UB0020600,UB0020600,Monocotyledonae,NA,"90",Southern America,"6 1/2-7km SW of center of São Paulo (Praça da Sé). Along the Rio Pinheiros, opposite Jockey Club",NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.9099998474121,-23.6000003814697,"394",2021-02-08 12:53:40-03,UFRGS,ICN,"188649",S,Plantae,Poaceae,Hymenachne,pernambucensis,Hymenachne pernambucensis,(Spreng.) Zuloaga,"Longhi-Wagner, HM","Torres, RB; dos Santos, RF","1999","12","02",Brasil,SP,Cotia,-46.9099998474121,-23.6000003814697,NA,NA,"Doação do Herbário IAC.; erva, ca. De 2m altura, inflorescências esverdeadas.",NA,NA,Monocotyledon,NA,"1005",América do Sul,mata ciliar do rio Cotia no lago,NA,NA,NA,NA,NA,"23869",auto,NA,NA,NA,NA,NA,NA,COTIA,"3513009"
-46.560001373291,-23.6900005340576,"395",2021-02-08 12:53:40-03,UFRGS,ICN,"191241",S,Plantae,Poaceae,Hymenachne,pernambucensis,Hymenachne pernambucensis,(Spreng.) Zuloaga,"Longhi-Wagner, HM","Rodrigues, MEF; Macedo, C","2006","11","29",Brasil,SP,São Bernardo do Campo,-46.560001373291,-23.6900005340576,NA,NA,"Doação ESA 116085; Erva cespitosa, ereta, 200cm, espiquetas",NA,NA,Monocotyledon,NA,"76",América do Sul,Represa Billings,NA,NA,NA,"2016","09","31119",auto,"03",NA,NA,NA,NA,NA,SÃO BERNARDO DO CAMPO,"3548708"
-46.341,-23.7585,"412",2019-11-21 10:15:42-03,IBt,SP,"415441",S,Plantae,Poaceae,Hymenachne,pernambucensis,Hymenachne pernambucensis,(Spreng.) Zuloaga,"Rodrigues, RS","Furlan, N","2009","08","27",Brasil,São Paulo,Rio Grande da Serra,-46.341,-23.7585,"-46.341","-23.7585",NA,SP033495,SP033495,NA,NA,s.n.,NA,"Rio Grande, Alto Tietê.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.795111,-23.791806,"415",2019-11-21 10:15:42-03,IBt,SP,"441358",S,Plantae,Poaceae,Hymenachne,pernambucensis,Hymenachne pernambucensis,(Spreng.) Zuloaga,"Filgueiras, TS","Rodrigues, MEF; Macedo, CCL","2007","05","03",Brasil,São Paulo,São Paulo,-46.795111,-23.791806,"-46.795111","-23.791806",NA,SP033457,SP033457,NA,NA,"124",NA,Represa Guarapiranga.,NA,NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,EMBU-GUAÇU,"3515103"
-46.45325,-23.393944,"417",2019-11-21 10:15:42-03,IBt,SP,"488096",S,Plantae,Poaceae,Hymenachne,pernambucensis,Hymenachne pernambucensis,(Spreng.) Zuloaga,"Shirasuna, RT","Shirasuna, RT","2014","02","12",Brasil,São Paulo,Guarulhos,-46.45325,-23.393944,"-46.45325","-23.393944",NA,NA,NA,NA,NA,"3225",NA,Lote 6 OEA 606-607,"797","797",NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,GUARULHOS,"3518800"
-45.9599990844727,-23.2999992370605,"429",2019-11-21 10:15:42-03,IBt,SP,"35134",S,Plantae,Poaceae,Hymenachne,pernambucensis,Hymenachne pernambucensis,(Spreng.) Zuloaga,"Rodrigues, RS","Veillerot, G","1936","01","07",Brasil,São Paulo,Jacareí,-45.9599990844727,-23.2999992370605,NA,NA,NA,NA,NA,NA,NA,s.n.,NA,Nº 8 Secção Vigilancia Sanitaria Vegetal.,NA,NA,NA,"2013","12","19066",auto,"05",NA,NA,NA,NA,NA,JACAREÍ,"3524402"
-46.6300010681152,-23.5400009155273,"432",2019-11-21 10:15:42-03,IBt,SP,"1164",S,Plantae,Poaceae,Hymenachne,pernambucensis,Hymenachne pernambucensis,(Spreng.) Zuloaga,"Rodrigues, RS","Hoehne, FC","1917","12","29",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,s.n.,NA,Butantã.,NA,NA,NA,"2013","12","53584",auto,"05",NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"433",2019-11-21 10:15:42-03,IBt,SP,"9801",S,Plantae,Poaceae,Hymenachne,pernambucensis,Hymenachne pernambucensis,(Spreng.) Zuloaga,"Rodrigues, RS","Luederwaldt, H","1913","02",NA,Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,SP033490,SP033490,NA,NA,s.n.,NA,"Ipiranga. Ex. Herv. do Museu Paulista, nº 6732. Origem: Cristina, Minas Gerais.",NA,NA,NA,"2013","12","53584",auto,"05",NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"434",2019-11-21 10:15:42-03,IBt,SP,"129928",S,Plantae,Poaceae,Hymenachne,pernambucensis,Hymenachne pernambucensis,(Spreng.) Zuloaga,"Rodrigues, RS","Skvortzov, B","1964","10","21",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,"326",NA,"Parque do Estado, 10 km south of center of city of São Paulo, in grounds of the Instituto de Botânica, Parque do Estado.",NA,NA,NA,"2013","12","53584",auto,"05",NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"435",2019-11-21 10:15:42-03,IBt,SP,"9800",S,Plantae,Poaceae,Hymenachne,pernambucensis,Hymenachne pernambucensis,(Spreng.) Zuloaga,"Rodrigues, RS","Usteri, A","1908","01","19",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,s.n.,NA,Sant'Ana.,NA,NA,NA,"2013","12","53584",auto,"05",NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"441",2019-11-21 10:16:15-03,IBt,SP,"327886",S,Plantae,Poaceae,Panicum,rivulare,Panicum rivulare,Trin.,NA,"Hoehne, W","1948","08","27",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,SP035881,SP035881,NA,NA,s.n.,NA,Parque do Estado,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
