X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,identifiedBy,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,class,typeStatus,relatedCatalogItem,dayIdentified,fieldNumber,individualCount,infraspecificEpithet,NM_MUNICIP,CD_GEOCMU
-45.8400001525879,-23.5300006866455,"42",2021-03-01 16:28:28-03,UNICAMP,UEC,"87475",S,Plantae,Magnoliopsida,NA,Combretaceae,Buchenavia,rabelloana,Buchenavia rabelloana,Mattos,"Kuhlmann, M","4335","1958","03","15",NA,Brazil,São Paulo,Salesópolis,Boracéia,-45.8400001525879,-23.5300006866455,NA,arbusto,UEC106017,UEC106017,NA,NA,"18032",auto,"Marquete, N","2001","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-45.8400001525879,-23.5300006866455,"155",2019-11-13 11:18:00-03,USP,SPF,"82943",PreservedSpecimen,Plantae,NA,NA,Combretaceae,Buchenavia,rabelloana,Buchenavia rabelloana,N.F.Mattos,"Kuhlmann, M","4335","1958","03","15",NA,Brasil,São Paulo,Salesópolis,NA,-45.8400001525879,-23.5300006866455,NA,NA,SPF00082943,NA,NA,NA,"18032",auto,"Mattos, J","1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-45.8400001525879,-23.5300006866455,"189",2020-08-26 10:48:30-03,MCN-FZBRS,HAS,"87523",PreservedSpecimen,Plantae,Magnoliophyta,NA,Combretaceae,Buchenavia,rabelloana,Buchenavia rabelloana,Mattos,"Kuhlmann, M.","4335","1958","03",NA,NA,Brasil,São Paulo,Salesópolis,"Boracéia, Estação Biológica",-45.8400001525879,-23.5300006866455,NA,Arbusto,HAS0087523,NA,NA,NA,"18032",auto,"Mattos, J.","1964","05",NA,NA,NA,Paratypus,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-45.8400001525879,-23.5300006866455,"195",2019-11-21 10:03:13-03,IBt,SP,"58630",S,Plantae,NA,NA,Combretaceae,Buchenavia,rabelloana,Buchenavia rabelloana,Mattos,"Kuhlmann, M","4335","1958","03","15",NA,Brasil,São Paulo,Salesópolis,Boracéia,-45.8400001525879,-23.5300006866455,NA,Arbusto,SP000491,SP000491,NA,NA,"18032",auto,"Mattos, JR","1967",NA,NA,NA,NA,Paratype,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-45.8400001525879,-23.5300006866455,"196",2019-11-21 10:03:13-03,IBt,SP,"98549",S,Plantae,NA,NA,Combretaceae,Buchenavia,rabelloana,Buchenavia rabelloana,Mattos,"Mattos, J","13570","1966","09","27",NA,Brasil,São Paulo,Salesópolis,"Estação Biológica de Boracéia, perto do rio Claro",-45.8400001525879,-23.5300006866455,NA,Na borda da mata. Árvore 4 m alt.,SP000490,SP000490,NA,NA,"18032",auto,"Mattos, JR","1967",NA,NA,NA,NA,Holotype,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-45.8400001525879,-23.5300006866455,"197",2019-11-21 10:03:13-03,IBt,SP,"111414",S,Plantae,NA,NA,Combretaceae,Buchenavia,rabelloana,Buchenavia rabelloana,Mattos,"Mattos, J","13855","1966","09","26",NA,Brasil,São Paulo,Salesópolis,"Estação Biológica de Boracéia, perto do rio Claro",-45.8400001525879,-23.5300006866455,NA,"Na borda da mata. Árvore pequena, ca. 4 m alt. Fruto imaturo liso, verde",SP000492,SP000492,NA,NA,"18032",auto,"Mattos, JR","1967",NA,NA,NA,NA,Paratype,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-46.5299987792969,-23.6599998474121,"198",2019-11-21 10:03:13-03,IBt,SP,"74124",S,Plantae,NA,NA,Combretaceae,Buchenavia,rabelloana,Buchenavia rabelloana,Mattos,"Kuhlmann, M","3182","1946","05","23",NA,Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,Árvore grande,NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"199",2019-11-21 10:03:13-03,IBt,SP,"277369",S,Plantae,NA,NA,Combretaceae,Buchenavia,rabelloana,Buchenavia rabelloana,Mattos,"Sugiyama, M; et al.","1283","1995","03","14",NA,Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,"Árvore ca. 15m alt., 70 cm diâm. (dap), estéril, com epífitas, picada cinco",NA,NA,NA,NA,"27258",auto,"Sugiyama, M","1995","05",NA,NA,NA,NA,NA,"17",NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"200",2019-11-21 10:03:13-03,IBt,SP,"157742",S,Plantae,NA,NA,Combretaceae,Buchenavia,rabelloana,Buchenavia rabelloana,Mattos,"Kuhlmann, M",s.n.,"1946","08","19",NA,Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"201",2019-11-21 10:03:13-03,IBt,SP,"156651",S,Plantae,NA,NA,Combretaceae,Buchenavia,rabelloana,Buchenavia rabelloana,Mattos,"Kuhlmann, M","2840",NA,NA,NA,NA,Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,Árvore pequena,NA,NA,NA,NA,"27258",auto,"Sugiyama, M","1984","09",NA,NA,NA,NA,NA,"19",NA,NA,NA,SANTO ANDRÉ,"3547809"
