X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,continentOcean,preparationType,previousCatalogNumber,occurrenceRemarks,phylum,order,coordinatePrecision,geoFlag,class,relatedCatalogItem,typeStatus,fieldNumber,individualCount,NM_MUNICIP,CD_GEOCMU
-46.88,-23.1803,"12",2021-03-15 16:37:00-03,NY,NYBG,"669808",PreservedSpecimen,Plantae,Solanaceae,Solanum,bullatum,Solanum bullatum,Vell.,M. H. Nee,NA,NA,NA,K. Claro,"9","1993","09","09",Brazil,São Paulo,Jundiaí,"Descida do Paraíso III, Serra do Japi.",-46.88,-23.1803,NA,NA,"1000","1100",NY00669808,NA,South America,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=504431' target='other'> <mi>dwc_moreinfo</mi></a>,Magnoliophyta,Solanales,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.622889,-23.660444,"36",2015-02-10 11:46:01-02,BM,SOLANACEAE_SOURCE_BR,"73393",O,Plantae,Solanaceae,Solanum,bullatum,Solanum bullatum,Vell.,"Knapp, S.","2013","01","01","Knapp, S.",IM-10685,"2013","11","19",Brazil,São Paulo,São Paulo,"Instituto de Botânica de São Paulo, próximo a entrada de veículos de funcionários",-46.622889,-23.660444,"-46.622889","-23.660444","757","757",NA,NA,Southern America,NA,NA,"treelt to 5 m; flwoers white; fruit green and purple striped; pubescence silvery grey-beige; along road in botanical garden",Magnoliophyta,Solanales,NA,NA,Dicotyledoneae,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.1300010681152,-23.5200004577637,"57",2020-11-04 11:20:01-03,ESALQ,ESA,"27010",PreservedSpecimen,Plantae,Solanaceae,Solanum,bullatum,Solanum bullatum,NA,NA,NA,NA,NA,"Cardoso-Leite, E. ; Oliveira, A.","326.0","1994","01","18",Brasil,São Paulo,São Roque,NA,-47.1300010681152,-23.5200004577637,NA,NA,NA,NA,ESA027010,ESA027010,NA,NA,NA,NA,Magnoliophyta,NA,"15567",auto,NA,NA,NA,NA,NA,SÃO ROQUE,"3550605"
-46.5299987792969,-23.4599990844727,"63",2020-11-04 11:20:01-03,ESALQ,ESA,"5600",PreservedSpecimen,Plantae,Solanaceae,Solanum,bullatum,Solanum bullatum,NA,"Gandolfi, S.",NA,NA,NA,"Gandolfi, S. et al.","689.0",NA,NA,NA,Brasil,São Paulo,Guarulhos,NA,-46.5299987792969,-23.4599990844727,NA,NA,NA,NA,ESA005600,NA,NA,NA,NA,NA,Magnoliophyta,NA,"26398",auto,NA,NA,NA,NA,NA,GUARULHOS,"3518800"
-46.6300010681152,-23.5400009155273,"64",2020-11-04 11:20:01-03,ESALQ,ESA,"87709",PreservedSpecimen,Plantae,Solanaceae,Solanum,bullatum,Solanum bullatum,Vell.,"Ussui, S.Y.",NA,NA,NA,"Melo, M.R.F.","227.0","1980","06","04",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,ESA087709,ESA087709,NA,NA,NA,NA,Magnoliophyta,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.1300010681152,-23.5200004577637,"69",2020-11-04 11:20:01-03,ESALQ,ESA,"13699",PreservedSpecimen,Plantae,Solanaceae,Solanum,bullatum,Solanum bullatum,NA,"Giacomin, L.L.",NA,NA,NA,"Barreto, K.D. et al.","1539.0","1993","10","29",Brasil,São Paulo,São Roque,NA,-47.1300010681152,-23.5200004577637,NA,NA,NA,NA,ESA013699,NA,NA,NA,NA,NA,Magnoliophyta,NA,"15567",auto,NA,NA,NA,NA,NA,SÃO ROQUE,"3550605"
-46.5299987792969,-23.4599990844727,"71",2020-11-04 11:20:01-03,ESALQ,ESA,"7280",PreservedSpecimen,Plantae,Solanaceae,Solanum,bulatum,Solanum bulatum,Vell.,NA,NA,NA,NA,"Gandolfi, S. et al.","911.0","1984","02","21",Brasil,São Paulo,Guarulhos,NA,-46.5299987792969,-23.4599990844727,NA,NA,NA,NA,ESA007280,NA,NA,NA,NA,NA,Magnoliophyta,NA,"26398",auto,NA,NA,NA,NA,NA,GUARULHOS,"3518800"
-46.5499992370605,-23.1100006103516,"73",2020-11-04 11:20:01-03,ESALQ,ESA,"14623",PreservedSpecimen,Plantae,Solanaceae,Solanum,bullatum,Solanum bullatum,NA,NA,NA,NA,NA,"Meira-Neto, J.A.A. et al.","21519.0","1988","06","07",Brasil,São Paulo,Atibaia,NA,-46.5499992370605,-23.1100006103516,NA,NA,NA,NA,ESA014623,ESA014623,NA,NA,NA,NA,Magnoliophyta,NA,"21675",auto,NA,NA,NA,NA,NA,ATIBAIA,"3504107"
-46.5299987792969,-23.4599990844727,"74",2020-11-04 11:20:01-03,ESALQ,ESA,"6550",PreservedSpecimen,Plantae,Solanaceae,Solanum,bullatum,Solanum bullatum,NA,NA,NA,NA,NA,"Gandolfi, S.",NA,"1991","04","30",Brasil,São Paulo,Guarulhos,NA,-46.5299987792969,-23.4599990844727,NA,NA,NA,NA,ESA006550,ESA006550,NA,NA,NA,NA,Magnoliophyta,NA,"26398",auto,NA,NA,NA,NA,NA,GUARULHOS,"3518800"
-46.5299987792969,-23.4599990844727,"76",2020-11-04 11:20:01-03,ESALQ,ESA,"5599",PreservedSpecimen,Plantae,Solanaceae,Solanum,bullatum,Solanum bullatum,NA,"Gandolfi, S.",NA,NA,NA,"Gandolfi, S. et al.",NA,"1984","07","30",Brasil,São Paulo,Guarulhos,NA,-46.5299987792969,-23.4599990844727,NA,NA,NA,NA,ESA005599,ESA005599,NA,NA,NA,NA,Magnoliophyta,NA,"26398",auto,NA,NA,NA,NA,NA,GUARULHOS,"3518800"
