X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,county,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,class,dayIdentified,fieldNumber,individualCount,sex,NM_MUNICIP,CD_GEOCMU
-46.618358,-23.646109,"1",2021-03-15 16:37:00-03,NY,NYBG,"405348",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Mitranthes,pubescens,Mitranthes pubescens,Burret,isotype,F. C. Hoehne,"32836","1935","03","30",South America,Brazil,São Paulo,Nativa no Jardim Botanico,-46.618358,-23.646109,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=108193' target='other'> <mi>dwc_moreinfo</mi></a>,NY00405348,NY00405348_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"16",2020-11-04 11:15:10-03,ESALQ,ESA,"119334",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Siphoneugena,widgreniana,Siphoneugena widgreniana,NA,NA,"Colletta, G.D.","690.0","2012","07","03",NA,Brasil,São Paulo,"Estrada da Cumbica n° 500, mata ao lado do ct do São Paulo",-46.6300010681152,-23.5400009155273,NA,"Árvore, 12m, flores brancas, placa 5939",ESA119334,NA,"Mazine, F.F.",São Paulo,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.616667,-23.533333,"28",2018-03-08 09:18:16-03,ASU,ASU-PLANTS,NA,PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Siphoneugena,widgreniana,Siphoneugena widgreniana,O. Berg,NA,F. C. Hoehne,NA,"1935","3","30",NA,Brazil,Sao Paulo,Sao Paulo,-46.616667,-23.533333,NA,"PHOTO-MICH; Arvore grande com flores alvas. Nativa no Jardim Botanico",NA,NA,"C. Proenca, 1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-45.416667,-23.45,"45",2021-03-01 16:37:01-03,UNICAMP,UEC,"43986",S,Plantae,Magnoliopsida,NA,Myrtaceae,Siphoneugena,widgreniana,Siphoneugena widgreniana,O.Berg,NA,"Ratter, JA; et al.",R4830V,"1983","11","11",NA,Brazil,São Paulo,Floresta de Angatuba. InstituoFlorestal de SP.,-45.416667,-23.45,NA,"Tree 6m tall, 9cm dbh. Vegetative ecological voucher. PLOT 3, Nº 70; In dense cerrado.",UEC110427,UEC110427,"Sobral, M",Angatuba,"-45.416667","-23.45",NA,NA,NA,NA,"2003",NA,NA,NA,NA,NA,NA,NATIVIDADE DA SERRA,"3532306"
-46.6300010681152,-23.5400009155273,"139",2021-03-16 18:32:00-03,USP,SPF,"85753",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Mitranthes,pubescens,Mitranthes pubescens,Burret,isotype,"Hoehne, FC",s.n.,"1935","03","30",NA,Brasil,São Paulo,"Jardim Botânico de São Paulo, Nativa no Jardim Botânico.",-46.6300010681152,-23.5400009155273,NA,"Árvore grande; flores alvas.",SPF00085753,SPF00085753,NA,São Paulo,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.975556,-23.117222,"159",2020-11-23 11:39:25-03,IAC,IAC,"56125",S,Plantae,NA,NA,Myrtaceae-2.Myrtoideae,Siphoneugena,crassifolia,Siphoneugena crassifolia,(DC.) Proença & Sobral,NA,"C.F. Nardin; J.F. Benedito & L.C. Bernacci","246","2015","04","02",NA,Brasil,São Paulo,Fragmento O,-46.975556,-23.117222,NA,"coordenadas originais: 23°07#?#02S, 46°58#?#32W",NA,NA,C.F. Nardin et al.,Louveira,"-46.975556","-23.117222",NA,NA,NA,NA,"2015","04",NA,"02",NA,NA,NA,JUNDIAÍ,"3525904"
-47.092403,-23.689749,"161",2019-01-25 15:35:35-02,IAC,IAC,"43156",S,Plantae,NA,NA,Myrtaceae-2.Myrtoideae,Siphoneugena,widgreniana,Siphoneugena widgreniana,O.Berg,NA,"L.C. Bernacci; G. Durigan; G.F. Árbocz & E. Furlan","3449","2001","01","09",NA,Brasil,São Paulo,"próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Reizinho, indivíduo R 21.2",-47.092403,-23.689749,NA,NA,NA,NA,L.C. Bernacci et al.,Ibiúna,"-47.092403","-23.689749",NA,NA,NA,NA,"2001","01",NA,"09",NA,NA,NA,IBIÚNA,"3519709"
-46.716667,-23.016667,"177",2019-11-01 15:07:01-03,UnB,UB,"168020",PreservedSpecimen,Plantae,Dicotyledoneae,NA,Myrtaceae,Siphoneugena,widgreniana,Siphoneugena widgreniana,O. Berg,NA,"Cerqueira, RM","757","2004","03","02",Southern America,Brasil,São Paulo,Mata do sítio Jatobá,-46.716667,-23.016667,NA,Floresta estacional semidecídua montana,NA,NA,"Proença, CEB",Itatiba,"-46.716667","-23.016667","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,JARINU,"3525201"
-46.716667,-23.016667,"178",2019-11-01 15:07:01-03,UnB,UB,"168019",PreservedSpecimen,Plantae,Dicotyledoneae,NA,Myrtaceae,Siphoneugena,widgreniana,Siphoneugena widgreniana,O. Berg,NA,"Cerqueira, RM","603","2003","09","02",Southern America,Brasil,São Paulo,Mata do sítio Jatobá,-46.716667,-23.016667,NA,Floresta estacional semidecídua Montana,NA,NA,"Proença, CEB",Itatiba,"-46.716667","-23.016667","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,JARINU,"3525201"
-46.716667,-23.016667,"183",2019-11-01 15:07:01-03,UnB,UB,"168022",PreservedSpecimen,Plantae,Dicotyledoneae,NA,Myrtaceae,Siphoneugena,widgreniana,Siphoneugena widgreniana,O. Berg,NA,"Cerqueira, RM","630","2003","12","02",Southern America,Brasil,São Paulo,Mata do sítio Jatobá,-46.716667,-23.016667,NA,Floresta estacional semidecídua Montana,NA,NA,"Proença, CEB",Itatiba,"-46.716667","-23.016667","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,JARINU,"3525201"
