X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,phylum,order,recordNumber,continentOcean,locality,preparationType,occurrenceRemarks,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,coordinatePrecision,geoFlag,infraspecificEpithet,monthIdentified,dayIdentified,class,relatedCatalogItem,typeStatus,previousCatalogNumber,individualCount,fieldNumber,NM_MUNICIP,CD_GEOCMU
-47.9199981689453,-24.3799991607666,"114",2020-11-04 11:10:12-03,ESALQ,ESA,"51969",PreservedSpecimen,Plantae,Fabaceae,Myrocarpus,frondosus,Myrocarpus frondosus,Allemão,NA,"Lima, R.A.F.",NA,NA,NA,Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,ESA051969,ESA051969,Magnoliophyta,NA,"387.0",NA,Parcela permanente - Parque Estadual de Carlos Botelho,NA,em borda de clareira grande com bambu,"400","400",NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.1300010681152,-23.5200004577637,"120",2020-11-04 11:10:12-03,ESALQ,ESA,"26852",PreservedSpecimen,Plantae,Fabaceae,Myrocarpus,frondosus,Myrocarpus frondosus,Allem.,NA,"Cardoso-Leite, E.","1994","09","21",Brasil,São Paulo,São Roque,-47.1300010681152,-23.5200004577637,NA,NA,ESA026852,ESA026852,Magnoliophyta,NA,"390.0",NA,NA,NA,NA,NA,NA,NA,"15567",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO ROQUE,"3550605"
-47.9199981689453,-24.3799991607666,"121",2020-11-04 11:10:12-03,ESALQ,ESA,"109535",PreservedSpecimen,Plantae,Fabaceae,Myrocarpus,frondosus,Myrocarpus frondosus,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,ESA109535,ESA109535,Magnoliophyta,NA,"30056.0",NA,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,NA,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.25,-23.25,"192",2019-09-16 10:29:45-03,UNICAMP,UEC,"115107",S,Plantae,Fabaceae,Myrocarpus,frondosus,Myrocarpus frondosus,Allemão,"Sartori, ALB","Cardoso-Leite, E","1998","06","07",Brazil,São Paulo,Jundiaí,-46.25,-23.25,"-46.25","-23.25",UEC066243,UEC066243,Magnoliopsida,NA,A724,NA,Reserva Biológica Municipal da Serra do,NA,"folha, 9m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTA ISABEL,"3546801"
-47.1300010681152,-23.2999992370605,"209",2021-03-01 16:31:06-03,UNICAMP,UEC,"84330",S,Plantae,Fabaceae,Myrocarpus,frondosus,Myrocarpus frondosus,Allemão,"Sartori, A","Hoehne, FC","1933","10","04",Brazil,São Paulo,Cabreúva,-47.1300010681152,-23.2999992370605,NA,NA,UEC066244,UEC066244,Magnoliopsida,NA,s.n.,NA,Serra do Japy.,NA,Árvore com flores alvacentes e aromáticas,NA,NA,"1999","16877",auto,NA,"08",NA,NA,NA,NA,NA,NA,NA,CABREÚVA,"3508405"
-47.9199981689453,-24.3799991607666,"216",2021-03-01 16:31:06-03,UNICAMP,UEC,"156322",S,Plantae,Fabaceae,Myrocarpus,frondosus,Myrocarpus frondosus,Allemão,"Sartori, ALB","Galleti, M; et al.","1994","08","24",Brazil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,UEC054459,UEC054459,Magnoliopsida,NA,"531",NA,"Fazenda Intervales, Base Saibadela, trilha azul. Na fen. n. 90A",NA,"Árvore, 15 m de altura, flores brancas, com odor de laranja e carambora.",NA,NA,"1999","34059",auto,NA,"08",NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.63,-23.54,"283",2013-04-01 09:18:38-03,IPT,BCTW,"3701",S,Plantae,NA,Myrocarpus,frondosus,Myrocarpus frondosus,Allemão,NA,NA,NA,NA,NA,Brasil,São Paulo,São Paulo,-46.63,-23.54,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"329",2020-12-21 16:27:36-03,MBM,MBM,"207661",PreservedSpecimen,Plantae,Fabaceae,Myrocarpus,frondosus,Myrocarpus frondosus,Fr. Allem,Pickel,"Cunha, M.A.",NA,NA,NA,Brazil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,MBM207661,MBM207661,NA,NA,s.n.,Southern America,Vila Amália,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.1300010681152,-23.2999992370605,"342",2020-12-21 16:27:36-03,MBM,MBM,"218362",PreservedSpecimen,Plantae,Fabaceae,Myrocarpus,frondosus,Myrocarpus frondosus,Fr. Allem,NA,"Hoehne, F.C.",NA,NA,NA,Brazil,São Paulo,Cabreúva,-47.1300010681152,-23.2999992370605,NA,NA,MBM218362,NA,NA,NA,"31001",Southern America,Serra do Jary,NA,NA,NA,NA,NA,"16877",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,CABREÚVA,"3508405"
-46.5299987792969,-23.6599998474121,"567",2019-11-13 11:22:55-03,USP,SPF,"71652",PreservedSpecimen,Plantae,Leguminosae,Myrocarpus,frondosus,Myrocarpus frondosus,Allemão,"Kuhlmann, M","Kuhlmann, M","1946","10","07",Brasil,São Paulo,Santo André,-46.5299987792969,-23.6599998474121,NA,NA,SPF00071652,NA,NA,NA,"3257",NA,Paranapiacaba,NA,NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.996942,-23.796325,"621",2019-01-25 15:35:02-02,IAC,IAC,"43351",S,Plantae,Fabaceae,Myrocarpus,frondosus,Myrocarpus frondosus,Allemão,E.L.M. Catharino,E.L.M. Catharino,NA,NA,NA,Brasil,São Paulo,Cotia,-46.996942,-23.796325,"-46.996942","-23.796325",NA,NA,NA,NA,s/nº,NA,"Morro Grande, Reserva, área Torres, indivíduo 3.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COTIA,"3513009"
