X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,continentOcean,country,stateProvince,preparationType,occurrenceRemarks,barcode,imagecode,month,day,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,infraspecificEpithet,coordinatePrecision,geoFlag,typeStatus,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,class,relatedCatalogItem,fieldNumber,individualCount,previousCatalogNumber,NM_MUNICIP,CD_GEOCMU
-46.6300010681152,-23.5400009155273,"61",2020-01-20 14:40:26-03,UPM,MACK,"2339",PreservedSpecimen,Plantae,NA,NA,Euphorbiaceae,Actinostemon,klotzschii,Actinostemon klotzschii,(Didr.) Pax,R. J. F. Garcia,E. H. P. Barretto,"4","2009",NA,Brasil,SP,NA,NA,NA,NA,"11","10",São Paulo,Parque Tenente Siqueira Campos (Trianon),-46.6300010681152,-23.5400009155273,NA,NA,NA,"53584",auto,NA,"2005","09","22",NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"62",2020-01-20 14:40:26-03,UPM,MACK,"2333",PreservedSpecimen,Plantae,NA,NA,Euphorbiaceae,Actinostemon,klotzschii,Actinostemon klotzschii,(Didr.) Pax,R. J. F. Garcia,E. H. P. Barretto,"4","2009",NA,Brasil,SP,NA,NA,NA,NA,"11","10",São Paulo,Parque Tenente Siqueira Campos (Trianon),-46.6300010681152,-23.5400009155273,NA,NA,NA,"53584",auto,NA,"2011","12","01",NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"63",2020-01-20 14:40:26-03,UPM,MACK,"2326",PreservedSpecimen,Plantae,NA,NA,Euphorbiaceae,Actinostemon,klotzschii,Actinostemon klotzschii,(Didr.) Pax,R. J. F. Garcia,E. H. P. Barretto,"4","2009",NA,Brasil,SP,NA,NA,NA,NA,"11","10",São Paulo,Parque Tenente Siqueira Campos (Trianon),-46.6300010681152,-23.5400009155273,NA,NA,NA,"53584",auto,NA,"2012","03","01",NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.633333,-23.533333,"68",2021-02-08 21:32:06-03,UFBA,ALCB,"042931",PreservedSpecimen,Plantae,Dicotyledon,NA,Euphorbiaceae,Actinostemon,klotzschii,Actinostemon klotzschii,(Didr.) Pax.,"Cordeiro, I","Handro, O",s/n,"1931",Southern America,Brasil,São Paulo,NA,Flores amareladas.,ALCB050811,ALCB050811,"08","05",São Paulo,Parque do estado e Jardim Botânico,-46.633333,-23.533333,NA,NA,NA,NA,NA,NA,"1988","08",NA,"-46.633333","-23.533333",NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.633333,-23.533333,"69",2019-10-09 11:13:56-03,UFBA,ALCB,"042932",PreservedSpecimen,Plantae,Dicotyledon,NA,Euphorbiaceae,Actinostemon,klotzschii,Actinostemon klotzschii,(Didr.) Pax.,"Cordeiro, I","Stella, M; Silvestre, F","200","1979",Southern America,Brasil,São Paulo,NA,"ca de 3m de altura. Inflorescência com flores brancas, femininas na base da inflorescência. Mais flores no ápice.",ALCB050807,ALCB050807,"08","24",São Paulo,Reserva biológica do parque estadual das Fontes do Ipiranga,-46.633333,-23.533333,NA,NA,NA,NA,NA,NA,"1988","08",NA,"-46.633333","-23.533333",NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.633333,-23.533333,"70",2019-10-09 11:13:56-03,UFBA,ALCB,"042933",PreservedSpecimen,Plantae,Dicotyledon,NA,Euphorbiaceae,Actinostemon,klotzschii,Actinostemon klotzschii,(Didr.) Pax.,"Cordeiro, I","Jung, SL","364","1980",Southern America,Brasil,São Paulo,NA,ca de 6m de altura. Fruto tricoca verde.,ALCB050809,ALCB050809,"11","20",São Paulo,Reserva Biológica do parque estadual das fontes do Ipiranga.,-46.633333,-23.533333,NA,NA,NA,NA,NA,NA,"1987","08",NA,"-46.633333","-23.533333",NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.633333,-23.533333,"71",2019-10-09 11:13:56-03,UFBA,ALCB,"042934",PreservedSpecimen,Plantae,Dicotyledon,NA,Euphorbiaceae,Actinostemon,klotzschii,Actinostemon klotzschii,(Didr.) Pax.,"Cordeiro, I",Kulilmann,s/n,"1958",Southern America,Brasil,São Paulo,NA,"Subbosque da mata em estudo; Subbosque de mata",ALCB050810,ALCB050810,"11","07",São Paulo,Jardim botânico.,-46.633333,-23.533333,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-46.633333","-23.533333",NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.633333,-23.533333,"72",2019-10-09 11:13:56-03,UFBA,ALCB,"042935",PreservedSpecimen,Plantae,Dicotyledon,NA,Euphorbiaceae,Actinostemon,klotzschii,Actinostemon klotzschii,(Didr.) Pax.,"Cordeiro, I","Cordeiro, I","347","1987",Southern America,Brasil,São Paulo,NA,"Ca de 10m de altura, flores estaminadas e frutos imaturos verdes.",ALCB050812,ALCB050812,"08","15",São Paulo,"Parque estadual das fontes do Ipiranga, picada atrás do orquidário",-46.633333,-23.533333,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-46.633333","-23.533333",NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.633333,-23.533333,"73",2019-10-09 11:13:56-03,UFBA,ALCB,"042936",PreservedSpecimen,Plantae,Dicotyledon,NA,Euphorbiaceae,Actinostemon,klotzschii,Actinostemon klotzschii,(Didr.) Pax.,"Cordeiro, I","Silva, JS","349","1974",Southern America,Brasil,São Paulo,NA,"Entre 8 - 9 metros de altura, apresentando frutos.",ALCB050808,ALCB050808,"10","01",São Paulo,Reserva nativa no jardim botânico e parque do estado,-46.633333,-23.533333,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-46.633333","-23.533333",NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.633333,-23.533333,"74",2019-10-09 11:13:56-03,UFBA,ALCB,"042937",PreservedSpecimen,Plantae,Dicotyledon,NA,Euphorbiaceae,Actinostemon,klotzschii,Actinostemon klotzschii,(Didr.) Pax.,"Cordeiro, I","Hoehne, FC",s/n,"1931",Southern America,Brasil,São Paulo,NA,NA,ALCB050813,ALCB050813,"09","26",São Paulo,Parque do estado,-46.633333,-23.533333,NA,NA,NA,NA,NA,NA,"1989","06",NA,"-46.633333","-23.533333",NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
